trial,a_hex,b,m,alpha,e
0,ca0b0000a2060000b90300001d020000d0040000ee0100006e000000f5010000530c0000bf0600009c020000f7020000b401000014070000c0040000f3020000ff0b000092060000bd000000e1000000ce040000010c000084060000620b0000df090000ea020000490700004309000074060000d00b00005e0a0000730b00007c0300000d0500005d0c00002b0b00008e050000da0b0000f300000015040000710700005d0a00009e000000d40800008409000058040000c9010000d4060000bb040000c006000069010000c00b0000bc070000720b00007b0000007405000064060000f00b0000a40400009207000045000000eb0300000e0a000029070000,2086,1,6,-1
1,c50a0000e4030000b0060000f502000064030000be0c00007f060000f4080000a7010000580a0000c20b00008c02000000090000c70300006c0b0000020b0000f2000000180400001e040000c906000021010000c70b0000780b00000c050000ca05000019020000380000006e060000d7050000be0500009f020000a3020000910b000098060000db0b00005f02000020070000f30b00007a06000017030000160200005504000029050000c8030000670600005200000020070000900b0000840a00001c0c000053000000b60800005a020000430c0000ff0900003f040000df0300004e060000e50c00009a01000036050000f00c0000a9090000950c0000,1142,0,2,-3
2,0609000098070000e4050000960000000f0c00005b0a0000d10a000028010000de0900003f0b0000b40b00006d050000030b0000020a0000f2090000f40600003008000075020000bb0a0000460a0000e9040000a10b00005c0100000006000003050000e404000044090000c90a000096080000e5050000d90900006b04000052060000300900008c070000c30b0000870a0000e20400000200000096080000da0500006e040000ef020000c906000047040000ad0a0000df0b0000b00c00009f06000060040000aa0000003e0a0000030b00008a07000048090000e90200007b040000ad0a00002d0300009c0200003e0900003e070000bb050000b9020000,185,1,6,-1
3,9f0600003e0b0000810b0000870b0000e3000000ba0200009a030000be0c0000cd060000c4070000f10400006f03000024080000260700006f060000dd0200007c0900005b0900004d040000280000005d000000270200000f060000b90b000086090000c20b00002e07000038060000ed0a0000c8000000600a0000f00b0000f0080000ae0b0000fa0b0000ae040000360c0000110b00006d0b00006d0400009a040000c60700000a030000a9060000200000004d010000f60400007d040000f5050000c0080000e6030000f40b0000ec0400002d0600008b030000a70b0000da060000100200008b070000020600006803000026010000d509000007070000,2727,0,5,3
4,0a0700009e0b00005c050000000300001104000003050000d70900000a0300004b030000c0070000c50a00002b0b00006e0400000d0700002f0500002e0b000071030000d7070000a90a0000140800009f0200000b010000e106000087070000e40c0000600200002b070000bc040000a1060000600000007e020000970200005803000089000000f407000051000000ae0900008d0c00003e020000300c00009b020000ff0900000702000047040000780c0000e60c0000be060000d20100003a09000094070000f00a0000cd070000660b0000450700001e040000300c00009e080000af020000630c000040060000530400009d030000d50a0000e7010000,2526,0,4,-2
5,8903000019080000db0800008d010000060500002b01000045060000120900004d020000a90b0000340b0000510a000046030000af04000012060000d60a00003303000086030000b20a00000f0600007f070000cd0900002a070000d20000009b0b0000e20a0000b7060000ee070000b7010000240a00003d0a00007f0100004b000000d505000087090000fe0400009e0c0000e9040000540200007800000048090000ee0c0000a5090000db03000044060000af0b0000c00a0000570400004c0300001a020000b107000039080000610b00000e0b0000580c00005504000007040000160b00009906000016010000a600000081080000c9020000ba090000,68,1,7,1
6,fe070000ca0800006b0a0000380a0000b3080000e7010000f20900008b0400006b04000000060000c8080000450a0000ae0200000d02000058050000030100002f040000190500002d0100003b0a0000280c00004701000076040000f20000008c0c0000aa000000260500002b070000f20200006d0a00001b0c0000490500005207000060020000ba0c0000890000001a070000ef060000030300001b0c000060040000f70a0000f90800009d0c00000a040000bd0400000509000000010000b5050000a2020000ad090000550000009c020000df0700009c090000220a00001c0a0000970700001a0b0000c70b0000e9090000a60b000005080000550b0000,2983,1,7,7
7,800c000049070000ba0300004b020000fb0700006b06000033030000be0c00001a07000045050000230c00001a02000020090000a30b0000fb040000be090000c80500002d08000021050000b4080000d80c000016080000da0a0000e1030000fa0b00000d090000b90a0000670b0000cb0400009e0c000014060000b90b0000820a0000fd070000f20600005b010000eb0600009b00000088060000a40800002d0b0000750c0000cf01000078080000360500002c0a0000a9030000d8020000ce0a00001c03000010090000830b0000ad0800002b0300007107000055050000f00a000037050000580900001a0600000a040000ff03000089020000fa050000,26,0,6,1
8,8907000040000000da03000093030000e3080000270b000064080000a5020000d90a000047040000270400007b0300003200000099090000d20b0000b60300001a010000570c0000640a000049070000a1030000e50200009f00000010010000e70b0000f9010000190c0000e708000072020000b2010000470200000b00000086020000040100005f020000070900001f02000075070000480a0000ad0500003701000097040000c80700007b0c0000a700000026010000450100008406000039080000b404000093010000c80300001f050000c80900008c03000065020000270400002a0100004300000066000000a30c000092050000c5010000b20c0000,767,0,0,3
9,1a0300009d0a0000090c0000020a00009a090000880c0000a20b0000760500002c0b00003d030000b00b000035080000890b00000a020000100c0000b5010000440600003b000000a80400005c030000ad090000b2090000060a00000a08000038090000720300009f0700009f030000e10500002c02000065060000d304000089080000ec0a0000f00a0000290100003e030000430300002e080000270200005f090000cb030000df02000028030000560c0000110c0000e2000000bd0a0000320800000a050000e5000000e205000065000000bc01000092080000f50b0000020200008b02000004080000970800005804000041090000bc0c000052030000,2931,0,3,-4
