trial,a_hex,b,m,alpha,e
0,000d0000e70900001b060000e3010000c20b00009a050000cf010000b0070000a90a00003a05000095080000ac050000e2020000f60c00007b030000f50300002f0c0000ae0500008a0800003f0b00003e060000700000004506000098090000c1060000ed0600006800000056010000a7010000a50b00006a060000a9090000,428,0,6,-1
1,340b00009b0600008a040000610600007d0600009c070000b20100006a060000570300007f0600003f0c0000e0080000660a00006d0c0000d0020000900000001b08000074020000590b00002703000046090000ec00000072050000a90c00008208000085000000e1090000eb020000f1030000a8060000df020000ca050000,605,1,2,0
2,b4080000920500001b0c00003a06000070070000840300003c070000f00b000052060000f5090000be010000f30c0000ab0b0000f00b0000330200006c080000840a000009030000a7050000ed0800000c00000050070000450b0000620500007e0000003b0b0000970c00003a0300009a080000fc010000f20c0000cb0c0000,2700,1,6,3
3,b606000008090000ab0000008e0300003b0a0000b6050000bd040000f804000023000000970a0000970c0000c0090000cd0100008607000054000000110600008f0b0000b30a0000680c00002f06000036000000e208000038060000020400004107000019070000910c0000db0c00000e080000c2000000f704000016090000,1065,0,5,1
4,a1010000960c00006c09000094050000e4080000aa0900004f0a000033010000e207000028000000630b000004000000550c00002d0100004d0a0000ca000000b508000048030000710500008d07000052080000a5090000b40300001d0a0000180500000206000060020000d4050000590b0000a0090000c80c000075090000,2545,1,4,2
5,4d040000ff0000005d020000af0500008f0a00002c000000f6070000410c0000c9000000dc0c000089030000be0c0000e40600000e030000960a000053000000460300008e0800007d0b0000190a0000720400002b040000b809000051040000fb020000c30100001b030000cd09000077010000e2060000e50c000005020000,1026,1,7,2
6,ac030000c50b00001308000029000000cd0c0000210700004d0100003b030000950a000028000000130500003d0400003a070000cb0100001801000052080000c7070000140300004a05000037070000b40300003e090000930b0000630a0000350000000e020000f403000086030000ab090000fd0a00000e0900006f0c0000,2012,1,7,0
7,120700006d0a0000ee090000b10c0000e8040000070000003c050000670a0000e6080000f8010000210700005c090000490b00009a0400000507000078090000c305000019040000770c00006d09000038070000840a00000a050000460200002d0900001c0a0000a30900004e060000c70a000022070000440300001a050000,252,0,6,-1
8,c20600007e070000b9050000210000005f070000a90b0000b30a0000f40a0000b90b0000970c0000c8090000600000004e0900001b060000c0010000320a000034030000a8030000b10c00008c010000b40b00005b070000f1090000ad03000061030000060300002d0a0000c40a0000130100003a0c0000b6080000470b0000,356,1,0,3
9,07000000970200000c0b0000b10900004c050000d9010000060b00003e040000f10300009b0600002b0600003d0600008c0c0000d1050000a708000020020000a10100005b090000730b0000190500003c0a0000ae0c0000d7080000ca010000870000007202000078000000b7010000e9010000720a0000420000003d080000,1519,0,3,0
10,5b0500009300000079090000590600002a0a0000e40a0000a10c00005d05000090060000aa020000a2030000460c0000c8010000ae0c00002f0900005205000087040000b70100003f080000b306000045060000b3070000f8010000ae050000010b0000580600009c070000d10a0000650700000c0300009c060000f6070000,1130,0,5,-2
11,4c0900009d0200004a0500003d0c0000f30b0000fd01000024060000b8040000c201000003070000520500002404000045030000cc070000590100004f020000e00c0000790100008d03000089020000b505000034000000b40c00009c090000a60b000032020000e2030000ab0c00000c0b00004006000031040000770a0000,2933,0,1,0
12,7a0b000056010000910000006d090000f30000003b000000460700001b0b00002c04000015070000790100002500000024070000ac0100009a05000052090000610500001b0c0000c3000000840600001e070000d50700001507000065040000c8090000a40c00001d030000e00400005b0c0000dc070000c80c00003a080000,2301,1,5,-4
13,02050000330400001d0c0000b3090000360300001800000090080000b20500001507000006070000830000008408000021030000020a000073070000ea0b00006c030000870a0000180300002e03000079080000eb0a0000760a0000fb0800002e05000082010000890a000021090000fa040000fd0b00006704000016070000,284,0,0,1
14,1b0a0000ef080000020100005b080000f3080000f909000064070000550800008e020000de02000009030000cc03000008090000cf0700006501000014020000460c00008100000063070000d900000072050000d9090000250b00003e04000054090000af090000720900001900000015070000d4060000ef0a0000dd030000,699,1,2,1
15,ca080000790000000a060000c50100000b0a0000830b0000d6090000e00c0000ad010000b60000002a0b000048060000210b0000a40500009c060000b40b000097060000730600000e0100004e0100009b010000ff020000330a00007c020000e8080000cb0a0000f50000006d030000c40400004a0300008309000029040000,520,1,6,0
16,ab010000cd0900002602000002090000be0c00004a01000068060000a1090000200500000a020000e6030000a6010000da060000ed0100007b0a0000db0900001b0c0000e30a0000f50c00002d010000940b0000aa020000e708000015040000170a00009009000047060000160c0000f4090000c0080000bc070000b8020000,401,0,7,-2
17,3e0b0000450100004a040000390c0000ae090000730600005b0b0000730c0000c7010000dc0400000d050000840100004f03000048080000710600001c030000af040000ed060000ba0800008a020000270500006d060000000a000033050000c40100004e0a00005c000000b90c000049020000700c0000680a0000dc0a0000,1624,0,0,-2
18,6d0800004a0800008a050000a00000004c0200000d0200003b0a0000440400001400000054010000690a000059020000090800002e0b0000c60900005f0b00009c04000098010000bc0200001a0c0000850c0000e5010000de020000fc040000d6020000810100001d0a0000bd09000059020000310600001d0b0000400a0000,2405,0,5,0
19,340b0000c305000012040000f5040000e00b0000cf0600003c060000070c0000320c000022030000270700001a020000630a0000c4080000f20b0000500200003a0900007f090000a5000000d7010000b30c00003f01000052050000250a000083030000910100003c060000650600008d060000d9030000360100006c080000,2453,0,6,-3
20,df0b00003b0400005d000000c90700001a0c000017090000af0a0000fa0100009d0500002f06000001040000f3060000ef0c000088090000070700006801000003040000e6020000fc0600005b010000f404000066040000c405000059090000bb04000005080000e60c00004508000001020000e10300008f0300005c050000,2165,1,2,1
21,f5020000650b0000080600006500000009020000fc030000520a00004e0a0000830500009e0a0000cb0c0000170500006a0500001b040000a6060000030900003d0300000f0700004d0b0000b70b000050010000ca0a0000d2000000e20400006e030000590b00007a08000080040000ac050000d40c00006a060000030a0000,837,0,7,1
22,11040000b50200008405000024070000e308000023020000a10400002b020000ae070000160400009a070000fa0600005b070000ca080000650400009f0700001305000007020000040300003400000044080000230200003b01000082080000370300008201000050060000fa020000840b00004e000000f4010000dc010000,1516,0,0,-1
