trial,a_hex,b,m,alpha,e
0,9c030000940a00007809000071000000270b0000ff0900006a00000037060000a10500002608000090040000280a000067090000080600007300000081000000d80500004e0800009c0100008f0b000027020000b0020000fb00000039060000c400000065000000a6070000d802000083090000a6080000370b00006c080000bb0c0000440500007e0500000f0700007502000003050000aa0c0000c006000038030000c808000004070000df0c0000fa080000df0600004204000063020000520a000086050000f9090000360a0000bf030000740c0000fe0c000072030000410a00001d080000d40900009b0a00008e040000cc040000c60100006a050000,926,1,6,0
1,86060000eb0b0000c80300009f010000450a0000fe0b00005c0200008a010000970100009e0900005901000052060000900a00003107000055030000e6090000c90c00005704000042050000330b0000420200002d0700006a010000bc00000063010000e80900000f08000084010000be0500008c050000aa0200007d040000600b000057080000f8080000c60700007e0400001f0300002f010000cb0800000a0a0000a3060000420c0000e10200004502000067050000ad070000660b0000c6050000c4020000ed08000016010000d8000000be050000dd0700007c0200008a050000da02000054080000f303000022080000b70a0000ff0b0000d5070000,1785,1,2,-2
2,050a0000f302000025070000e506000049030000d6050000000d0000290800000b00000042040000d30000000a020000a60b0000980c0000640500000d050000860b00009a060000d7040000ef0a0000ba0a0000df0c0000400a0000300c0000c00c0000f4030000c40b0000c804000022020000ca0400003f0c0000b5030000680900000b0b0000f5010000e90500007f090000050a0000450000008f070000b9050000320300000805000028000000cf070000c6030000a00a0000a30a00003c0b000046080000e5040000310600005309000052040000c3090000a0050000430b0000040a00003f080000f3030000fc0c0000960b0000f70400006f0a0000,1849,0,6,-2
3,7c080000120000001e04000026020000f30a00009d0800007e040000790c000049080000a90c00005c070000260a00004c070000770300001c050000930200006d020000320b0000180500007d0a0000ba030000a5060000a30c000074080000e90800005a0c00007e0c0000810400005b09000091020000e40b00004203000059010000d30300003e01000006020000730b0000060b00008b0b0000ff060000320a0000510c0000f90700009a0a0000320c0000840500008000000039010000fe070000a7090000110500002d060000690800001d0c00005a080000b7020000dd010000a60b0000d20b0000a70700003e000000fe0b0000e9060000550b0000,2279,1,5,-1
4,910c0000fc03000001000000d2000000410400009c0a00005303000045000000010000001f030000180800009101000036070000fb0a00002f090000c5000000270000001a03000065050000930c0000020700000e090000ff0c000034080000720600006b040000800700005303000000030000750c000039070000510800002c050000e9040000a0000000230400009f030000b00b0000590c0000d70300008e0600003e0500002e000000a00200000c020000940c0000220100007e030000d7010000db080000f40a0000a40c00008a060000940000006109000061050000b70400000e0400006f0b00000a04000058070000310c0000420200000c060000,1995,0,4,4
5,71080000930c00002c0500003d01000084080000290500001b070000e802000032050000d70b00005a0b00006609000013050000cb0b0000ba040000cf030000c0000000ee0600008a070000f1030000c7020000e40a00000b0800003f0b000000040000c70c00000e04000076040000540b0000ec040000f00a00007208000081050000d1050000a10b00005b0100007a03000013060000230900005c090000120a00000d040000d60a00009b0600004f080000dc010000f002000052090000140100000201000097060000fa0a00004a070000bb0c000033090000f2090000d60600006c0600009e0700004b050000c20c000094080000a0000000e9060000,1326,0,7,1
6,b30a0000670500003a0a0000220500003309000065080000540c0000ae040000c4090000c10c00008b070000f2060000b90500002d020000f6070000f5050000940500008a090000410400000601000002030000d604000089050000c60b00008e04000056080000950700008509000084050000130b00000b010000cb0c00007c0a00007f050000be010000b703000025060000f4000000040400002f0200004e0900003e00000010060000fe080000fc0500003f0200009d040000f0070000e5040000610c0000350400008b030000f20b0000c8010000780a0000030a0000e90900001e010000fe0c0000b1040000e60c000092050000ce0400005d030000,1045,0,7,-1
7,b30a0000a7090000310800000a0500008c0b0000840a0000d505000070060000120b00001c0300007d040000ed0100004d080000b204000093050000b90a000092080000ae050000370a00003e0700005a0b000007040000f9000000eb040000110b0000a3070000d80c00006803000084000000b0010000530c000094090000330b0000e9020000540600009b0b0000af03000068010000680300006c080000d90b000089080000db090000e307000005080000590300005501000009050000ee09000099060000a00c00008e06000074020000e8090000f40900009608000051050000a3050000090c000054090000e4080000d30600002906000039020000,2521,1,6,-3
8,310500007a0000008807000074050000df090000a20000001b090000010300005a0b000058050000e30b00000e0a0000f10a00005a0100005f0200007704000036090000a8070000fa0700009e050000c80800003a0300005806000009000000f30600006003000063030000bb030000a70700009d0c0000f8080000320a0000eb030000690100005b080000dd06000033000000b0050000d90a0000c6090000a70b000081040000370400006a0400009a0500001f0a00004b010000160a0000c908000087010000db0a0000b10c0000da0400005c0100007b040000d0070000060400003302000088040000e1090000e90800003503000008060000b6030000,1904,0,0,2
9,e80800005f0c000061050000ce08000048080000ae060000300200009c080000cd010000b2070000d50a0000c0070000fe070000ef0500002d050000ab0400008c0200006800000008000000ae040000340c0000a90c0000ca0400004b0b0000780c0000f0000000500b00003107000036000000cd0800009d010000190100005a0c00007c040000ce050000af030000540400009d0300006f020000470c000004070000590400008a030000fc0500001d000000aa0100002204000022020000b2070000160100000c040000670900002c000000500a000005080000820600005b000000bd0200004b0a0000ad0b0000bb0c00004c0c0000830a0000f0090000,3185,1,3,1
10,67050000b60c0000310900003f090000f3060000fe0900006b060000ac05000015060000d805000032010000d505000041010000da0b0000fb010000e10000003006000047050000020800008f0400008c0800000e020000ff0a0000420600004c0b000059010000f50200004c02000099030000920000003f0b000009080000670a00000a0400004203000092080000310900007709000028010000770900008b0b0000170100001d040000f8040000130c0000b40c00002d030000bf030000d60a00003e0b0000bd000000bf0c00009c050000a9010000040400005d0900000b0b00005c0600008a070000d00600002c030000e003000088030000a4030000,2733,0,5,1
11,0d010000fc0200006d0100008e0900009a0100002f0800003c080000a00b00007206000071030000cc06000061030000ce0200009f050000180b0000340100005f070000aa080000550900002d00000039020000140a00000a0600000a080000cf020000a70200008a0200002f0100006c0c0000d40b000013000000a7060000fc070000b7060000860a0000e5070000640500000c0100000d030000070800005005000031000000a00c0000b20900009a0c000025040000ed070000f20100006c0300002509000019010000b2020000d60700005d090000fc00000087030000350c00001b09000073080000cd0c00002803000061020000fc0c000071000000,2329,0,1,-1
12,9b0c0000b5090000df0a0000f40b0000c606000099020000590b0000320800007f0a0000d30c00003501000030060000c50900001b0a0000c90a0000df09000069030000f8040000860700007b070000790500000d0300003d0000001b070000fc090000ed060000bb050000c1060000240000007f0900004f0000001f0800004f0700009f030000890700001e0b0000bb000000770100005f0b0000d706000077090000530400006e010000fc010000dc0000005d0a000067030000ca080000dd0b0000bc0b00006303000084060000900600002c0a000026030000c2050000650300005b080000df0c0000820300004a060000a60000000003000052040000,1653,1,5,2
13,3b0b00007e0900001b000000ce0b000005050000020700003a03000097060000b30300005b0b0000e90a0000580400001c0200009e020000b305000082000000360a0000400500008a090000ba0500002f050000190b0000d60800004002000016030000970c000076020000230800004700000003010000720b0000e808000062070000580a00002c0b00002a0b00006c090000830a0000210500008f0c0000d5010000720c0000a40100002f0800008d0c0000f80c00001a0c00003e000000510800001a0700002d0a00003c000000d90200008f0700006f0600000b040000450900008f070000f9050000a80c0000e8000000a20a0000b901000098070000,569,0,0,-3
14,d206000083040000b6090000be010000de0c00007d0c0000cc0b000005010000b10800003a000000a104000079030000f3040000d802000052040000c9000000410000002c0b0000a103000054090000e60600004d070000e2030000cc050000d5090000aa030000de0700002c0300000f01000008030000f5020000ee0c00006a010000570400006d0700002d070000fd020000ea00000030040000c6020000530000000e090000f6050000bb03000039020000560c00003f0a0000190900004c06000047070000020900001d0600001e010000a00000000000000028060000590a0000a2040000780a0000c5070000a3000000d30400002a030000ba050000,1208,0,2,3
15,c00c000014060000f2060000ac0c0000f7080000b0040000160a0000f10c0000310a0000270b000012060000a70a0000b3070000000b0000280300000a0a000079070000eb0a0000cd060000150600008a0800006403000021070000a90c00005d0b0000b103000029010000ee0600009d030000cd040000fd0200002d060000210300001b020000d30b00008901000067030000a3040000410600009a0b000001070000240b0000c3090000da030000a30700004204000029010000b50700009e0b00006b0c0000d508000075010000a8030000b30a00006e0400005e0b00002208000011070000680300002b01000093080000200c0000130a00006a050000,1596,0,6,-1
16,d507000081080000b7070000ea0a00005a080000690000001a080000b8030000b3020000090300002d060000330100007f0a0000b10c0000930500008a0200005e050000330300007505000088020000d60c00006c06000078030000bb0c000049020000a00a0000f000000024010000f20500006d030000f50300000f000000aa0000007d02000012020000d0060000b50c0000880c00008b07000047040000f307000090040000a8040000d5040000000a000081050000c40b00009d08000011030000e30b00005d0a000076010000ff070000100000008e0200001a030000c205000053060000700a000029050000d901000026040000c30b0000ea0a0000,2242,1,7,-2
17,66050000800a00008d080000f50100006e080000f307000033090000f40b00009b05000017060000de080000990900009f040000b90300001b0b00009d000000000c000044060000ae050000fa080000760900002703000047010000150b00005d050000d50200003d0c0000ac070000b30800008507000077030000d40000008e0c0000510a0000f40700005e0100005403000079090000850c0000eb000000750800002f09000029010000ca000000c50100006b000000430900008c040000ef0600008c010000f6050000b108000081010000920100002d0a0000270b000038070000c40a0000220900000509000052050000be040000de0c000033040000,969,1,0,2
