trial,a_hex,b,m,alpha,e
0,100b0000f3050000920b000010070000a9060000e10c0000bb010000aa0a000038050000470a00004d070000e4040000b00500007b0000001f060000b902000043090000e50c000066030000b50b0000c204000000080000a7060000e809000024030000600c0000740c0000940600004f0900005e0600007905000007070000,2336,1,6,-4
1,26080000a008000003040000e6000000bb070000f7070000c40c0000c407000036050000ed030000ce0900004a0800008d090000ae0c0000b8070000a6000000bd090000520300001701000092030000bd0000007b0a000005050000f507000037050000050c0000c60b00000e0a0000b9040000f00200008e0100003c020000,1784,0,2,1
2,f70b0000390b0000c70000009c0800003b0300002a0200001c0a0000a10900002f020000470300002b0100003d0200006f0a000054080000c406000062010000b60c0000e8000000560c000014070000870600009f020000c20a00003a0700006e050000de0400007c060000dc00000004090000960200000d030000fc0c0000,434,0,6,1
3,75010000c30a00008308000099000000f00200002c0900008d0b0000320c0000a50c0000230400003a050000ba0600006302000093060000300b0000960500000a0a0000190c00002a0200007507000045000000100b0000320a0000a60000006c050000970c000030040000f60b0000fb0500000e08000095040000ee010000,784,1,5,-1
4,f9000000c0040000fb010000190c0000c6040000b40100007e030000d2060000d80b00006b050000030400007c0100008d04000081010000f80a00002b040000740400005e060000fc060000080b0000370400002f030000c00800003e020000a4050000620100002d0b0000c60900005d0800001e0a00006707000000050000,2338,0,4,-3
5,95060000640400009a070000bb09000089050000f70b00003a030000d3050000940a0000ed0c00007407000091040000830a000044020000c7050000b1040000d60a00003a040000980c000046020000d7090000d10b0000c2060000c5020000ad09000063040000aa0200003d0b00002e010000d6050000af080000810c0000,1770,0,7,1
6,ba040000610a0000390b00001100000093080000b5070000e10a000009050000e70300003a0100004e0600007c03000049000000e90c0000c40b0000a20800006f0a00001e0a00002e02000091030000db090000c60700001d070000e80a00001f0100004e0a000071080000b6050000dd0c0000250200005700000067020000,1171,1,7,1
7,980600002e020000f60c0000f3010000d4090000ed090000e503000060090000ee0300002f03000046020000f407000036070000cf090000b3030000590300004b000000f6090000fd0900008e010000d9090000660c00009503000073050000cf0b000068030000ed0b0000ce000000f9030000f70300003e000000b50b0000,3017,1,6,2
8,a2000000c7070000c104000008070000cc0a0000a0080000620200000707000077000000a2080000a4080000910c00003a030000fa0c0000ea090000bc000000690a0000040900004f030000f2060000640b00007800000046010000580c000014080000bf04000007080000d809000072060000ad0700000a090000ff050000,2424,0,0,-2
9,430600002c0800003e0c0000cf0500004d0500004f0700001c05000060080000d3010000090a0000d00100002e07000059010000d8020000dc0b000096050000360300000d080000a4070000b1040000f1090000db04000045050000760700003d050000cc0400009f0b00008b0100001c0a00000b04000024060000830a0000,1616,1,3,-1
