trial,a_hex,b,m,alpha,e
0,76090000bf090000bd0700001809000040050000cc06000004020000a20100002e040000050200004b030000ea070000ef000000d10300006e0c0000df070000,2197,1,6,1
1,310200007c040000c00a00001f040000c00500009e0300006b05000004020000eb0b000046020000390600005304000078080000890800001b040000d3010000,568,0,2,0
2,2e0a0000f90c0000e307000094020000cd010000400300006e030000330c0000010c00008e0b00001c0500008c0000002a03000027040000790a000023080000,1085,0,6,-3
3,240c0000650c0000dc080000af040000a80c0000c00700005d040000360400001c01000074090000e40a000068090000a208000096030000c302000027010000,2401,1,5,3
4,3e0a000040030000bb0b0000650100002e09000091080000500900001d0000003f080000070a000096030000f4080000a80c00000801000041030000e4010000,1275,1,4,-4
5,aa060000cd0b000058070000bb090000a2020000d20300001b0a0000ad0b000088080000020a000056020000fd0000002e000000db0c00005106000030010000,3310,1,7,-5
6,060c0000e70a0000e10b000030020000250500003c01000020090000180300007e0200002004000007090000fa0b0000f50b00003d0100007b020000bd070000,3001,1,7,-5
7,7f080000da030000b0090000b8060000c30c0000470c00005d0a000034020000670c00003a0300007e050000df0300005c0500002904000007050000b40a0000,2518,1,6,0
8,ac020000870800002f0300003b070000f108000078010000ce010000f6010000680c000043000000ff080000bc04000062010000b2000000ee090000f4000000,662,0,0,-1
9,35050000c00b00001802000054070000db06000005020000e40100006b020000ac0800006c03000001030000450a000012090000360c00007102000052030000,2471,1,3,5
10,540100001d070000d6060000d80900002202000031090000ba0300000f0b00001b0c0000fb010000320300002b020000280a0000080c000066020000fa000000,224,0,5,5
11,2d090000fe02000020090000a9060000a0070000550c0000ac080000c9070000a90200007f070000830800005a080000ac0500004a090000ee0b00002f070000,138,0,1,3
12,fa080000240a0000f00600007d0a0000e5040000630c0000b201000031020000c90900009101000015080000360400009d050000710400009702000008010000,415,0,5,-3
13,5a06000030080000e8050000eb05000096010000210b000030010000d60c000009040000d2070000c1080000180400008b090000dc0a00003b0b0000b6040000,975,0,0,0
14,b604000017090000720200003d020000b8060000bf000000e9010000c70900006e0b0000d9040000b8020000640200009c02000009080000ca0b00000e000000,2797,1,2,0
15,5a090000a6030000b0030000ac090000fc0b0000cf0a00000b070000c9010000920700004100000097070000cc060000e90300005403000082020000f4040000,1254,1,6,3
16,740b000038020000f00b0000da030000c9030000450c00006c050000580c0000bd07000066050000f20b0000e2010000480c000011000000a00300006d0c0000,1386,0,7,3
17,aa0000007d06000080030000a9020000fa040000ac040000820c000012090000570000009d0c0000f2050000d70700004f020000980300002f0a0000e3020000,1658,0,0,1
18,d503000066050000860200002c0400009a0a00009c060000660900000503000083000000ef020000c50a0000650a00009e0600009a0c00003a0100005f020000,1217,1,5,-2
19,560700000a0100008a030000170b0000af01000016060000fc0b0000c302000080000000470c00004f0900006d0c000028090000e5040000970b000037010000,3077,1,6,3
20,200a0000130a0000c70800006a080000f8080000e7040000440a0000bf0a0000e602000072010000ae0a000048000000cc0900005c0400006606000027050000,2710,1,2,-6
21,3c080000db0800004209000072040000de060000fe000000b90100002209000040030000020200002c0c0000f000000060010000b00200000008000081020000,1926,1,7,-3
22,100a0000f008000068040000b50800000b0c00007f01000073040000000c0000bf0500003b0b00004f00000086080000fc0b0000af030000560400004b030000,1753,1,0,-7
23,d80700004c0a000016040000fa0300002f060000560a0000930600004a070000c306000035070000d3010000f10c0000af040000fc0200007f000000c3080000,2089,0,0,5
24,e1090000d602000095020000d20a0000880300009c07000012000000b709000058090000270600009e0300003f0500007e07000073020000020300002f060000,677,0,1,-4
25,1a0600006d010000240800008d000000100c00009f020000bf0400009802000067020000d4010000be0000003e0c000048010000750800009f060000640b0000,313,0,6,4
26,cb0800001f060000b4060000b0030000560b00000b0a000033030000ca0a0000d2050000f60100005f030000f7060000d204000049040000990b0000020b0000,2115,1,6,-4
27,7e0b0000040000004f0c00002d020000e706000074000000d90a0000c6090000360a0000810400004a080000e20600005c07000025080000f50a00000c050000,272,0,6,-1
28,210c00005b0200004c000000ea06000033030000e7090000ca0500004c0c00002d0a0000250000001003000069090000ae0c0000e0090000250c000041040000,3260,0,7,7
29,f8040000160c0000930200000508000056060000a90500004c050000f30b00009a0a0000d80100004c0800005b090000840500002a040000a0090000cd040000,757,1,3,0
30,f3010000900a00003b0400001b0900004f0b00007b000000ef010000230b0000d30500006d090000a2050000c30700003d000000b100000052090000b9070000,1435,1,5,-2
31,cd090000410600009f0000009c01000058040000710a0000dd080000e40900004b0c0000450b0000ef0c00000c050000dc050000da0500002b000000fe060000,1126,1,3,0
32,bf000000980500009f060000ab020000c50800009f030000470300009c040000970100005d030000f600000009060000bd0a00004b0a0000a0020000810c0000,23,1,2,-5
33,860b000077080000f30a0000f70200005c020000340b0000fd020000dc070000c70a000051030000750300002e0a000023030000420300005006000022060000,956,0,1,-4
34,6a00000054030000040c0000ed0b0000ce09000052050000f20b00000c0c0000d10600001d0600006600000039070000950b00005b0000006a0c00006a060000,3085,1,5,0
35,19050000b90500003e0300001200000074080000d50a0000b903000037060000d7040000b1060000090000006e08000092030000ae080000040c0000e4080000,1559,1,3,-1
36,120a00008209000046020000aa00000065050000ea040000b4040000f4050000df0c00002c020000d00600009a03000011090000fa0800009f0a00008c040000,1797,0,3,0
37,ca040000fb050000e7090000ed070000930000007f0500006e0200003d0c0000330600004c010000f307000081010000800c0000a20b0000330a00009f050000,787,0,4,0
38,ca060000140a0000da0400001a030000820300004e0b000046040000c7070000560b00008c0600006b040000fc0c0000970b0000140c00007506000032070000,2358,1,7,-3
39,e6050000d0060000a706000078040000fc05000014060000780b0000db0c000057060000b109000028050000c60100000b080000a10400004d020000eb040000,630,0,3,0
40,e00600007a010000c20c000085090000270a000007030000740c0000a502000001010000e00a0000bd0100003f0900008b0300007a090000c603000055020000,507,1,6,0
41,7f0a0000ea090000fb0500007e04000059000000fa0b0000c5000000000c000084060000d60b0000180b0000110000000b020000df030000f10b000075050000,3247,0,3,1
42,f00800005e05000017020000bd01000065020000080c00006607000090030000ce060000ee0200002c09000048050000d9010000a90c0000fa0000004a010000,983,0,7,0
43,80080000210100000e090000a30c0000e60c0000710600006f010000e10c0000d10c00003900000050030000200b000046060000f402000062050000c6000000,1212,1,4,-1
44,b0070000cb0100003a070000cb0c00006900000091030000810600000f0300009b030000a3050000cf040000400a0000c6070000ff070000470b0000f5040000,356,0,0,-9
45,620400000c0900003a0300002d08000009090000ee05000006070000050b0000c506000041080000eb000000110c000007080000bb09000076080000d8030000,546,1,2,-6
46,570000005e050000790700002e0900006d090000be04000044050000450c000007010000ba09000033070000a2090000c90700003f040000cb02000015060000,660,0,3,-1
47,47080000580c00004b09000082080000c7090000100c00008e050000ce0a0000b7020000060a0000b30c0000180200007f0b0000d80000006c070000ea060000,1820,0,3,1
48,8e050000310a0000fb0000002e0100007301000036030000c00a0000da070000ce0b0000d009000021050000f70900005d04000068020000f600000090090000,3285,1,1,-4
49,ca0a0000eb06000034040000560800009c0400001c030000950400003c080000680100005b0900008e0c00000d0a00007e0a0000780500006e0800007f030000,2032,1,4,0
50,ea0b0000bd0400003d0000003b0a00006e050000530b000023060000e90b0000a2080000930a00008e010000ab0b0000b80c0000f20c00007802000064070000,931,0,1,-2
51,f4070000de000000800b0000c1010000ef0a00005808000045020000ac010000da030000dc080000d7030000e50c0000970400001d030000400500008e050000,1609,1,7,-6
52,7f030000d30b0000a100000065060000f90300006c080000f7070000b20800009a030000ed090000e9050000fe05000010070000ac0900002d0400003f020000,361,0,6,0
53,16060000c2090000d6020000fc090000a3070000cb050000bf0b0000850c0000c7050000b90000008d070000760b0000370800009c000000190200007b0a0000,502,0,0,-1
54,5d05000031090000be05000060090000080a000095080000dc0a0000510c00001a050000640a0000010b000007010000e1080000e20900004e0a000053030000,1215,0,6,1
55,c201000085010000bf0400006a0c0000970800000b070000c50000002f060000fa070000310a0000fe020000f20c0000100c0000fe00000023030000be0b0000,355,1,4,2
56,740b00006a0c0000e00500005d060000180900002f080000360000006b070000790b0000740a0000db0b000084030000020300001b0500000c09000062090000,262,0,7,-4
57,4b060000b60100004700000088070000a00600009d0800006a0c0000d20b00006d0c00005c0b000059040000a8000000f204000004080000570c0000c2010000,319,0,6,-1
58,f6080000f9000000150b00002c0500000a090000e20b0000920800002d030000b0070000c9010000d90c00009f000000a70400000f090000e70a000074060000,2641,0,6,0
59,bc0900007104000045040000b80b00003c0800003d0a0000820c0000ab000000550100009d0100002e050000a008000005000000d40a0000820600006f050000,1996,1,6,1
60,c50b00007e02000085000000c2030000bf09000082030000cf0a0000ec0000001100000097050000230800003901000013010000040300008209000057000000,1290,0,5,-2
61,e20100001a0100003f01000079000000bb020000fe060000370a00008505000003000000240c000007000000bf0c00000e020000d30b000039060000d3060000,51,1,7,9
62,050900009f0200008d0a0000d70a0000df0900005c040000b2050000950c000050000000a5050000ca0200008d080000020900007e010000600b0000440b0000,1622,1,7,3
63,ae010000f00100001b06000018090000440c0000930900008a0400004204000025080000fc0000005b0000007a060000b50c0000bb02000047070000ce080000,202,0,3,1
