trial,a_hex,b,m,alpha,e
0,b8020000550b0000d8040000d90300006c090000d7060000c30300002e010000fd0c00006e000000fe0900008c06000021080000c6000000b50b000077030000200c000042020000d40300001f03000084060000c20700008d0500001f050000ad00000097050000e1080000a60600000804000075010000ab0c0000ca090000,920,0,6,-1
1,aa060000b7020000a30200004c0c0000910a0000d70600003709000000050000ec090000350a00004d0600004e00000039080000e9030000400100005002000066090000ae0700005f0000001a010000c3060000ea01000040050000e00b00000c060000e3070000d3010000550500009c0a00003100000096020000860a0000,3161,1,2,1
2,d504000058090000860a0000f40700001a0800001a090000d70c00009b0000007e000000330a0000f30c0000ae0700003b030000ae0a0000cc050000e60b0000d10500001d010000d301000066080000fc090000db0000007f0b0000b7030000de0b000063090000490900007e0a0000b0040000dd0c00001a080000bc0c0000,2906,0,6,0
3,780b00001f0800001a0a000098000000900200001e000000440300001c060000fa050000a0020000580a0000a7080000e906000017010000cb0800005d0b0000e9020000fa0a0000eb030000f2060000f60400004a000000480b000081050000b0030000440c0000820c0000cb0900002c0400004f030000400c0000b3030000,2462,0,5,-2
4,2a0b00000f0b0000a70100004b0c0000110a0000b90400002d020000b3070000c409000017030000150a0000360000003f030000930100001a0800009205000047070000a20000001104000083060000040a000015060000ee0a0000ce0a0000f20b0000fb000000410a0000d605000037000000db060000290b000037070000,72,0,4,-2
5,3b000000b80500004e0b00008a0700007d050000e0040000ed0000004b0a0000980a0000680100000b0000007b0400003b0b00006b07000091040000e0000000df000000ab0c0000b1000000d80b0000d709000003050000b806000079070000500900004f07000040070000500200009b09000016080000fa020000f0020000,1699,0,7,2
6,8e050000ca0400005b050000040a0000940a000021030000360c00000d0000009d000000ff0100006b0300009a0a00002109000048090000690b0000860c0000080a0000df00000097040000af070000890300008e020000610a000033070000f50a0000ae02000075060000430c00002d0100000f0b0000b40900000b0a0000,2692,1,7,1
7,db020000e7020000750600005b0a0000cf0500002207000055060000860b00000a0b0000c8060000550000009706000026060000c40700001c0100000b0600004b0400001c040000a904000082050000710400000a050000ba070000a4080000df090000ad050000d0030000ff0700002a0a00006f02000003090000b8080000,2260,1,6,-2
8,bf0500009d0800009c060000150b0000d30300002f0b000000020000c80900007900000092040000900100005d0700009f020000a60b0000dd040000ef050000db0900006d0c0000bb07000020060000f4000000980c0000dc02000043080000b70a00008a030000110a00008c010000fc0500005f010000e6040000c0090000,574,0,0,4
9,9606000091050000720800007d05000011070000680600007d010000e805000008030000ec0b0000e30c00005806000048050000f50300009d090000b10b0000ff070000040300007b0c0000500a0000bf040000ed0300006a070000c40100007d00000069070000030900007d060000bc040000560700006b01000023000000,2051,1,3,1
10,db0100004e0900000d0a0000d30b000052020000ac030000d608000052040000ea080000880800009b080000440000004f00000000020000f9040000c20900007b0b0000a40b0000f1070000b20c00009c060000eb0a000098080000220a00005206000027040000800600002d050000310600001800000022020000ef010000,671,1,5,-1
11,8e0c0000c8000000460700001e0800005c0c00002e0c0000170300001505000021010000350700004f010000770200005700000091010000400000009b0900003d09000003050000d80400007202000030010000150800001a0c00000400000004050000d1080000800b0000fc0c0000930600001d050000650c000079030000,3023,1,1,-2
12,03010000c20c0000f90c00007b0600001e080000220b0000170a00001000000067040000e6010000f60b00007b070000d1050000b30c0000ce040000f2010000c40300008a0400008d070000010500008904000021060000d7050000ea020000680500003a050000c5070000d5030000e3000000d80800007b01000044030000,2338,0,5,-1
13,ca050000f6080000fb0100001b0300006f0c00004c0700001605000090030000c80700006a0900001a0c0000d8090000a7020000c00b000021020000e60b0000a80400005f060000460a00002f040000ae0c00008d010000c5060000120400004e0400002f0100000800000031090000f9030000be0b00008f02000051020000,379,1,0,0
14,5f0900000d05000085010000df090000a209000089020000460100000d0800000c08000004030000220b0000630a0000c602000087050000a9010000a00a00007f0900007f0600008f010000ee0c0000aa010000e101000021090000960c0000cb020000fe0b0000c9020000a4070000f50a0000c50c0000ca040000cd0b0000,2113,1,2,-3
15,6d0000005d080000d300000027060000e2050000ea070000570300000b040000b0080000220500002501000080080000770900000c0a0000f8080000fa080000f8090000330a0000cf0a0000af0b00009304000026070000fb070000cf08000045080000be0900003707000059050000b7090000d40a000014050000fe020000,2228,1,6,7
16,350a000034040000d4000000440200003a050000780b00002e0c0000560b0000e60c00004a06000079000000170400004e010000c90500009a030000c70c00006806000020080000070400003600000007020000430b0000b50c0000340c00000b0400002f030000c90a000017010000f205000046070000a402000032090000,2752,1,7,0
17,5e020000600c00004b0a00009e0b0000c104000030090000460500009c04000011010000a5040000fb0a00004702000069020000fd0000008f0b0000ca0700008004000089060000060900001f0500002d030000000d00001a0600003c0c0000e40c00002c01000043090000780300001807000027070000b20b0000c4090000,2792,1,0,3
18,1809000063090000940000004b0700008e090000580800000a0000007b0b0000f2030000380300001a0700001f0100007701000068000000a80c0000ba050000da0b0000bf000000980b00005a040000b7050000d90b0000bd070000b8050000550500000d040000e8070000a7080000eb000000e6070000730900002f0c0000,1951,1,5,-2
19,fd0000004c050000290a00005d050000350c00005505000004060000fc070000dd05000053050000100a0000a9040000ef0c0000df0700004d0c0000480b000003080000c800000084050000660100008b02000006020000f90c0000720c0000bf0400006706000029030000bd06000030080000470a0000f00c0000e1010000,1802,0,6,3
20,c302000074090000820500001206000086050000f10a00006c090000f1000000fa060000c4020000270c0000ac0b000029000000a3010000b804000078070000a9080000c404000053020000a4050000c903000084020000080c00009f010000af020000cd030000d20200002f0600006e060000d60800002a020000c00b0000,716,0,2,-2
21,b00a000074080000fa010000a5020000280b00008c070000f90b00007b0b00006708000044080000f8040000aa020000890a0000dc03000022000000b1010000440b0000b304000010050000cd080000e503000002020000070c0000e30a000053080000af060000a50a0000f30900000a0b0000e9070000070b0000cb0a0000,3292,1,7,3
22,6d0a000021060000d2030000c90c00001e0500000708000010050000b90200003a02000098030000a7000000df0100008a000000de0100009b010000f70600001a030000be010000470900007a0800005b080000a2090000150400001f0400008f0c00007406000094050000ba0b0000420c00005c080000dd09000008090000,2129,0,0,-1
23,fc0600001d050000ea0600000908000053070000cf060000e0020000810a0000bf0800000e0700008a0c0000ee030000290500004f070000be0c0000c604000050060000950c0000e80200008f070000830700005c0b0000090a0000d60400009000000011030000df000000e60100003f040000e6000000430200006f0a0000,587,1,0,3
24,ca0000002c060000a8010000f7000000530600006d0900009d050000c40600007a0800000a0c0000530c000031020000520b0000de04000021070000e70c0000e801000018070000340c00008003000040060000c0060000890600004a030000ed000000ba0000009b010000af0a0000f0060000fa010000220b000027080000,361,1,1,-1
25,d60a0000840b0000aa0600009007000014030000f40a00002e0800007b0600007c0b00007c090000f4050000f8060000ca0b000055020000300800001a02000041060000c1090000a10600002d070000190b0000ef020000e4070000c9020000bb0b0000530b000010090000930300006a0100007805000006090000610b0000,2866,0,6,-1
26,52020000a30a000097020000350c0000d000000045010000a8060000310100005d050000d801000057080000db0200000b0a00001d060000920800005f0c00001a000000c10b0000cc050000320b00003b0500003b0a0000320200008e0b000025090000490c0000a2020000b80b0000700b00008e040000690400008b040000,742,0,6,3
27,21040000af0c00006a0200000c030000f40b000013020000cc080000650a0000d2000000a4040000d60c0000060a0000c00b00000a0700003608000008040000ff0a000068020000c601000029020000d0070000180a00005901000073090000fa0800005c0a0000c3040000490c000012090000f50a00003504000042030000,305,1,6,3
28,bb050000f8070000cc02000056000000770500008a05000082050000860b00000a0500009c0400008b0000000b0a0000dc0a000012060000940b0000ca050000930b000074080000c4000000e40300005b09000030040000ef050000790c00004f0100007e04000033030000f4010000fd030000e90b0000c8010000e5080000,1374,0,7,-2
29,7f08000001020000ff090000e8070000c009000042070000c80b00000e08000042050000a1000000110a0000c60300007d0a0000b80900004a040000710b0000d20900002b0600002b080000ed090000590c0000d60100003308000087030000360c00003506000022060000a8050000340c0000fc030000fd02000068050000,1011,1,3,3
