trial,a_hex,b,m,alpha,e
0,45010000d30300005b070000c20800002902000021000000910900007f03000012050000d9050000ce040000ed0200006f020000310a0000540b0000f5020000,444,1,6,-1
1,47080000d70b00001e00000073010000ac000000250b0000370a0000980700002607000081060000bb0800003f0a000008010000ed010000c5000000de020000,1122,0,2,0
2,60010000de010000960200003a000000b60c0000a50800008507000003050000f5050000030c0000f90100009c0c000071000000c7060000ca02000006060000,2219,1,6,0
3,2b0b00001d070000f50700009f0c00006d0400002e090000320800002d0a0000b2090000e4040000000a000022010000bd010000e70100000f02000044080000,2283,0,5,-1
4,03020000430b0000420200002503000064080000010c000075090000c6060000e401000080050000410c00000a000000870c000064030000800b00007a0c0000,135,1,4,1
5,9a000000b1020000df010000b6020000ff010000ab0600002a080000210b00003d040000a50800005c050000ad0300002808000066050000a00400002a010000,1727,1,7,0
6,19050000960a0000ac030000970a00005f00000048070000db0100009d040000b30200000b0800009f0c0000c605000069040000fa0400009907000041070000,1091,1,7,-1
7,7c0400004305000035030000f60c0000a60400002d0c000015090000bf050000180500007d070000110c0000c8030000400a0000e000000001080000660c0000,3218,0,6,-2
8,e8080000c60400002f060000170a0000c70600006e010000fe06000097080000510c0000ff090000e3090000c2040000ee000000730a0000bd0900006a0c0000,2666,1,0,0
9,ab06000031030000530300007c0a00002b060000e7080000c90900000a0b00003c0100000f07000043030000c1050000bb060000170400009803000074020000,1375,0,3,-1
10,0b080000ca0200004b020000b70000002b02000084060000530c000086010000700a000061060000c30c00003b050000f1000000e2070000590800005e010000,2114,0,5,0
11,6e020000f30c0000a90400006b0400003b0a0000e60500004e020000ff080000de000000ce0700009d050000c20b000099090000ed0b00002301000043070000,1880,1,1,-2
12,f00c0000df02000056050000030c0000c5090000ec0c0000b40500000e090000080b00005e0300006105000060050000f3060000b10b0000b4020000eb0b0000,585,1,5,0
13,0d030000020a00008b050000360b00005d000000e10c0000c4010000b7040000df00000093050000c30600007f000000f207000092020000e1010000cd080000,3282,0,0,-1
14,fa000000eb0a0000b70c0000ab010000760b0000b5020000e00b0000730400003c0700004b09000060070000f40000003005000067030000490c000022080000,1781,1,2,-1
15,b90000005f0000004f080000360b00003c0200007b060000f709000092060000ea09000088080000140100007a020000450500007d0500005200000002030000,547,0,6,1
16,8b050000fa0a0000f400000007010000090900006802000041080000bd0b0000d2010000850c0000390c0000e300000030080000bb0a0000f005000025000000,2571,1,7,1
17,e20a00004a05000007010000260800005d060000050b0000ed0b00006d010000790c000099090000cd0100001208000041020000830700002b070000480a0000,3030,0,0,-2
18,42080000b2090000d50a00002a02000087080000e70c0000950c0000c5000000b302000078070000b4060000030100004b070000730c000093030000e0020000,793,1,5,2
19,35040000ea000000c8000000bb0a00007d0800007b0300000a030000b5020000e20a00001e0b00003a010000a7050000a30b0000b2030000510c0000b1040000,630,0,6,-1
20,310100006a0500009105000012090000b3050000dc0100000800000056040000910100008f050000c801000006000000ed08000025000000c40c000084070000,236,1,2,1
21,97040000cd020000f705000021090000c90c000052030000c004000065050000490500006c02000080080000de0900005f02000035010000610c000037020000,2859,1,7,3
22,280b000001090000d10600005e0000001b0a000072040000f2000000e2060000a80c0000c3030000ee050000f4020000e90500008d020000f40400004c050000,1177,1,0,0
