trial,a_hex,b,m,alpha,e
0,130c0000a3000000080900003d0c000067000000ca0800004c060000c201000024080000760c0000550600008d050000cb040000fc0000008f0200000e0c00005e0c0000ff030000a4030000da050000750000009d060000ea01000065020000930600008006000068000000fe080000250000003b05000058010000bf0400003a0c0000a901000068070000e80a000073070000270000007f090000590600008e090000a0040000130500001a0800006c08000002070000ec010000210c00007e0c0000210400004f0500008c0a0000210900000d0300001008000029090000fb0600000c0100002c0a000044070000560a0000900a0000ec01000055020000,553,0,6,-1
1,600c00001d0200008100000059000000850600004f0a00001d0b00000105000013020000740600002e0700007808000066030000230c0000e00b0000f9020000b1080000ac0200009a080000810c00008e0500003b07000050020000f6020000050600007e0100003b020000b10500003c050000260c00000a010000c301000053060000280700008d050000c60800005e0700008a070000930a00003e060000e00600003205000022070000c60500004d0600003a040000e30a00003a05000003090000b30b00005f030000c809000082010000430300006f080000e10c00001e0a000012090000760700001e030000c402000057090000590200007b0c0000,2606,1,2,-3
2,07010000750000003103000091020000360300007c0c0000480b0000e5040000b00a0000a8010000250600008606000041090000e40b0000590300008d0600004f0c0000ae000000890b0000ba020000160c0000720000004a000000f40300003b0b00000d000000ee05000078050000cb0a00003f080000da0000004f0500008104000088020000340a00007403000074050000b70600007f0200004d060000ba040000c90b00006d01000074060000820c0000aa0b00004505000087060000350c0000e3060000d9060000f60c00002e0c000059060000a408000073030000a003000046080000330b00003b0900004a0a0000040200001e050000e9080000,2296,0,6,5
3,98020000e0090000560a00008000000053060000ee0900006a0400005504000088020000010c00008a08000047000000880a000074040000fa0c000010070000ed080000a70500005f0400004b0c0000030a0000f90400002b000000e4070000ed0600009f050000bd0a0000080b0000b208000095060000d70c0000b509000026010000a7000000330b0000d50800004f030000ea0b00003c0700006f030000d20000002d08000027030000620b0000fc000000ba020000a508000098080000ba090000a5050000c1090000e90b000088080000db07000038040000c90600004e09000093060000f9070000a302000035050000990300007b000000410c0000,354,1,5,1
4,1a07000003040000a70800001e080000dc0000001b0c0000770800007d07000057060000d703000026080000770100002a030000e1040000000c00009f08000039070000980100004e0400004d00000083010000550c0000f50c0000790a0000d20b00009b07000001030000710300001f0900007a03000013080000140a0000e3060000e00c0000ef0000009e0b0000820b0000ed0700001007000007070000c8010000470a0000fc070000b30600008b030000be040000ef0400001c00000015020000ba070000be0c00008903000086000000b602000097040000bf0a00001b0800001f0600006f010000f90900009b08000032040000b909000080020000,2052,0,4,0
5,e50a00008a0b00007a030000a5070000cd0c0000f60200003d07000029090000ca060000a30400009e030000d0090000ae0700003701000016000000e0000000510200004e04000042010000e20900002904000030050000c9030000fc0700000107000094050000b7030000870a00004d03000043020000f90a00001702000042070000dc000000e60400009603000011010000b5040000280c0000b90900003e000000ce060000aa0a000053050000c60100002d080000e90500008d0c0000f1040000fb050000930c000082000000280600009204000093000000350200007107000027010000f90c0000af03000090050000920c000044040000e3050000,1846,1,7,2
6,50030000ba090000a90000009a040000cf0700005e0800002500000001000000a2070000bd08000040050000a0070000c8020000ac070000f30b0000a6070000590600009407000068050000d40b000075090000c20200001808000023090000c700000084070000d80100002d0900002201000034030000d209000050020000b20a0000950200004a0500002901000070050000f1030000280b0000c20c00006a0a0000560b0000d6090000fc060000c50200000a070000c00c0000be020000e60c00003d0200002a0300006e0c0000e204000017080000d2020000b30200003d0c000033050000800400009302000022060000710b00008600000002030000,394,0,7,3
7,250a000066060000370a0000f00a00002b0c0000d70c000019060000790b0000b402000012040000d40300005702000014080000d706000014070000b00b0000bd010000500a0000780100005b0600007a050000400c0000510a0000ef0800001505000030070000ba0100004b030000710b0000c7030000910600001d050000e4030000d2050000c809000097050000b70000001a000000700a0000b30500002c0100003b000000220900001506000028050000ee0c00005600000076020000800a00005d0a0000d0080000f5080000550400003f0900006b050000aa090000a4020000720800002b040000f80000000b0200003303000003090000f60a0000,269,1,6,-3
8,380c00008b0600008f0000001f0b0000e30c00007e050000b8050000da060000040b0000a9080000d704000008010000dd090000fd0a0000580b0000c3080000e20b0000cf01000060050000710c0000610b00005c000000bb0b00005c0c0000150400002e070000790b00007b0a0000cf0c0000e00200008e060000a6050000ba0300002f030000c0080000870300008f060000fb0000006501000030000000b60400001401000020030000e8050000d0000000220a0000a9090000090800007e02000026080000aa030000a3080000e20400006e000000c90a000081030000c4020000400a0000bb0a0000c808000020090000f3070000b4080000df090000,754,0,0,-1
9,1f080000c308000099020000bc000000460b0000ac0500008b09000029070000d1000000b60400005d060000a9090000940b00000e040000130b0000d10900008e0900004f0700007f0800006f0a00008f0000009301000028000000e60200002e02000032070000cd0c000020050000b406000065060000ae000000a603000020060000040900003d04000022030000ac0b0000f000000069040000fa080000c30000008906000010070000600b000067080000650a0000080000005e030000c5080000a6020000f907000066020000400200001b020000b0010000a60a00006c040000f5040000b50c0000f7010000e704000087020000f60c0000d9050000,2361,1,3,3
