trial,a_hex,b,m,alpha,e
0,c30200006e03000070070000be03000028000000dd0100001c020000590c0000ea05000051000000c5020000e2090000f8030000ad0a00006b0b0000ba0c0000f3080000100c0000ae0700005f0a00003d020000f5030000b3010000ad090000510a0000de0000007207000083010000e30a00003e080000aa070000940b0000,297,1,6,-2
1,ca080000760300003d010000160b0000c104000083030000030400005a0400004b0c00007c0900003a000000bc0c00006901000006040000ef0b0000d6050000fc0c0000e7010000a30300005a040000e8040000030800004a0000008c030000ef0700005001000012050000650c00005d0700006e090000350200000a070000,1710,0,2,-1
2,f9040000e0070000ae07000023050000e501000007080000fd000000220600007d0b000087010000a40a0000d50800003f08000098010000e302000071000000e0000000fc04000053050000af01000098070000f00a00000b09000068020000f00a0000c60c000001080000260400005b0a00000b0c0000f1090000a20c0000,469,1,6,3
3,d30b00006c0000001b030000ff0700007f020000e60b000070050000270100004d02000095050000b9060000240100004a060000070a00008a030000d30300002c0b000054020000ad0700009e08000052080000740a000076000000dd040000fc020000ad0500006a050000ba0c0000ae0b0000ee0c0000f5060000290a0000,1172,0,5,1
4,0e04000014090000650100005a050000be0800001e030000a3020000f7050000fa060000670000003a010000d40b00004c000000cd0300006a070000ca0100008e070000df010000980000001202000079020000f5090000bb0500008f05000020080000ff090000db0500003205000016010000030000001d0b00002d080000,1253,0,4,1
5,0d09000014030000dd060000de0a000093040000ae020000c1060000e3040000880700002b0a00006d0000003d0a0000430c0000d90c0000dc0a0000750400002d020000b90b00000c0c0000320500004b0a00008c0b0000c60300000e010000b007000077030000540700007e0b00008f050000f5090000df050000a3000000,1317,0,7,-4
6,4102000098040000f1070000bc080000180500004a0200004f0b0000240500004f0800008e09000019000000b6010000ec0400005e070000990a000024060000b307000066070000b2050000d60a000049000000160500008e0000001e0b00002f090000db070000cf0400006001000028080000f6090000e80c00000a080000,910,1,7,3
7,5c0400002d02000020020000cb0b00009a0c0000f30400008203000013050000a3090000de030000360b000062060000f2090000d309000034050000ac060000fd07000034060000c5020000c1010000030900003506000046020000ce070000cb0700004308000072070000af0a000045040000c70a0000b002000014080000,1500,1,6,1
8,5c050000d40500004c0100000305000092090000a10000002d000000f303000066020000f9030000cf0b0000950a00007c080000d10b00009c0a0000980900001f0200006f070000630a0000570000008a030000530200001a0700006e080000250400009d070000d20c0000a306000062060000df06000098030000af080000,905,1,0,2
9,96010000b1010000800b00006c010000330200005b0c0000ac0c0000aa0c000062090000cc080000fe0a0000090500002009000074090000540c0000020b0000c7080000db070000dd0700001d0a00003f000000b50900002d01000090030000be01000051090000e7080000b7000000e9060000fe0800007d0100009a030000,3041,1,3,2
10,ce0b00009e0b0000c00800002d0a0000bb0c0000490b00009e030000ff050000e80c0000610b00006902000001090000ee08000078080000680000001401000076030000e605000074090000790c00007c07000036010000160300006003000074060000360700007b0c000090000000f907000023010000650b000011000000,3212,1,5,0
11,23030000dc0b00001b0c000086010000cd070000c00100009c000000b9050000320c00004b0c0000cf030000540300007d0300002f000000e3090000e30b0000f3020000200000005b010000fb070000a90c0000e7050000810b0000d7060000c304000037020000fa080000a20c00005603000016060000600c0000b60a0000,2692,0,1,0
12,950100007a010000f0090000fd050000f80100003d090000ac060000e709000071000000590a00006e000000b90100005a0700006000000015010000950a0000a3070000a304000098050000ad0a000081070000d4020000e80b0000710b0000c20a000074000000fb080000c6090000ce090000d9050000f904000096080000,2150,0,5,0
13,650a0000f7080000920b00009a0b0000c20a000047020000af0c0000530b00004404000090050000c10c0000540300005f0c0000910500008c020000d8070000770a0000df0c0000230a0000c4060000c1060000d70400004800000025060000bd0a0000d5040000a5000000c2060000d90300003f000000c20700005a070000,1682,1,0,-4
14,050b00007b0c00006b030000940b0000c30a0000ad000000810b0000920b00005d090000f1000000240a0000d209000065020000e206000056010000ea090000a7000000a60800008b0600007d080000400c0000d8050000610800006202000079060000be0500007a000000dc020000cb00000068030000b4060000360a0000,3279,1,2,-3
15,a10200005109000030000000030a00003d0c00003405000063030000fb030000530a000000040000cd0a0000870700008c0700008f0c0000580400008f070000df0800004107000052090000410b0000c00b0000a802000004020000d9020000730a0000980200003f060000a2010000340c0000a00c0000a20a000081050000,1826,1,6,4
16,96000000ce04000050060000fb0c00004c0000005b090000690b0000b6030000060600006e02000011050000ba0400007c070000c908000074000000fc06000030010000d90100008d000000d90a00004a0a0000570a000065040000e10600000d0c000030040000ee0b0000270b00003e0a0000d2090000da02000097040000,1279,0,7,-3
17,3d010000d400000065060000a2030000d7040000d10400000b010000b5040000cf0500000a000000da090000070b00001b060000a80100008c060000ae030000f204000069070000ff0500007205000052050000e3070000ce0900004c070000b0020000ca04000052090000e60800004d080000cb0b00006409000015030000,2875,1,0,-2
18,38010000de040000630b000019090000890a0000bf0a0000d8090000b6070000820200000b0a00009d04000087050000f60b00009c050000da0800004b0a00002a060000680c0000c60b000076080000450300000c0100009e0200003900000092020000db0a0000b90b00004d040000950c0000c40c000013010000a1060000,1072,1,5,1
