trial,a_hex,b,m,alpha,e
0,e70a00001c020000420000001b0b0000fc09000079000000f801000031060000670a000018040000c70600006e0000003300000055060000b1080000c70c0000,2612,0,6,5
1,dd0a0000830b00005a060000d3070000380100008e0c0000850b00007e0c0000a106000020020000b60a00009c000000720b00003d000000f0070000930c0000,486,1,2,1
2,7b030000130000008a070000ed0b00002a080000de0800003a04000069010000bd07000000030000950c0000fc0c0000c00a0000c103000044000000e40b0000,1781,0,6,2
3,5f030000d30b0000a3070000c60400005d0700005c030000be0b000034020000e4010000fe0600002e060000920800004c060000bb040000b3060000910c0000,3263,0,5,-3
4,8e0800009c03000084070000cc0300005a0c0000ce07000067080000870b00005103000053030000cc050000a3050000b80b0000cc010000dd010000ec0a0000,2509,1,4,-1
5,d4000000d4060000d6020000c5000000f70800006d080000bd0b0000dd050000e103000026000000440c00003d000000940900000d050000d8050000a00b0000,2762,0,7,0
6,8b00000032030000940a0000ec030000b30700003b0c0000840600006f03000018030000100000001c050000900000006e060000a6080000b80b0000810b0000,2648,1,7,3
7,7a05000082070000590b0000250700006a040000f8080000f6050000730200006008000096020000f3090000d402000002030000370c00002808000002060000,2507,0,6,-2
8,920000002f000000f000000075030000cc0b0000bb0800009207000067020000d6030000ef05000051050000ee04000012000000e20700004f02000088030000,3036,0,0,5
9,e90200001403000023000000740200001e0b0000810b00004a0a0000910c0000590900005c05000069030000fc060000f50b0000b9030000700400002d000000,852,0,3,1
10,24000000280b0000c205000069000000a9000000b20c0000c1030000e50500000a0a0000b0080000be0b0000440a0000170b00001c000000ed060000e9050000,125,1,5,-1
11,35020000ba000000910000004b09000064080000d20c0000660500009b0400001703000043090000b2080000bd06000019090000fd050000080a00008d070000,2239,1,1,0
12,96010000be050000e20a0000e903000041060000720200005a0700001f060000770400003902000091000000eb030000810600006c0100001509000061000000,718,1,5,2
13,fb0b0000cc0600004e0a00001403000016040000fd090000520c000034010000fc09000014040000e0000000990100004d020000d4080000110a00002c030000,802,0,0,-2
14,e30700003405000028030000e90a0000fc000000720a000016010000200400007a0500003e0500007907000073080000dd090000ff0b000095080000f9080000,3,1,2,3
15,ff060000b2060000540c00006f0b0000000c0000b1020000da0100003b01000012080000f2040000e90b00007c050000e6010000020b0000de0a00005d000000,2757,1,6,0
16,d20600004c0500006d04000018080000860c0000d6030000b60200008f080000d1010000bd060000f9060000a905000056090000a5030000e50500000c080000,2462,0,7,-2
17,94020000fc0c0000ac020000f8040000bd0c000088070000e5080000900a0000d3070000f3010000ee0200007e020000690400000a0b000058010000d4060000,2280,1,0,0
18,d807000059090000ae0800007b000000c7000000090000009c020000e1080000270a0000f50c0000610200006c0500008601000026090000f9020000900c0000,2190,1,5,-1
19,f7070000c20c00006b04000044000000b70500009d0a0000330c0000fe0c00004806000078040000450400005f080000fc080000a60a0000d10a00002b0a0000,2671,1,6,-2
20,c3040000530400006d020000bb09000088000000470000002407000060030000f60000006d0a00004d05000064070000f10400009b0b0000610a00006e020000,2602,1,2,-9
21,230b0000ac0800002605000062090000080c00002a0600001a060000b9050000920a0000dd0900007a0200005e080000aa090000ce0700002d070000be060000,97,1,7,-3
22,0f070000220b0000e60100006000000054000000bd090000ae020000880100008f02000076020000cc0700000b03000061030000f20400007e0500004b070000,2108,1,0,3
23,490a00008d050000460600008f0a0000210600005d050000160a0000c2090000fe080000e8020000120800007703000048050000990300001c030000f6050000,1428,1,0,3
24,2a090000bc040000bf070000790100008f0b00001c0300000e02000095000000170700004a060000a6030000750b0000620800009b080000820b0000310a0000,2429,0,1,-2
25,120c0000fc04000002060000ec090000b6090000140600008d0b0000210b00007b010000c6070000db0a0000ff0400007c020000570c0000a20b0000a10c0000,1288,1,6,1
26,b10a0000f60c00005f0600008501000030030000cd07000024060000b80a000079080000a6070000ca060000760a0000f40a0000bf0900005b0b000049050000,211,1,6,9
27,da0a00001b000000fa090000ae010000e20600007704000014010000a0070000e70600000e0700004e0200006d050000660000009d040000e204000000000000,975,1,6,-1
28,940c000045000000e40b00004b0a00004305000030080000090000001007000092060000600100008d020000ac060000cc070000f9070000c807000074090000,782,0,7,-3
29,a70c0000a007000041070000230a0000d6010000ce0200008f040000b7000000f7000000cc060000040b0000b00200003a010000cb0500000a090000550a0000,1622,0,3,6
30,e604000087020000c0050000a5080000b60c00009c050000530b0000cc0700005b0700001f020000c2000000370a0000f706000019010000f3090000d30a0000,1616,0,5,-1
31,9b020000780100007b0c0000850a0000b2040000c70a00008407000066060000f70800006c07000000000000270b0000c5090000aa0700007c0400005e0a0000,849,1,3,5
32,0200000063060000160a000015050000aa0a00009f06000045090000b10400007c0400006909000043030000a60a0000970b0000550000001b0700006d0c0000,3058,1,2,-1
33,9806000042020000bf0a000016070000c90a0000c0000000f7090000d60b000001050000a30500007a080000140000006d080000020300008e0600008d0b0000,1745,1,1,2
34,cd0900004d080000dc0500009002000050090000dd040000b7010000f00c00003d050000d30c0000fe0a00009e020000df0700001d0c0000b8010000d00a0000,1140,1,5,3
35,d4030000e0010000850200004b0a00009a0700009b090000fe0600002507000017020000cb020000fa09000067040000300600009f020000920c000012040000,1120,0,3,0
36,a6050000dd0900005705000069040000bc090000b8080000390a0000750300007006000084050000fd0b00007c090000ec0700005c0a00009d070000eb060000,1236,1,3,0
37,bc0000002e0c00008b0700005b080000db040000bb040000530100005e030000bd050000020500009b0100001f080000a9040000aa080000ba070000b1050000,312,1,4,0
38,480c0000f70800004f040000dd040000430a0000f7090000cf000000cd0b0000f8080000b6070000bd0b00003f0900000304000057040000f2040000db020000,973,1,7,1
39,bb04000042050000a0040000a50300009d06000075080000d0010000cf0400007c0000000a0600002e070000090b0000440200006b050000c2020000320c0000,765,1,3,3
40,e008000068080000110400000c040000140c00003b020000fb080000010a0000a700000039060000d40500006e0a0000970800008d0c00000c0a0000ce030000,301,1,6,-1
41,2c0c00000a010000200c00006c0b000002020000c60000006e070000fb040000f20100001d060000730a00007b05000074070000e5030000b40c0000b50b0000,408,0,3,0
42,eb000000d2090000dc000000ee080000ba0800007a0a00009e060000640400008805000047010000d90400002706000081070000cd000000e50c0000de060000,504,1,7,-1
43,7a090000f60400003a0000008b0700005d0b0000d10a0000d10a0000b30800009b0a0000ba040000a60b0000e5020000500200007f050000ca0a0000e1070000,241,1,4,-1
44,d20200006b0100001c05000061040000380600005902000023060000ac080000a30200001605000048030000b00a00002f0c00008b030000070500003d0c0000,1909,1,0,2
45,a30800005104000063010000f60000007c020000880800002c020000b90700008e080000d60c0000b0040000bd0100002c030000920900002b070000af090000,1640,0,2,-1
46,d4080000360300005307000027010000f9040000b2050000df05000004030000cb040000810a0000df0700003501000003030000f3080000f30300005b030000,1233,1,3,-4
47,3e030000260900002e07000056050000e302000042070000980200009e0700004101000074040000e00500004a0000003c0200000c050000d40c00007d060000,1448,0,3,3
48,e10400006308000009060000880700001702000080030000d50100001f050000b20b00009f030000c2000000e60a0000a90600007b0300000e02000093090000,2153,1,1,3
49,5e00000057060000ff0b0000af030000cd050000d7060000960400007e0300001f080000f1070000640c00008c09000040050000d00c0000a10c0000e0050000,110,1,4,1
50,5b0600007a09000057090000d3060000e9090000e1060000d107000049090000550a0000420a000092050000f60c0000ef0a0000160100008507000079030000,154,0,1,-3
51,e50300004b0b0000980c0000040c0000320600002d060000cb080000010100001c020000cd0900009a010000120a00003a040000760a000022030000b20c0000,2156,0,7,0
52,39060000c0060000380600009e05000037010000aa0b0000d6050000720c00005b050000800600007e080000bf0500006c030000e4030000390700007d080000,2030,1,6,-3
53,28000000d30600000b0100008e090000540c000096010000c80c0000b30a00009d0100002e010000f70100003b020000270400009f0c000071070000b5030000,1489,0,0,-2
54,c80c0000e80a0000ed0a000055020000a40200003a0500002c070000460b0000bd020000940400008f08000076030000cc0000009b040000300700000d020000,2193,0,6,-2
55,f3020000cb00000004010000700500005a070000320c0000ca0900009b02000068090000960900008402000011030000300b00007f030000b20500007d080000,781,1,4,-1
56,03060000d5040000b50c000053010000b3080000630300003409000049090000b2080000e3070000980800003f07000063090000e50100001e09000063010000,3000,0,7,-2
57,b3040000840a0000e80b0000830c000055080000a50a00005c0400003b0a0000e009000046080000200700005008000032020000aa0a0000d1070000de0b0000,2011,1,6,0
58,cd040000f40400005609000045050000af01000081090000a20700000700000094080000aa080000d80100004a0500000f00000008070000dd0b0000c7020000,2778,0,6,-3
59,eb0c0000310c00003d0b0000cf0a0000180400000c0a0000b4000000d907000074020000d703000019000000940700005b0700005b080000a809000049040000,3117,1,6,-4
60,6e080000f4000000b50c0000f5050000b70a000025090000350a0000420700007a0b0000aa0a000082070000ba010000fb030000ca080000dc03000001000000,2679,1,5,7
61,650000001401000036050000a9000000fe05000088020000be000000cd0700009b07000024030000b9070000d40c00009f0000007e090000ca06000038020000,1008,1,7,-3
62,900100003e0100006c0b0000c80c00003f0800005307000093020000d6040000a8050000940700002a0a00008f0800009c0000007408000007020000cb050000,98,1,7,1
63,850000005a010000ad010000270800009f00000049060000610c0000c2090000440b0000a4040000c006000025080000540300004502000080050000ac040000,2208,0,3,-2
64,910b000043030000ea0100003a04000055060000650800008309000024000000af060000b6090000ba030000e608000012030000fe0300007e0c0000a5050000,1378,1,4,6
65,030b0000650700001e0300006e06000080090000090b000004000000870c0000740800004501000088030000ab080000280a0000160600009b090000a30c0000,692,0,3,2
66,c207000000010000590a000066010000e8030000620300004a0b000056050000e605000018040000f8080000b70900008f0c0000ac090000d7080000350c0000,2185,1,1,-5
67,ce060000a30b0000d6030000da05000009030000800c00009a00000056090000fb000000460000000507000074010000bf070000c7070000b8040000af0a0000,1593,0,7,1
68,b3080000d1040000f10c00001c02000086000000f90700004b040000f00000003e0b000020080000d10700007a050000fd080000e10800002406000080090000,262,0,0,-3
69,94010000350b00009e030000d0080000be080000c3070000b5080000bb04000081000000b30800004309000010070000ab0000008708000024000000fe010000,3168,1,3,3
70,270500006f06000011050000e5000000a70000002a030000560800005d090000d20a0000b1060000e10900001f0000005a070000fe000000370c000073030000,901,0,3,0
71,7f070000bf0400007202000008060000da0800001a0300007f0800001f0000001d090000b8090000270700003f000000e9030000960000005804000042050000,1950,1,7,-2
72,8d070000d20a00007800000008060000fc0500008e0400003d0c000014020000e50900000c0900005a050000a60b00001d030000960c000090060000560c0000,2656,1,0,-3
73,ac0400009a0100009608000037010000050a0000f40b0000f3050000f0010000a0060000cf0200000f0000000c0100005b090000c9020000e00a0000b1030000,1102,0,2,0
74,3e03000047010000470a0000fe0500004f0b0000550a0000e3090000e10c0000ed0b0000b70c00000d010000f2080000780b00006b0a000031030000c40b0000,2907,1,1,1
75,2a010000110c0000820100004c050000270b0000a8060000e70800008100000044020000aa030000ad0b0000780a0000c3050000250b0000ba090000e0000000,340,0,0,1
