trial,a_hex,b,m,alpha,e
0,03040000710a00001804000092090000470a0000690300003e0500009a050000b70c0000a1040000270400009e0a0000570c00002d0400007206000076040000,1565,1,6,0
1,d7030000e1030000860700001d07000047070000bf0500007d070000840a0000650c0000570200000f05000030010000fd050000e50900002d050000030b0000,824,1,2,1
2,05070000780800001c0a0000010c000013070000440c0000ac0100005a030000910400005407000085040000e0080000a2060000460100000006000020010000,3275,1,6,0
3,070200001d07000024020000f301000020090000e50900003d0000000609000094000000310400005808000006090000d10500002f000000270600003b0b0000,531,1,5,0
4,e70c00002809000015030000700200004a010000fb030000280400009d0300001e050000e3090000100b00006b07000056010000290800006901000033020000,2939,0,4,-2
5,dd0b00009d000000790900001c070000970700007e010000b60b0000990b00005a0a0000d4030000d0020000210c0000020300001d0200000a0800006b0c0000,2719,0,7,0
6,82070000410b0000c40b00007f090000860500007c04000042090000800800007d0c0000b4030000540b00004e03000074020000b40700004704000045030000,3133,0,7,-1
7,930b00007b07000025020000cb0b0000e501000083040000020c0000da0100007f04000046060000080a000002070000c7050000e3010000e40b0000dd090000,2580,0,6,1
8,b6070000ce0600006b040000a3090000da0300006a0a0000e10a0000cd0800005a040000d407000053050000c8060000830a00005a0100001800000026050000,1021,1,0,1
9,e5080000f309000074080000be0a00009c0400000800000046080000d20c00006b05000092010000d80700008e0c0000b00c0000d40a00005d0000001f060000,1375,1,3,1
10,bc010000cd0c00008d0600004d030000370800009d0000007d0a0000cf0c0000210600004b08000011070000a70a0000ed040000d20b0000a90c0000df090000,2631,1,5,1
11,56090000f903000007030000e3020000dd0b00002c0a000055030000ba0c0000c9040000360b000018010000be09000055090000f30100001205000006010000,1542,0,1,1
12,1e0c0000b303000002080000550c00002e060000cd040000db0c00005c030000850900004b0b0000fd0100009b030000130400001e030000b7020000b5060000,1160,1,5,-1
13,7b030000ba000000f0060000660000003b0600005d0b0000f0050000c70000006304000060080000270000004e0300003d07000025010000f50c000044090000,1266,0,0,0
14,a3000000580400002c0a0000eb0700005b0c000060070000e7090000250400008202000059060000b8010000550800004c0400002d0000000d0c00009e020000,583,0,2,2
15,22010000de0800000805000014020000a00a0000f9010000430a00007f0c00005306000047070000e7070000d9080000750c00009a0800007d050000a9040000,1119,1,6,-2
16,9a080000980800005b0b00002005000049080000ba080000990a0000580800009a010000df0100008f0c0000df0a00001703000076000000d4090000e6040000,3137,0,7,0
17,e00c00003502000025080000cf060000020300007a0300005302000004060000f80700009a0c0000f10100003d010000490a0000800b000048090000510c0000,796,0,0,-1
18,8d090000cd050000090100005b000000b2070000520b00007d020000d20100002900000049080000fc0a000021060000140800002b010000080c0000f4010000,112,0,5,2
19,d10900004d0300004b020000910700002706000037050000ad04000086040000a40c00006c04000004040000020a0000a00a00005c0a0000bc0b0000a9000000,368,1,6,-1
20,7c07000067040000c806000053000000990a000028020000860500009f0c00006e070000fe090000ef0200002d070000dc07000059010000f9060000c9020000,1350,1,2,2
21,d60300009a0b00004c04000064090000ca0a0000750b0000670a00005c070000480a00003f040000920800007a0c0000720200000f010000560000004a0a0000,2595,1,7,1
22,7a080000440a00008203000024010000ad070000d9040000bd06000041060000260a00009d0600009d0c00005b03000090060000370c0000890900006f020000,3226,0,0,1
23,0c060000860b00005a0700003f0c00002d0a0000730a000000090000a8020000f4010000d5030000f3030000a400000017030000c50700009c040000ef080000,2305,1,0,0
24,f60800007a0500008f0800004e0a0000ae0c0000ab020000010b0000e7040000ac05000070050000c30c000082060000170c0000d20c000001070000bc080000,911,1,1,-1
25,e6050000fc09000021050000130600009e0b0000a20a000013020000140300000c0300009f0a0000710a0000210c0000e30b00004b040000a400000061040000,2467,0,6,1
26,70060000b5040000b1050000b4050000c40300004e080000ff000000340800006c040000a9060000900200003302000052000000ec070000cb0900009f040000,2538,0,6,0
27,920a0000540b0000ae020000ea070000ee000000a7040000ca0600009a0c00001a060000020a0000090600004705000033060000eb0b00008d02000093080000,1022,1,6,1
28,a407000066090000c90500003b04000026090000f60900002e080000600700007c0a0000090400000b02000070020000bf04000060020000b702000001020000,373,1,7,0
29,2b0a0000290a0000f00600006b060000590b0000d3080000870c00005f0700001b0400004f060000d1080000ff000000840900002e0800004f030000b6070000,1098,1,3,-2
30,120a0000fd01000015090000c1050000e60100009d040000b9040000d1060000850600006806000008080000cb0b0000670b0000a80b0000140800006b0c0000,1649,0,5,0
31,5a010000a20a000030060000b90200004f0b00006506000018060000dd02000070020000190500009c0c00003500000010050000990900005800000064080000,3167,0,3,2
32,3b010000f6010000e70c0000e10100000e08000094040000e600000013010000e5050000d5010000920400007c0a0000a20c0000b70c000000070000dc030000,2215,0,2,0
33,2a030000ba0300000304000059040000e50000003a0b0000ba0100007d060000960c0000d60c000015070000e60700002701000068040000bf05000055000000,3031,0,1,0
34,4b00000061000000710000006f0200007f010000100b0000ea090000d7030000e5050000b8040000730c0000e8080000fd0b0000f805000075000000fa0a0000,2709,1,5,0
35,120b00001c060000bf0a0000060b00007c09000068030000950c000044050000830100002609000063040000f50c0000ac070000e1080000d9090000d20a0000,106,0,3,-1
36,000b00005e07000057020000b4080000440200001e0c0000c0080000450900008205000035000000790c0000dc0c0000920b00005a0900007807000000060000,2166,0,3,0
37,88050000ea020000640b0000650c000080030000e60700009e030000150b0000aa04000002010000b80900005d0c000058040000a60a0000700500003d090000,727,0,4,1
38,e40b00004c010000aa090000100c0000c20a0000cb0c0000a30c00005e0600003e03000045040000fa020000ad090000370b00000c090000860c000037090000,491,1,7,-1
39,c5040000c1090000390a00007d0800007e0800007c0900009f0c0000ed050000c40b0000bf0200003b040000d0000000a70a0000050a00008f040000c6010000,692,1,3,1
40,5c0500005b030000ae020000c90600002a0a0000910b00001405000099000000300400009e000000b8030000e0060000430b000057040000c20a000083090000,1793,0,6,-2
41,0f0a0000c208000097050000a20100000b0400002a060000fb020000a3030000c9010000a0070000dd080000dd040000ea0300008d070000380800002a010000,2872,0,3,-1
42,730c0000b10900009b000000df0a0000e603000006030000bd0900009f030000a80b0000cb0200006f07000020010000cf0100002e0000003c0c000021090000,2815,1,7,0
43,4c0a0000510c0000600a0000cc070000a7030000580a000019040000ea010000ec070000190b0000bc0a00004c050000010b0000f2080000f508000051090000,968,0,4,1
44,bb0b0000d20200009a0700008f040000f10000006405000050050000ac04000023070000340c0000310000002d0300008800000023000000000d000022050000,1730,1,0,0
45,99060000170a0000de030000270900005b000000ec010000e00500008a0100009801000086070000aa0200003c0b0000680b0000b30800005f080000e8040000,223,0,2,0
