trial,a_hex,b,m,alpha,e
0,6d000000990c00008b010000b60800002b000000600700006c090000880c00007c06000040020000ac06000053020000c607000031090000e4050000d90400001b080000b80b00004c0000007e0400006c08000052000000c70600007c070000a80a000088050000290a0000730700005d040000920a000007060000490b0000,1073,1,6,3
1,8e0000002b0a0000af0200007e020000740200004b0c0000d8040000d302000023070000bd020000e003000027010000880700006d020000090a000051000000310400002402000019030000de090000e30200009a0400009a010000a5090000ee05000010090000c800000069020000880b0000cf0b0000a908000028040000,388,1,2,2
2,1102000047090000e10500003a01000041090000d40900008e060000c1000000530200000e0100006004000086010000ba08000076090000ad0700002b060000d0070000c0040000cb010000540300008d0800000d08000040060000bd0800000c090000680b0000930a0000590c0000170700005c0a00004e0a0000b3050000,1788,1,6,-2
3,c3040000370700003a0c0000ec07000071050000ad01000026020000630b0000f40b0000b70300004407000036050000370a000054000000cd080000890b000043000000b4070000c90a0000f70a00003f0c0000090a0000b6020000de040000d506000098080000a102000089060000470a0000a2020000aa07000018070000,1196,0,5,-3
4,030a0000f1040000a80a0000b20300005701000030020000a3010000880700009f0b0000e8040000be070000d10a0000b2070000830700004b010000da070000b4060000370b000072020000eb03000046000000ca030000ca0900005e030000ce02000006080000ae0a00006806000002050000980400008f0a0000c8000000,2207,0,4,1
5,92070000db0200007d09000027030000230a0000a00900000d0c0000a50400006603000029040000700000007b030000480b0000b8050000f101000023080000bd0800002e000000560900009a0a00000e060000d20100008e0c00004c0c0000dd070000cf0a0000a7010000b209000016020000790a00002a050000fa060000,1804,1,7,-1
6,e602000099040000a10500006b020000f1010000860a0000d6000000bc01000072090000d30a0000720200009104000084080000e5080000ba0c00000c0c000067060000600b0000860000003603000024040000eb01000092040000c10a0000f10600009000000044030000170b0000640100009607000025080000ee050000,1034,0,7,0
7,b8000000b00500009c0c0000ac040000a20300001d040000420b0000560900000706000078070000ac000000700900009c090000a20b0000fc070000d8060000a6040000850b000078040000210800004a020000da0100002c090000af07000033080000310b0000770b00007b0700002f050000600700004802000084070000,1378,0,6,-4
8,45030000d6000000b9010000a9060000db0700007207000055070000ad0a0000300c00002e0800005c060000280a00006c030000aa0b0000210c000052000000eb05000084050000d3090000a605000018000000120500009d0c0000d204000044090000340b00006f0000002c0900001c0600007d000000570a0000f1060000,3271,1,0,0
9,140200004b050000f0060000cb080000780c0000a0070000280800009e0a0000bc0a000066030000e4020000a4050000520b000070080000470c000095080000fd070000f802000056080000990000008a020000e20300001f000000220700006f0600009308000091040000b70c00007b0800009d060000970b0000a3080000,1643,0,3,0
