trial,a_hex,b,m,alpha,e
0,6d01000087050000180c0000f2000000c80a0000ac0b0000820c000022000000d2090000110a00006e0400001300000017050000430700009b0500001e030000ed01000048040000d40b0000bd090000920b000062040000db06000027040000b90800002b0c0000fe090000c30900000d090000d1000000040a0000560b00004c0200009c0a000030090000f4090000510a0000370400007f020000d30a0000f90a00002c0600000d050000fe010000d20b0000290200009c0a0000130c0000c40a0000050900000c01000077080000ac020000de030000a5080000ae0200007d0c00002f01000000070000870900005509000063010000d6070000ed010000,1690,0,6,2
1,d0080000d0020000200200008a030000d5040000ce020000cd060000c40b0000b605000031000000e80a0000b7070000110400001a0000001605000039060000ec030000740800002b0a0000f00b000043070000f70c0000ed06000010040000510300004600000084010000dc08000006060000170600004d030000d70c00000b090000c30b00005f010000e7070000e400000040020000620c0000ae02000077090000750b00000b0c000087020000b309000064040000e3040000e9010000d0090000e2010000310a000021090000640700009707000074080000cd020000360800004a030000a1040000e20300004c0400005f040000c506000088020000,2829,1,2,2
2,5e000000b30c000073060000f20200005a040000b3060000bf05000063000000560b00007b01000024020000080a000052010000b702000089040000d70a00008d040000b10b0000a9080000c70500008e080000f9020000d90a0000e0030000030a00007a08000038010000d00800001b000000d20200008f05000098010000ed050000bf05000071010000390a00002f080000f9040000960300000d070000d90900003d08000000000000370800005b0600007207000015000000b90900001d09000011070000a8080000f4050000b00b0000ff0900006f0400008c010000d70c0000b80c00009f07000088010000e6050000720100002b03000050030000,3027,0,6,0
3,11040000030b0000160a00001e0000007d050000f60400005407000076010000ae06000022000000d70b0000290100000c0c00001c0c0000bc0600002808000009010000fd050000cc0b0000a3010000b70b00007603000084030000a00600002604000031030000a2010000a0040000a3020000ef070000290300005c0a0000f60a0000fb030000200a000006020000350c0000e2080000450100007f0a0000710700004609000027030000ca000000a8070000c5020000120500008d00000081040000b5070000c40c0000b8040000370900001b0900006a06000014000000dc0300006f00000077060000d209000035080000fe070000d90b0000a1070000,1560,0,5,0
4,d90400008e0300002603000058050000240a00008e030000500a0000840800004b01000061040000fd040000aa010000480400000e0b0000f70000007202000085040000d2070000d70a000042000000eb0a0000f40c00007a0c0000d1070000a00c0000cf04000079020000790a00002f0a00005c0b00009106000070050000480b00002a00000033090000be020000a70400009b08000084080000b101000084060000e407000060060000d1050000c50b00006f050000ef010000490a00009c090000ea090000da0700009a08000000080000520c0000000c0000df070000c60000009d080000f90a0000650800007e0c0000ca000000ce0900007c000000,2761,1,4,1
5,7c0c0000410000006307000071080000c2050000cf020000d7000000cd050000350b0000480b0000c4020000750a0000cb080000330c0000de010000380100003d05000010050000cf0500008307000060080000d801000068040000ba0200005d0b0000e80b0000d108000099010000a5010000790900002c040000310400002a03000001050000e6000000b80800004f05000075090000fd04000025020000e60a00004b000000520300005b04000040030000f503000008070000b3070000850a00000d0c0000230800005b0800008e0200006b02000001050000ea0b000056090000ca0b00009c090000b80c0000220c0000400800002d020000c1040000,222,1,7,3
6,6d010000900c0000090b000035090000c1040000ca080000e205000005080000040200008d0a00008a05000065090000f500000027060000770500002a0b00009a0700002d080000480a0000580b000055070000440b0000540a0000040600003707000086050000ae0c0000940900003b05000027070000f50700004a000000ce0000003303000037070000fa010000b70700004b0b0000de0b000070030000cf080000550b00006109000027040000cd0c00007f060000fd0300008605000043080000db0400007b0b0000a10a000071070000c0030000a00a00006d0500001e090000440000009e0c00000c030000b9010000aa0800006e0b0000b1040000,68,1,7,0
7,dd0a0000cb000000b00b00009f000000e90300006f040000950c00006d050000640c00004608000070010000530100008b0c0000de0b0000c90000009a0b0000970b0000fd000000be060000fa04000061050000f20900002f0a0000f30a000057080000850600002d080000ba09000016040000db0c0000fb06000069000000bb0000000c0200002d050000a40200009b0600000a000000df050000770600009500000090060000d90800009e0a0000250b0000200400006c0a000021070000b30a00002c0a000008040000430400006b0500006a0600003c05000037090000b4060000c00800008c070000d60600001c0700003a000000df050000fc030000,1986,0,6,1
8,a1020000a0010000ec0b00009a080000750700006a0c00005707000072020000050200000e0500009a090000d7080000340a0000b3060000530900002b020000c407000009060000ae0a0000a7000000e305000059010000db000000ed080000fc05000097080000530c00003c000000190700002e0300003703000003040000c0000000500c0000f50400005c03000030060000360700005d0500001c0000006e030000f4050000a80a0000850a0000b50b00008f0a00006e060000b10700007c060000ed0c00000c070000290c00008c0a0000a503000031010000e20c000094080000ff060000f2020000f001000042050000f30200009f0b000090050000,1619,1,0,1
9,ae0400007c0a00003f010000f3050000ac0100001206000089010000d708000028040000ec0c00007e0000006f060000350c000087090000080c00004408000002080000f0010000220800004b010000c00300008205000054020000d30a0000af0b00001d010000ac0b0000dd020000f00100002c060000330800007b0700007f090000fd0b0000c3050000e1060000ce0700006b0a0000d700000058050000bb0c0000e7000000a40700002d0700009e0000002c0900003a050000bc0b00004a0b0000150c0000a70b0000670500007c04000032060000b204000055030000480c0000f6070000bf0000004e0c00005c0000007c0700001a0200007e080000,1841,1,3,-2
