trial,a_hex,b,m,alpha,e
0,de01000036000000a20600002e050000da00000080050000c40b000015050000d50700001e060000e10700009c0b0000d2040000500700007c040000e0070000,2634,0,6,-4
1,a20000003b0b0000000200008f0b00009e020000c80a000074090000f30a0000af030000a40a0000380100009d0a0000ce040000cd0a00000a0800001e000000,1470,0,2,-3
2,54090000e10a00009300000079090000f70200000b02000044020000360300000500000077020000c20b00009e080000310b00002108000096030000da070000,2646,1,6,-3
3,580b0000980300009a000000080900006c01000028000000f30c0000ed03000087050000d7000000fe0c0000cd020000a80c0000040c000057050000b4010000,3037,1,5,2
4,b208000007070000c0080000e400000097030000a109000095090000880b0000d0040000260200008e080000f0050000460000007b0a0000a90c0000d5070000,2801,1,4,4
5,8906000022000000d10300004a040000f6050000e807000052010000c40700000a03000043040000c0040000ea05000031050000a7030000160300007f050000,2079,0,7,4
6,010b00005c040000bd070000c9070000030800000a040000b703000044020000b40a0000ee00000051090000de0a0000f1080000fa0b0000540a00004f020000,1672,1,7,-1
7,e4060000520500006e0b0000120c0000bb010000ad03000072030000ff010000fa070000cf03000074040000730a00002209000092050000d90c000041070000,124,0,6,4
8,29070000b90800008b0a0000b80c0000b9020000bf0a0000b401000012030000610700008b0a0000080500005d080000ef0300007c0300008d0b0000be060000,55,1,0,-4
9,8c0000008409000042030000ee010000e80a00003202000090070000f80b0000130a0000ce0a0000c7000000780500005404000047070000020a0000dd0a0000,3043,0,3,-2
10,c7040000ab0c0000900100005b0700008d0b0000c201000020040000f0020000970c0000a5050000ca0a0000c2000000160900003a050000090b000027040000,1137,0,5,1
11,d4060000a10a00006b020000000c00001b090000ed0c0000b8060000db0300008a03000055030000670700007d0200006f0800006f0700006b010000bd060000,556,1,1,4
12,da0800001a07000090030000a6090000a50a0000be090000f2010000c502000047060000c4000000b10a0000490500008a0200004807000060080000b8030000,3089,0,5,3
13,0c0000001c0600000e0300004c0300007a0a00001306000015020000ca060000cc030000cc060000e60000001d0a0000f30b0000f7030000a80900001f080000,258,1,0,5
14,a0010000f70b0000150c000043030000cd0a0000fe020000ba050000d80a00000e0b0000f8070000f2030000e8030000920200004f06000078050000ca050000,2979,1,2,3
15,2e0c0000a1030000f8050000e2080000e5000000040a00001f0400008c090000780700000f0a000000040000320c0000b0060000440300003c0500003a070000,1592,1,6,2
16,4404000059070000090800003f020000bb02000085060000f90b0000890500004e030000c8080000d80200003b090000fb050000dc0b0000a70b000079010000,2780,0,7,0
17,e3080000e908000065040000750400009a060000e0090000ec0700009e000000de0b0000cc000000210c0000b602000061010000b00c00003d080000d6080000,2728,1,0,2
18,cc0b000049070000110100006c070000f00800005c080000ac000000db020000080500006c060000500b00004f090000dd01000005070000330300003a070000,2649,0,5,0
19,4a010000aa0600008c030000670c00000804000014030000eb0200005f010000440c0000340800009e0b000028080000460a00004f030000fc0b0000030b0000,2959,0,6,3
20,d90b0000c80a00001f0000008f000000560a00001a090000d6000000a1000000330b0000d60700008b0a000042060000500a0000610200004a0700001c010000,1952,0,2,3
21,c50000004507000036060000b3030000960c000029020000b7090000890c0000130c000014050000dd0400007d080000740c0000aa0800005502000001060000,3167,1,7,-7
22,650200000002000054080000280100008c0800006e0900009c000000740400003d0a0000a1020000b2070000ac0a000027020000a50400005b07000001070000,689,1,0,4
23,1f0b0000420a0000400600008e040000c0090000ff0000004e060000cb09000031080000270c0000c90600004b050000e302000056060000a10900000e0a0000,575,0,0,1
24,e3020000cc070000a70a00001b060000de0200007c0b0000970800009f000000a50b0000680c000035090000b00b0000bf040000ac0c0000570b0000560c0000,1543,0,1,-1
25,8f0500002f0c0000e9000000520a00005b040000c0090000f10c00007400000060030000740a0000c00b00002c050000860200005e07000035090000ca030000,1956,1,6,-1
26,660c00009b000000df060000e2070000f0070000df0a00002e060000a002000012000000290400001e000000bf0400002a020000e0090000c40600006a0c0000,3321,1,6,-1
27,b90c000034020000d20a00004e050000f8070000ce00000036060000a201000056070000130b00001b0c0000cd010000220700004e0100006303000003040000,3326,1,6,-1
28,b60b0000dc0600003d0100006c040000900a0000d20c0000c1070000d2080000bc0a00002f0a000026060000c00100006c060000de080000b10400004b050000,858,1,7,-1
29,2c02000037090000fb0500002e080000fd00000066030000030000007801000015050000ce04000023060000070b0000f20c0000d501000037050000f9010000,2766,0,3,-3
30,da0700001d080000d8020000440200006d0400004b030000ac0a0000d80800004a040000d4040000c70c000019030000390b00005e0000004c0c0000b80c0000,1256,0,5,5
31,650600003406000006070000b70c0000770100004b0800005b0b0000b6010000f20a0000470b00002d030000310c0000e5000000ac050000f702000092090000,657,1,3,4
32,ea0a00000f00000049010000d6080000a4000000770700008c050000b0040000680000006e0a00002e0800005d00000039070000ff0100005e09000033010000,1624,0,2,3
33,e80600003d090000a606000007070000c309000074080000b70200002c050000e40a000021060000c70000003a07000073000000a6080000fc040000e7030000,1679,0,1,3
34,06080000d70900005a090000bf090000930800005501000067010000b10c0000ba020000b2000000d10c00001905000074060000d3010000800b0000980a0000,661,1,5,7
35,340900004b020000b1060000e40a00007c0800007c0a00006c0300001b020000c2040000740800004c030000a7060000890300007a070000570500007b070000,1338,1,3,-3
36,f70a000077030000f60500002c0b00004507000061030000160a00002d090000e4020000c90c0000af0b00001f0c000013050000030c0000910a0000fc030000,842,1,3,-1
37,8f070000ce040000370900004a080000da0b0000b90c00008e090000b80700007a010000f80b000072090000fe030000e5060000f9020000c107000099000000,1017,1,4,1
38,a70c0000090000008c070000090b0000d0020000930400009d05000023080000930000002400000045070000ae0b0000f1070000920300008408000010010000,867,1,7,1
39,120b0000810c00008b09000016020000540b0000cb080000f90800004d000000f8020000ff0b00004703000057010000b70c0000f00700006c060000760a0000,1483,0,3,2
40,b2000000dc03000057030000a1020000a0070000700b0000dc080000df0600001f000000250c0000b1000000a4050000df04000024090000da0c0000be050000,2897,1,6,-5
41,a70a0000be040000e40500007b0a00008b080000110400004a0b0000f80300005d0500003e0c0000990b000099070000f70800001c050000fd0a00004d000000,1986,1,3,-2
42,3e010000c40000006f01000033090000cc0000000509000065070000550600002a080000c7040000e60a0000a10b00002b07000035080000b8010000c8070000,305,1,7,5
43,4b000000610100005e060000ce060000b70b00009c0c00000c050000e90400001d090000f5080000a30c00001e070000bf060000e8080000e80b00005c0a0000,1093,0,4,1
44,c20200000102000028080000280100008c080000ca03000075070000e70300004d0c0000a90a0000c909000006070000900500003d0400002f0200006e000000,19,0,0,1
45,47090000a804000052050000860a00002b0a00006a0800004b030000a90000009d0b00006a030000cc0c00000009000035080000590400005d09000009020000,2002,1,2,2
46,8b060000a50100003f0300003c010000be0700007e010000b3050000b80200008b0a000049090000ee080000560100009a0b0000b20100004d0a0000930c0000,37,1,3,2
47,ef050000fb040000160600002e050000350a000026050000f10900004b060000480b00007a00000077050000a808000052050000310b0000900b0000db040000,2475,0,3,0
48,4e04000091030000a20000006a0c00000805000008050000c6000000a4030000c0060000ae0b000072050000d80c0000a4080000b30a0000fe030000ab030000,1526,0,1,2
49,8c0000006c09000098080000b4000000e00700003d050000ca050000d60b0000460b0000be030000610400005c080000d30c00006e0900009a0c000066020000,2175,1,4,1
50,610300005601000079050000fa040000840b0000c20a0000ea050000520800001a060000a30c0000730900005a020000e00100000e090000430b000033060000,1985,0,1,-5
51,7003000088010000e20b0000f20600003604000020010000570b00005c0c0000c3050000ab0800007b0800008c090000720b00004f070000700000003f060000,476,1,7,0
52,ad080000a8060000c601000095060000580b000056040000560900001505000011000000d60500001e0600008909000077050000540300005c010000820b0000,194,1,6,-5
53,9f010000930100004f0a0000e70c00001a080000070a00001a05000024040000cc07000018070000a60700006f04000094080000ec0400005a05000069040000,2568,1,0,1
54,170100003e030000700800005a020000510600008905000091040000fc0b0000bc0500007d070000f2000000fd010000400100001f07000047050000e4060000,2814,0,6,0
55,bc0c000021030000de010000a00900008d0b00006f060000cf000000880a00000b09000006040000e00b0000a50b0000510600007706000087080000e1000000,1837,0,4,4
56,19040000f20800000f0b000029090000b2000000000200001b0200006a0600003e000000cf0a000093070000d2050000aa040000f90100005f030000540b0000,2496,0,7,0
57,d40100002c07000047080000e80a00000f090000700a0000ad080000190c00009b040000600c0000830a0000270b0000af020000a50800005a040000f0040000,2955,0,6,1
58,71050000580c0000bf060000ff0a000078090000b80b0000eb0c0000b104000023020000d5050000690700005a0b0000240b000026010000150c000035090000,1667,0,6,-3
59,75080000960800004b0a0000fc0700004801000040080000810900008803000021020000c7090000470a0000830c0000c9020000e600000093060000b1080000,983,1,6,1
60,b50b0000be050000cc040000cc03000027070000670900005d0b0000400500008806000001030000f204000047000000290a0000a6050000200a000049040000,911,0,5,-1
61,4e050000aa020000b10900009d0900002e0c000017080000d10a0000cd050000ce0c00009502000035030000960200001b070000f50900008f010000b8060000,1166,0,7,2
62,c40300007205000069000000900500003b0600005607000036050000bc0500009a0600009f080000e1060000d0040000e10800000e070000de04000086000000,1380,0,7,2
63,33030000760800005a050000120c0000aa070000870200007f0500009f050000bd070000a7030000c30c000061050000380800004a0300006f050000c5090000,2994,1,3,0
64,ed0c000002050000eb070000e40a00005e050000e30900000e0b00005b060000da0a00001b0700008e040000f00b00006b0500001e020000a20400002c020000,504,0,4,-5
65,7d010000a400000060030000a60b0000a00c0000750800004e080000090a0000a7070000b205000051050000350000006b0a0000f50500002c030000d70c0000,2700,0,3,2
66,05010000eb07000060040000200c0000080900008c000000d5090000dd000000ec0100008203000073030000bb0800006408000006040000ab0c00009f050000,1772,0,1,-9
67,8f020000d7040000f8000000a60b00002f0a0000ad0b0000c90b0000630b00004203000011020000b9030000d30000004a000000ec0700003806000045060000,2787,1,7,4
68,7a010000570c0000240700008e0700009c090000d10a0000640b000040030000fb050000b3070000a7070000ce070000e80800008a060000f804000039060000,977,1,0,1
69,920700007e0900004d02000085010000e00000002c0800003203000024040000bf0100005a010000c70c00009f0c000087020000c60100009e060000b0080000,2921,0,3,-4
