trial,a_hex,b,m,alpha,e
0,0a0a00003401000060080000120a0000730100001607000011040000180c00006b0a0000e2020000a403000001070000a60c000059010000b90600001f080000710b00005e010000e20c0000c20000007c050000070400003c020000c0000000ca020000250a000073000000e4010000f6080000a004000095000000ae040000,3196,0,6,0
1,9f060000b70c000055030000ba000000d60600007b0100004705000052090000f50800001304000033010000cf0900000e05000060050000150800007f0a00008f070000fc0c00003002000094050000d60500008b0800005f0200009207000017070000680000005f0100006e090000ee02000049070000870500000c0b0000,1453,0,2,2
2,c1080000dd090000ff0c000030020000ca020000d4000000f2050000d0040000420600000b000000d50300004609000079060000830b00006f070000760c0000f30900001606000041010000d00500009e0a0000490b000042050000ab0200003602000010050000ed000000480800008d0a0000000700005400000086080000,1106,0,6,1
3,120b0000c80c00003d03000036040000fa0b0000c60b0000e20a0000e4070000a8090000d50a00005804000010040000f700000001070000f5000000700a00003b0800001a020000da080000c7030000a00700005c0b0000d707000064000000c8080000ae000000060c00006106000065030000200000006a030000640c0000,1207,0,5,0
4,8a020000bc040000970c0000d908000034090000e8070000350800005a000000050100008b03000071020000980b000006070000f60600002a03000091040000ee0300002f0b0000d906000043070000760100007d0b0000520b00001d06000070020000450500000e0800001f09000078080000ae0400009e0b0000e2080000,597,0,4,1
5,ea070000e10a0000cd08000051070000d90b0000e10600006701000031040000120a00001b03000022050000cf030000d40c00009f06000024040000a5020000e607000046080000e30b0000e9030000cb02000099050000d10b0000400400008c0a0000850c00007e0a00007a080000fb0900008e030000f2000000570c0000,3124,0,7,-2
6,81060000cd0600008c070000030300007f010000d10a000009010000b2020000580a000068030000de0c0000fc010000e6030000d4070000c00a0000760c0000ea0700001009000034070000a30c00007d050000400300000d0400001606000072080000a80000006809000013050000fb020000d504000024080000710a0000,1710,0,7,-1
7,4f060000970900001a040000b80900004c0a0000c608000053080000e30b0000400500008d0200008400000088090000ed010000690a0000000c0000a80300000105000073090000ed0700000c0a00008e070000f4040000200a0000b30a00005b060000bd02000042040000e3090000cc0a0000a20b0000730a000022050000,1616,1,6,0
8,640000003b0a000074040000fa0c0000730900007a030000ac0b0000080c000072010000b4000000430c0000180400009001000064090000540100003b0b0000c10a00007d0c000053020000f70a0000340c00005c060000a80c00004e020000ea080000c30300005a07000049060000c10100007301000027010000b7020000,3235,0,0,-1
9,3101000047070000e6060000e70500002608000014090000be0b0000670500008e0c00000a0500003602000045000000910700003e0500006405000088050000e10a0000d10100005d0a0000b70600003a0800004c0c0000b30900000d0c0000de0300004405000078050000120a00004f0b0000880c0000d80100004c0b0000,1072,1,3,0
