trial,a_hex,b,m,alpha,e
0,e0090000490a00005c0c0000f10200007c04000024090000940c0000930900007102000096080000710b00006b0700006f0a0000fc0200000105000004050000,1290,0,6,0
1,8e0900000d040000f0060000c9050000140a00001801000067070000e9080000e8060000e40b0000220c0000f50c00004f010000d80c0000890c000088020000,458,0,2,5
2,f8010000b7050000120a000073080000770c0000430000006a0800001a0700001f090000810b000088030000540700009201000058030000e805000066020000,923,0,6,-5
3,d90c0000020a00009402000057030000d5000000fd00000092020000e10900002402000004070000750a0000210a00009f00000075090000e00100001a0c0000,1332,1,5,-3
4,180c00004d09000088020000f90a0000f1080000f8030000f50b0000bc0c0000e50b0000960100006f0100004404000007090000f0070000050300008c050000,2450,1,4,-7
5,dd0000002b02000011050000c50500006a040000cb02000023000000290100004c0100000d060000e0020000090000009b0900000402000059000000f5010000,2556,1,7,-3
6,e40a0000740100001d070000530900007a0b00003a0500004c0b0000450b0000e401000008080000fb010000650200007c0300004e0700003a01000072030000,2957,1,7,-2
7,690800004f00000060040000c20c0000950c0000b00b0000ec0a000006020000410a0000eb0b000066060000dc090000ed080000ba0a00002a05000040050000,72,0,6,0
8,d4030000bc0c0000ea080000e700000001080000e90a0000290a000007060000090500005c000000bc0a000081020000ff0b0000a702000066070000e50c0000,816,0,0,3
9,620a0000ad0a0000fb030000820a0000c40a000089050000620400003c0700007d05000050010000860b0000830b0000d50800004b090000cd0300001a0c0000,1688,0,3,-4
10,68090000240b0000ac04000024000000fd02000029030000b90900005b0a000041030000800a0000d40b0000be0200009e020000ec0700001c080000e7000000,2231,0,5,-1
11,9306000064050000d00000009508000016080000c302000047000000120100004806000013000000310600005a02000059060000a10100007f040000180b0000,2516,0,1,-1
12,b10c0000500b0000de0a0000ff02000072000000f5010000c60000005c04000004050000ea010000ce060000ed040000770b0000250700001c0a0000260c0000,1206,0,5,3
13,a1090000ca0b00006b040000b9000000e004000021010000330800000a070000ba0a000036010000aa0c000050030000e70500006407000092050000fd030000,324,0,0,0
14,0b0700002f090000fa020000380100005907000011040000f902000000000000d10b000088090000120600003404000045090000f9030000bf0a00006b0c0000,1112,1,2,-2
15,6a0800001c0300004308000006040000f70a000079040000140000008b04000099000000410600004c030000f90800006d0c0000d20900007a02000088070000,433,0,6,-4
16,e70a0000100200005e090000d90c0000370a0000560c00004d03000048040000ef0b000044080000a9070000f1090000eb020000c4020000640a0000af010000,472,1,7,1
17,06040000da050000640900002a08000044060000f60200007a050000430b000021060000010b0000fa040000430b00001a0300004c010000670c0000a3060000,2276,0,0,0
18,d408000057050000d6020000550a00005605000087010000c9070000ff08000011070000e90300002c000000000b0000550100002a06000057060000d1030000,251,0,5,-6
19,200a00004b09000085030000aa0100008d0700000d090000c404000085090000e508000020040000f2020000f9020000650c00007a06000020080000eb080000,184,0,6,-4
20,1f0a0000eb0800007b030000060900006a070000340b0000590a0000da010000e2010000ea04000060040000580300003e0600007a0900000a090000f5040000,1312,1,2,-1
21,bb010000680c0000f3040000330c00007b030000cb0a0000a70800003f050000a3050000080500003b0a0000b60400007a020000b901000035000000b4090000,2019,1,7,4
22,f100000014020000950b00002f060000e5060000ac060000a80800001f0a000003050000560b00008b040000d6030000eb090000320b00006109000042080000,3237,0,0,-1
23,fa0600008d0200009c080000260900000c0b00008d0100004a0200001f040000130a0000250000008c090000a40200001f0100009407000025090000ad020000,2150,1,0,-2
24,a903000012030000b30b0000550b00000b0c000014090000ac010000e8080000e2000000090b0000d2090000390b0000c70600004a06000071010000d1020000,2083,1,1,-3
25,690000002c0400009d0c0000b80b000076090000e10500001a030000d50a0000000d000017030000290a000082000000cc050000570900001f0a0000b4030000,1433,0,6,-5
26,640c000037040000d2000000ef040000cd070000ef0500000f0600005c0400000d0500001b060000790100007c030000ae08000044010000ae020000950b0000,725,1,6,1
27,19070000b30700007e0a0000ca0c00005d0500003f070000df0000008c040000e3000000c9080000c70400001e090000300a0000010c0000b2040000f1090000,222,0,6,0
28,df0300001a0c0000ef020000ba0c00004a0b000094030000f0090000cf0800000a0c0000910500003e040000b6040000350800005c0b00005902000070010000,1798,1,7,0
29,52020000ba030000740b00009f0300007b090000e80c0000ca0900002c0b0000cf060000f90600001a090000ed0b0000ae0800002e0b00006007000059080000,1287,1,3,-2
30,f1000000ca0c0000580b0000df000000ca050000a40a00001301000082020000750b000064060000020a0000ec030000e10c0000580c00009a020000f5030000,1209,0,5,-2
31,66010000fb0700001804000009050000040200005e0a0000e30a000024040000a20600007b050000b7020000c6040000a700000027030000e1050000cf090000,888,0,3,-2
32,36000000400200004502000034000000e0030000d4030000a80a0000b30600003b0a000047090000fc0700005b040000e7090000930400004b060000f1080000,533,0,2,-8
33,8a0a00002c090000a1010000f90c0000440200004c0700000e040000a50600000404000068080000ac0400006b0c000074040000c90a00008c00000076000000,1558,1,1,-3
34,190a0000f0000000eb0800002906000041050000780a00005a010000e907000094010000490a0000a708000020020000850600008d0700006b0a0000ae0a0000,94,1,5,-4
35,1f0800005209000016080000830c0000c701000078080000450700006a090000c20c0000b0010000760900007b040000c0090000b6050000a701000065030000,1773,0,3,2
