trial,a_hex,b,m,alpha,e
0,460a00009b030000ca0100002a0a00006d070000a109000069060000ed030000f8040000fd020000940c0000bb0200008c0100008b0b0000920700002a0500009d070000820600003c090000180300001e02000045020000780500004a0b0000a1080000a7090000d5080000630300008f0a00001c02000027070000800b0000,3271,1,6,1
1,1e0a0000610900001106000076010000a1070000430800008708000044040000420600008b030000440c0000c601000055050000ef0400009e00000073000000b90300005f0c00000f0200001b040000cb050000250100000507000071030000e7090000ec01000001050000a50b0000fa080000750b0000630700007e080000,1286,0,2,-1
2,910200004a09000033010000780200004b0700002601000015050000d8030000bd0a00008c0b0000070a0000570400001304000018040000c2040000300b0000f0020000fd050000b00900005f070000230600000c04000093000000b40200002205000079090000790700000f0c00007b00000090000000de090000df060000,166,0,6,2
3,090a00001a040000ba0b0000730c00009400000046050000f402000078040000e8000000fc0000003a01000027030000120600007b07000003050000ff0100006d0600004e060000b1080000ea0b0000dc030000df05000067000000dd0500009f000000f6060000700700005a050000270c00005707000059060000f7010000,1810,1,5,-2
4,050b000040030000fa040000ef06000015010000450a000072080000300800005f000000a103000005080000130800000b080000cb0a000062040000450500009d070000080a0000410300000a0700007001000098090000e5020000fb070000b3020000a3040000ee04000098040000d5090000440a00004b010000bd060000,1052,1,4,-2
5,fb0000008f09000060070000030700002e0a0000680000000d090000a80c000061070000410a00009408000018090000d90900005304000051090000ca080000ab0c0000750300009b0b0000db080000e00a00006b0100003a060000250a00003a010000b4060000730c0000f407000030090000770a00006a0a00002c090000,498,1,7,3
6,c4090000090a0000fd030000af000000b60b0000970b0000d1060000d40500007f070000a2060000800b00008b0400005d07000052090000040100009f02000055000000bc090000020a00008d0b0000710b00001a0a0000f108000032000000ef0200006c03000050010000e10b0000a2010000d40500004b090000ec0c0000,3175,0,7,1
7,eb010000c6070000be0b00004704000089040000e0070000440a000012000000540700007c0200009f000000be010000ea0c0000ab070000a7000000cb0a0000cd0300006d0c0000ec0200006f0800001a000000610b00001d0b0000e802000035050000a60900004d06000057010000190600007506000081090000ae060000,3260,1,6,1
8,d5030000090200009e0c0000bd05000067080000c1070000b206000099040000460000001609000098010000650c0000b40b0000e1010000f3080000150c00003f090000920b0000900b000050060000ce080000e9030000f60a000012000000bc020000c20a0000810a0000300b0000d80c00009c030000b70200004b0a0000,1675,1,0,8
9,e60b0000470400003200000069020000cf08000000060000910400008f05000049090000e1050000f60a0000e7000000960700000a070000580b000022010000a00300008e0800008f00000020070000180700004d000000fe00000097020000d001000037090000840c00009704000011090000ae06000081080000e9080000,1510,1,3,-4
10,76020000140b0000580a0000480000001a030000af0a0000a6030000280500008a080000320b00008b0600006e03000049090000ad030000cf0200001c090000cb030000bc0800002c030000b0050000a40300002b070000ab0c0000b50900009f0b0000ac0c0000280b0000b50100004008000010060000c70700003e0c0000,33,1,5,-5
11,1c000000300c0000270b00006a0100003b0100008a010000250200003d0a0000190b00009304000072080000fa0a00003b040000120a0000cc060000020a0000530a00000b0c00003a030000930c00000b080000890200000605000026000000a9040000f4000000b20000005b040000cc0b0000650a00006f0a00000e0c0000,2169,0,1,-3
12,fc0a0000cb05000037090000bc07000030070000c70c00005604000002080000c8060000ea0700009e040000d0040000c1000000ee000000330900005c0a000052020000930c0000300300003b090000e50c0000250b000012000000a30600003c080000a607000075090000a20c0000fa0100008a0500004b0b00002f030000,2602,0,5,3
13,0b0b0000a50600004f0b000001040000060b0000d1060000110200005e010000b20200006b010000880600002e0300005b0900001e0300007409000055020000ef030000530a0000e40a000090070000e4010000c80c0000d70300002b0200004b0700007e080000540c00000f090000d50a00008b000000e2080000f4030000,727,0,0,-4
14,950600009d0300007a070000c304000027090000470200009b090000490900007f060000cb08000062010000da05000093010000300a0000630a0000420100001502000063070000d8000000c30100002f0800008d070000fe0b0000650400003c09000079030000cf0c0000bd05000007050000170900006b040000f2060000,2550,0,2,0
15,3605000098040000dd090000b200000075070000a5060000160200005e0200007e0b0000230300001a0a0000970a000005080000490c00000a0a0000af040000df020000810b00001c010000b1040000ab060000880300001802000055090000be0b000073020000640000000b040000130000005903000026010000e40a0000,822,0,6,2
16,160600004e0400007a0400006e050000fe0a0000300a00006f060000a70c0000f60900000b050000d604000069020000e2020000ce000000b507000013010000ac0700005a02000003010000a00300009c0a000070050000000b0000fd0100007006000046000000620b0000c1080000aa070000f40b00005706000070050000,1921,1,7,1
17,78020000f70900008004000089000000b90900009c000000b20c0000150400003701000061020000700a0000c6000000e60b0000a90600006c0c000014070000830b0000d9050000f10b0000cc00000070050000d60b0000130500004f050000fc090000910a0000c0070000af080000fa000000520b0000f100000032070000,1592,0,0,-3
18,b4090000480c0000fa040000dc080000870200004b080000ec0b0000e7000000730c0000f80100001a0b00002906000022020000cc070000a908000068010000f60c00000c060000280c0000080600004201000097020000f00600003509000093020000af02000005080000ba050000b8020000f2010000160a0000880b0000,1606,0,5,2
19,730b00006d0a00008400000065040000660a00002e090000eb000000890b00001f0000005b050000120a0000830500005d0200005c030000840a000052050000a10600008f08000023070000e60800002f08000096040000280b0000180a0000a0080000c0070000330200007f010000de0c000007080000af000000180c0000,278,1,6,-3
20,c20a000001050000ce0000006f030000d5050000c3030000b90900005a070000c10b00002205000058030000680200009b060000d90b00004b03000094080000c8070000ce0c00001d0300003c01000018040000910c0000f7060000580a0000220700000c020000a40a000049040000d601000020020000df0100001d070000,1389,1,2,-2
21,d2080000c10a0000150a0000a5010000910500005a080000e8010000f60b0000cb0200002f0500006f080000d20a0000560a00005f030000c9050000c6020000420a00002e0b0000230600002a06000011090000c8050000790c000030080000de0c0000a60b000002050000130100004e0300001d0b0000fe0a0000f3050000,2846,1,7,3
22,c1090000020b0000de010000b30b000015090000d20b000049030000eb070000a4030000b2010000fc0400005a000000f4040000f400000072010000e5020000da030000b9040000b80000004102000002000000cc0400005b000000bd020000bb03000081070000a2090000cf000000440b0000c00800007104000045090000,468,0,0,1
23,e2030000440600006e000000a40b0000ec060000a90a0000ee0c000002000000f30c00005c0b000020050000c10100005a020000c10400005c0500001b090000ee060000c00400000c090000ac000000c2000000b2090000f70a000003010000fe080000b4050000c10900003c080000f1010000420b00003906000007040000,1634,0,0,-3
24,e70900009005000029060000e60c00006c0c000039020000b60200007a010000260a000030020000eb07000077080000f30900004202000093090000030a0000960c00008d020000810000000d040000180b00008108000049040000ad0b0000c1010000ad0800003c0500003b0b000073000000ae0800007a070000d2070000,2980,0,1,2
25,7b0200004302000028020000090000003904000035060000fd030000f5070000620b0000bf02000021070000580b0000260900008d0b000000010000730c0000470c0000be070000110b000045000000b0090000280a00007107000046020000d5090000dc0c00005b0300001d0b00003007000026090000f9090000860c0000,533,0,6,-1
26,7c02000022050000a90700009c050000310500007d0c0000aa0800009a040000da08000099020000a2080000320b0000750200008a00000057040000f4020000470800002003000035010000a9000000010100000f0c00004f0500005f0100000b0c00005c0500007c060000580600005c0a0000260400004f070000820b0000,478,1,6,2
