trial,a_hex,b,m,alpha,e
0,140700007305000093030000530100006f000000dc0700007d010000c2060000ef0b0000aa0b0000f10300002c0b00006d0a000060050000f10b0000c6060000f60500009f0300009a0300004d0a0000cf0b0000fe010000020b0000f4000000530b0000b9000000d9050000d90300005b040000dc0400005c0b0000840c0000,2809,1,6,2
1,af0c0000f0020000b4050000900a0000b9090000b80600002b0300009f040000c00b0000ed010000f604000031080000a30c0000ec0b000035070000490200004807000059000000320000009e0900004e090000b2030000890900003e0700007806000031000000340500003d030000d80c0000ed0a000027070000d20b0000,1902,1,2,0
2,e60a0000a004000079040000990800003d0500005004000056000000a1050000c90700006f03000062070000e00b000043020000810400001d000000e7090000fc050000c90600009d0400003b06000017030000c70900006b0800004c08000009020000cc0b000079030000430300003603000001060000000c000038030000,2370,1,6,1
3,fe0b000014080000080300003d0700004d050000c403000095060000e7080000ff0700002706000053060000a0050000370b000039010000850a00006506000083050000a20c0000be0b0000ab0a0000c6010000ce0000004106000003050000eb090000320a0000740600008a0600004b0a00001b0000003c0a000098080000,778,0,5,-1
4,c5050000550500005f0100002707000046020000c304000051060000f10200007e050000c00400000a090000b50600009a01000039060000ae04000020080000880b0000c40c0000e402000049040000ed0a0000240100005806000001090000bc0000002d040000b00a0000880200001e0400000f0c00009d040000d5090000,1091,1,4,1
5,9103000078030000a5030000b5060000970c0000ce050000a2070000cf06000063090000240400003f000000c20b0000e9010000350300008702000009000000f0050000be080000130800002200000090060000540c0000670a000062000000970c000050020000520900003a0700003f0600005a0000004e08000074080000,3125,0,7,1
6,80070000b2040000c0000000a4010000fc05000041080000fd000000d00a0000420b0000f80000001f0800002e0700005e0900009204000053020000650600000d04000020070000a901000063000000cd0100002308000065080000c702000067040000ff01000049060000e90600003f0300003d060000540100009e090000,969,0,7,-1
7,a80900003d070000fd010000ba0600008c0c0000c6050000b401000068080000df0800002901000007050000c30b000062020000a6090000b8090000670b0000730a000052000000860800003d0b000016010000d9060000c5060000ac060000470300007d0b000067080000440100009d05000050030000490b000077020000,1621,1,6,-1
8,2b0b0000190400001e040000090a0000ac07000020050000d10200001a050000af0600002a080000b90900006807000025060000730800004403000088050000e00700000805000016080000cc040000f60900007302000055070000e9080000cd0c00000f0a000090070000f0030000af050000290700006c070000f7090000,1452,0,0,-3
9,31040000c601000063000000730a0000a1000000440b000095030000a5050000d9020000160b000057010000e7080000d90100005b03000039060000fe0a000058000000b30b0000360800009604000032030000f20c0000350a00007508000043070000ba0800005c0a000003040000a605000047070000590a00003c080000,2345,0,3,0
10,13020000b506000064010000f6030000d20a0000ce0c000031090000b60b000092020000b2090000a80c0000c80800001e040000570600005c02000050060000310200008e010000a70200001b000000a60400007b030000020500000904000078020000600500006f0b0000210000007d000000730000008d05000091080000,2846,0,5,0
11,430400003b080000c80000003c0c0000e5080000940500009903000066020000b70b0000640b00000b0200000d07000059030000d0020000e3030000230900009d0a0000120c0000550b000063070000a607000000040000fc01000036070000f001000038060000770200001002000080040000490700005c0300004a010000,1166,1,1,-1
12,950a00003b000000e801000056090000e40300007f030000430200005a090000d20700005e0a0000f00900009b040000ab0400001d030000b20500009e020000e808000034020000760800008a0c00000a0c0000d00000007e0000006a0100001d0b00004f0400006b0b0000a4040000ad0600002e010000c40700003c0b0000,1915,0,5,0
13,040000000c0100008d0c000072090000d2050000c304000046020000ed020000630500006e0000002d0c00006d0600005b0c0000f2000000ed0200001e0300008c0200000005000044070000580700006105000008070000e70900005e060000160a0000770b0000d0000000a70300003c080000800400003d0300005c0a0000,379,0,0,2
14,7f0500008d0c00003f070000940b0000c20100006607000061000000c1080000430a0000ba070000100200004c05000078060000ad080000e2060000e00a000060080000760800008702000070050000ae0a000039060000610a00009e000000ea060000b80400008309000025090000b9020000740400009a0c00005d0b0000,2505,1,2,-1
15,5a0300002c0200009e0b0000610a0000cd0800005e0900004f020000e30a000025070000370600000305000088000000d5060000cf0700008d0200003d04000063010000000000008d0300006a04000027060000c40c000000070000ed0300004d0b0000fa070000eb050000400100009a0c000097080000250a0000c4040000,2854,1,6,1
16,470800006609000053060000f80500000d000000c8090000000c0000c1030000f30a0000b30600002e0b00008e000000650800005d030000590c0000e305000041050000930900001e0600008f0900005b050000950b0000a8060000190a0000cb0900008c07000075090000830000006e020000d10500008805000033050000,3078,1,7,-1
17,6d060000ad0700008d020000d40100008008000073030000bc0700004e0200005c0a0000a0090000520c0000bc09000075010000f8090000ea05000047050000a10300005104000026070000d1040000000a00007303000014080000f005000052020000750700001f0600001c030000d90a00001502000059010000e5040000,432,0,0,-2
18,fe0a00006b050000da0400006c0300003101000062010000bf040000d203000057020000470c00005b0600006d0a0000e80300002d050000700c00006d0900003e050000ae030000060000008f06000029070000a90a0000290b0000bd0100003802000099070000040900003d0300000c0a0000f3010000b10c0000a0030000,1895,1,5,-1
19,b70c0000be010000e00a0000c6070000eb010000a6060000ba020000d00300008c020000ba080000c10800008b04000009060000410b000051020000710800006a020000dc0a000020040000eb04000052000000ab030000c509000080050000830600000400000071030000ff030000700400007e0200009d040000bf070000,3018,1,6,2
20,e9070000290a0000bb080000740b00002904000063070000f6070000fe070000220a0000db09000077050000570a00000f0200004b020000620c0000d30200005e020000f0030000cf0b00001b020000370a0000cb020000db0b000051050000ca01000027070000a60800009b080000f4060000670500008d05000012020000,1842,0,2,0
21,0d02000020060000be090000d30000000f02000072080000ee050000d200000093040000060b000077080000770a000003080000540800008c010000b80a000045060000da070000fd030000fb020000b50a0000df080000af0700006a0b0000b6030000900b0000e80400008b0800008b0a00008f0b00004f0c0000ec090000,995,0,7,1
22,d80c00000308000082070000f5000000c8010000d60800006e070000950b000043080000a6080000a8080000e906000095060000c8070000cf0b00001e01000022050000d4090000b70c00000900000053090000fe080000c20a00003a020000330b0000630c000010090000b204000098080000da0500000b01000071040000,474,1,0,1
23,82070000db05000077040000b10b000039050000980700002e060000ff040000da0c0000d9000000d5080000c800000081010000510000002c01000095060000f40200001c0a00007f0a0000cf030000e3060000f10100004a040000700000001b090000b00800001e080000060b0000ee02000037000000a208000080010000,3245,0,0,1
24,2a0900001a090000d50b0000560a0000c4070000e50a0000a70100000e030000ae070000e3010000cd03000046000000aa0c000046020000a1010000c6040000a50200000d050000a5050000810900000a0600004b010000d1090000140900002a0500009d0a00001f0c00006b040000e80c0000940800007203000004030000,420,0,1,1
25,1d0c000095090000600c0000cf030000a1020000850900001a05000009070000590800007e030000040700000e060000660800007f0600005f040000bc050000bc000000a9010000df080000780b000030040000da0900007106000046050000960a0000b50c0000fb0800005409000072040000c30700002606000094000000,1786,1,6,0
26,060800004d080000b9040000220100002d030000590600001c0b0000ad0800007c0c000061050000bf030000c90700003905000051020000cc0600008c030000d3040000c6060000d3060000f40c0000d6030000e600000053000000ae0c000027070000b508000023060000d709000003060000990800004002000097010000,588,0,6,0
27,ac02000032070000710200005b0c0000ce0a00002f010000260100003b000000ce040000eb0b0000a50c00006c0c000004050000ec0100000e0000003e0c00006d0c0000540800007208000091020000fc0b0000c80b00009b07000036080000310b0000fa0a000006040000600a0000f50a000050090000d20400007c0c0000,2987,0,6,0
