trial,a_hex,b,m,alpha,e
0,7b05000010020000860600004e0b0000b50800009008000049000000e30b0000660a0000100300000d0a0000b50100009d0600006206000036090000f5040000ad0200006000000099000000450500002e000000f5040000510a00005a070000420b000005010000200b0000a3040000cc0c000022000000690000003d030000ea0300006a0c00006c01000009020000e6070000f900000002000000490100009f01000044010000c70b0000f0000000b0070000bc0500005e0c000011080000c2030000a2000000ce040000b90500003e0c0000df0000009b000000a2020000d6090000b40600002c0b0000380b0000630a0000f7070000bb09000050080000,2953,0,6,-1
1,e20b000017010000e40100000c0900009c0300001108000079040000f2000000ca0b00000506000063040000a600000067040000170900005e0600005e0100000202000004090000ec0a00007a000000c7000000f70500002a0c000053030000aa0600004f0200000300000004060000c60c00004b0b000099040000fb09000075010000b4050000c20a0000d0000000bf0c00000d050000290000006107000037000000ac090000950500005008000059080000b303000019010000f30b0000450c00000f0a0000c30a000064020000f301000060030000b603000040030000f60900004b030000c1080000890c0000c8020000410200008c070000f90c0000,1290,1,2,-4
2,c70700007903000066070000d80200009f030000d30c0000440c0000f00a000052000000ff0300004f050000480a0000c9000000de08000096060000290c0000b6030000fb0c0000f3090000b3000000f3050000a70a000064090000390800000d0c00000a04000012030000350b000082070000d0050000dc0a00007f09000039090000720200009b030000eb030000bc080000350b00006d0300002a000000ac0900005c030000bd0000003e0500000e05000043000000dc080000e8090000f8020000aa020000a2000000c1090000380b0000360900005f0a00004d020000b103000017070000300a0000b705000063080000120b000080050000f40b0000,1672,0,6,0
3,24040000780b0000c40600001808000024060000920a00009b0b00003802000052030000a10a0000dc0900008c0b000013040000b6040000ba070000db0b00003208000058010000970c000019030000a9050000eb0c0000e30b00005d060000920b0000e4080000d0040000fa0b000070070000710a00005309000068000000cc070000040900004307000090070000390c00006805000045060000e7040000d802000053010000ad0500000a06000093020000c20800002b0700009e0c0000290b0000630c000024040000f8070000b5050000b6070000270c000014010000970b000002050000dc0500008103000032060000fd0a0000f40a00002f0b0000,782,0,5,2
4,c90400004a0b000037000000dd02000038030000d50700001702000091040000b6030000e30b000085010000ea09000029030000780900000802000000070000dd070000e9070000d7080000cf080000f0000000d80a0000e90a00001a020000c7030000df050000930600000a080000800a000037020000c20c000005070000440c0000860c0000670800008607000042000000ae0c0000ca040000b8080000b5020000d1040000be080000c3030000f2090000c5010000d7020000b7090000aa0b00003100000075050000bb0c00009c020000e40500007608000055040000e40a00002e0a000083080000f4030000f700000021090000750a00007a050000,1876,0,4,-2
5,a20500003b0900006a090000700700003c080000400200009e0b0000da030000420b0000b2040000d2090000c6070000ff070000600b00008d0c0000420a0000f8070000ae0a0000ed020000a40a00005d0c0000e1000000d60300000a070000940c0000300000001d070000600100000e030000330800005c050000820500007c0800001a0100004f060000420300002b090000b2030000b106000060020000d10c000039010000d40100000b04000065070000270300001a0b0000020a00008c070000810a00006708000067070000fb060000330500005b0c0000f9080000dd0500003f030000b30500008b0c0000d40700004f010000a5020000430b0000,1485,1,7,-3
6,050c00002b0200009c060000130a00003a0a0000db050000320900003008000072060000ff0400004f0700009b05000031020000b3030000a909000029030000d8070000720b00007f04000091020000060b0000d50100002705000067020000dd090000ec0c00004e0800006c0a0000a20b000093080000fe0c00004f0c0000680900002e0c00002305000094010000e002000052030000c4050000f50000001c01000028010000d0060000ad0800004b0a00008d0c000052030000f50c0000bb050000aa0700003508000064060000a40300004e060000190c00005e02000015020000390a00002d0a0000ae0a0000630b0000a1020000ef00000041020000,1725,1,7,-4
7,ae01000058070000c9030000e20a0000c60200003c08000054080000030700001f020000d30400000d0800003f000000a70a0000e0030000c40a0000d8000000180500000d050000ab060000a90b000006080000cf040000d90a0000b70000004d0600001c0800000a060000f4090000ef030000840a000047010000590b00005a010000e6080000550300009a02000084040000950c0000d0010000b1080000870400008a060000f80c0000e2050000d60c00004a05000095020000c6050000ae010000b60300007b040000720a0000e40b00005e080000b109000075090000670500009f050000260700007902000006050000dc080000a0020000490b0000,2354,0,6,5
8,28040000fc060000b1010000ca0a000018080000d808000035050000570400006e0b0000de0400006b080000090600009304000048080000f90c00004100000035040000be0a0000e4060000530500009d05000052030000e30a00006b0c0000ab0a0000940900005f0700005800000081050000930400004e0c0000ee0900000200000000080000b90600009001000097040000300c0000f00200009c0300002a0a00003b080000c9030000910c0000f00000001009000096060000b4020000410b000016080000e60600009c070000890b0000db020000d40b0000ca040000f5080000e505000039040000f20300006c050000fb080000600200000a0b0000,1991,1,0,0
9,b20b0000d4030000dc080000220c0000c209000046030000d3020000f10b0000e60500004a0c0000ed0500006f0200004b040000730c0000cc00000055080000460800006e05000075000000d10300008e030000120c00007c0b0000ad0500003b0b0000ac0b0000960100002b0300006a020000e30100004903000035090000320100003a000000260b0000b20a000025020000d9070000d5090000310a0000cc020000880000001a080000140300002c040000a80000007c040000a20000001a030000970200009a0a00001e020000bf0700001809000051030000db0a0000a907000088070000b50c000096030000ec040000150a0000340a000018090000,1133,0,3,0
10,660800000509000014070000b3020000520c0000f70c000048000000ae030000750b000042010000100400003e030000f2030000ce0500001400000062030000a8030000b90a0000250b0000140600006504000050050000140b00003f060000c50700001701000058080000460b000015030000cc090000df0600008f080000aa0200005d030000a20a0000750700000a040000d50700000f0c0000e70c00002e0800001e0a00006709000026090000e10a0000740800001b0400004b0b0000c10000007d0700004c0a00000902000000010000ef020000e30200001800000039050000aa0000008803000097030000a50a0000700b00005e04000093090000,2453,1,5,-1
