trial,a_hex,b,m,alpha,e
0,120300001c0500006a0600009604000009020000700c00002c0800000d0a000026010000c10a00004602000093030000fc080000cc000000890400002306000065020000350800005705000003070000330a0000c300000088020000c8040000ca080000ca0300003008000013050000e20c00004a0b0000c30c0000a0080000,2665,1,6,0
1,21010000610a00007e0900004f04000091090000290400000006000088080000b80b000096070000a6050000a2050000660a00005402000039070000a10700003c02000007050000b30b00000e020000530700002a08000054080000bc0500002609000075000000ef0c0000dc000000c6060000900000006601000088060000,1791,0,2,0
2,730400007d0300005f0900001e0c0000e60a000067090000220100008208000027000000070600004e030000a6040000fb0c00004f0c00000c060000dd07000015020000a602000065030000ea070000dd0200006d03000038060000220c00000003000023090000d804000073040000e5040000de0500002d0900006c0a0000,369,0,6,1
3,b8080000f90b00004c030000340b0000330c0000c9090000e30a0000a70c0000c80a0000e0060000750b000088040000da070000ae0900007d0500003c020000c50800003f040000aa09000012030000da080000a603000091040000d40600005e000000fc000000c70b000018050000190700000b090000650c0000c0040000,1027,0,5,0
4,b6050000400300001d070000a70900007a0300008a020000b5040000c4060000e20a0000ce030000a1010000c10a0000420b0000100c0000cd0a000090000000cf04000033030000050a0000620b0000a20a0000e6050000ae0a0000f7080000140800003f0a0000020400007b0a0000df040000880600007e0500009f010000,551,0,4,1
5,e00400005c050000ca0a0000a3070000bf0200008f050000fa0a0000d704000035060000be080000c80c00000a080000d20c00003b050000ed0300009a02000082060000c2030000540b0000ad01000013070000900400005b030000db0c00000b0100001b0900001b070000ae020000a20a000057060000ef06000083090000,2758,1,7,0
6,b304000066000000600300003d010000630a0000330c00006606000030090000ad0b00000f0700001a000000a30b0000f30400002907000095010000ab050000b90100001f020000c70600006e020000340800004c0c0000a60700007c020000f6060000e9070000a60b0000be020000d60600003b0b0000190a000089000000,3085,0,7,-2
7,b102000038040000f50b0000890400000e0300001d020000d408000067020000c20500002403000001090000bb0800006c0400006907000077010000f5050000eb000000500800003c0500007b09000094030000c80c00001b0a0000ff0c00002a0700006f090000f10100000e0500003d000000800a00001d05000010010000,635,0,6,1
8,520600006c070000a50900007c0200006b02000045000000a8080000e507000012000000bb020000350a0000880a0000ab000000980900009c0a00007f02000011070000d3050000a4060000a30b0000a8000000cf03000034000000690900007a0200003e09000049050000c40c00009b090000c10700005106000028030000,1879,1,0,-2
9,38090000a40a00002f000000840900009e060000db0500005c0b0000eb050000f8030000700a0000d10200004a0a000054090000170300007f0600007f0b0000ca010000d9050000e7020000130000008c0c0000f2040000460100005709000072070000d90900007c00000070090000a3000000620800007a010000f8030000,2543,0,3,3
10,eb000000bc000000bf070000ff030000530c0000af040000cf060000210b0000ac0100004302000047000000fd07000040040000000500000205000064040000ea060000e6060000790400005c040000e90c0000530c000065050000900800004007000042080000930b0000fc030000420400009d010000a6000000c80b0000,591,1,5,1
11,34080000170700005c07000049070000020700003e050000540100005e07000014080000ac0b00003d0b0000f00c0000bf000000eb030000ca00000053080000a80800006d0000000a0400009d010000210400007c060000ea0200008604000081070000cb0300003a070000850800002a07000097060000980b0000de090000,1855,0,1,1
12,a3030000b9030000360300005d020000b1040000680900007a050000f9070000f4020000a40800006e07000077090000f00b0000ce04000050000000770200006c000000d809000077080000bc0400003f010000b7090000080100004e090000160a0000c80700008d01000099010000a7030000af0500000a000000a4040000,1658,1,5,2
