trial,a_hex,b,m,alpha,e
0,210c0000c90b000061050000e70c00002e0c00005d050000b9080000f1030000660c0000d00000004d0200002509000012040000d5070000d307000062090000720b000005070000a6020000c908000079080000490b000014050000cc060000b600000019090000680c000066040000cf070000a0050000b9060000c7050000,2707,1,6,1
1,870b0000da0b0000a50800008d020000e5000000360800007b0600002302000086030000f8040000f30c00008a0b00009a0a0000b7040000db040000be0200009f000000e70800009f090000080200007403000065020000510a000075050000d3010000b8020000bc0000004f0400003803000045090000430000008c000000,1672,0,2,-1
2,f40900003d0600000f090000470500000502000017010000e40b0000ac080000860900006c0b0000720a0000ff0a00009e080000ba07000089090000370800003d0a0000210c000055010000b80000006c0a00002a040000690800001805000009070000f70c000025060000820300008b0b000083070000990000001a0a0000,2884,1,6,-2
3,41030000ac010000350100009909000043080000690000001c0c000058090000600c0000c20000001c06000084050000ab0b00002e050000b20100009c010000d0000000e90000001e020000ea070000c20c00002509000044050000350a00002802000034070000bf0b000020040000ee070000100800006d0c000091080000,1104,0,5,-1
4,26080000c40b0000a70100000e03000079020000b40a0000a00a0000e50500009604000020060000570a0000520c0000ae030000ce0b0000fb0b0000b2000000d709000079080000d60a0000060900003202000081050000b70100006909000018030000c10000004e0b00009f0300008b080000a707000038070000940c0000,2686,0,4,1
5,2202000086030000ae080000ae030000a5030000a20900000c060000b4040000920100000e070000d80b0000e80b0000100a0000260500001d000000200c0000eb080000b8080000e30000007f01000018010000f10b00005801000012070000110300007a070000320b0000060a0000d20000009e010000b4030000d2060000,14,1,7,1
6,e8020000200400001502000006040000c90c00008b0c0000e40200002a020000bf07000007040000960700008f080000920100007d070000440a0000560400001f08000080060000570500007b090000cf0c000032070000d50a00004e06000022060000610a0000c90c00009104000061060000ae050000cb0500009e000000,281,0,7,1
7,ac040000e80100008d0900005b020000ce060000b3050000410c0000740a0000ec0c0000900a0000c20a0000050c00009902000011090000480a0000fe0a00002f0900007b0700007e060000f40a000066060000500a0000bf0900001c07000079000000500000007f070000f4070000d60900006f0a00004c01000061050000,1473,0,6,-1
8,e807000012090000b7090000bd08000000010000910b0000920700004a0100003502000012050000150a000089050000260c00009e010000c1040000ab060000210300003506000047010000360700002a000000ff03000064060000540500002d0300007b030000740200005803000028030000410c0000c8030000f8030000,3265,1,0,0
9,f30700007e04000038040000b40a0000160300004c060000870500001f0c0000df0800000402000057050000610500003a09000030090000ad050000ab040000f70500009006000059080000e10700009004000084060000e1000000260c00007f040000c603000068060000fd030000480000008c060000c20400002c060000,2507,1,3,1
10,2005000062070000730000004e030000f20c00002f010000170c0000290600001c030000b3080000260b000041040000290300002403000002030000d8040000280a0000a5060000270700005c0c00005a040000f00700005400000040000000e4050000f40b0000f90c000030090000ed0000001a0000003606000046090000,2688,1,5,-2
11,340500000f02000020050000fc0400008808000057040000a60c00005803000040090000640300001908000060060000b3080000340b000056020000b6050000ff0900001e040000d9040000b90a0000890a0000b60400009f0100000a02000088050000140100003d030000470b000058060000380800007c08000079000000,1338,0,1,0
12,e403000009090000040a000076000000e5030000d8040000db0100000b040000dc0900003e060000a7030000c4090000100c00009d0900002b0000006c090000d4000000360b000067030000f6040000250000009b0200001203000049010000e60c0000060100003f060000a609000056050000070a0000de08000076020000,2245,0,5,0
13,f00c000072080000d30a00008c0300009a08000025050000c2040000020700006502000040010000c10b000002070000eb030000c103000053000000cd070000190a0000c4090000610b00000f0200000e08000012060000e20a00003a0c0000c70b000051080000c40000003304000012000000b40700001207000075030000,3059,1,0,1
14,25080000f90a0000740b0000f7060000900a0000f4080000bb0300003b080000d9050000de050000a10000004c0800005c050000f40900000c040000e104000034090000cf070000f3010000f60500009e020000c6020000fc0a00006c0000000c0700005f050000f203000013000000ba070000e90b000028010000ce0b0000,1555,1,2,-2
15,e9020000e108000050050000070800006d000000e800000034010000f5000000cd030000c4030000c0070000f6000000090300003c02000078090000400500002d0c00009f0c000049020000ad090000950300004e0700002307000018040000c40a0000500b000038040000c6090000e7020000300c0000ad07000082040000,50,1,6,1
16,9b020000b00300003e0700001209000063090000670b0000f3080000e10c0000a1020000160c0000a2060000fd070000b9000000d80500002c040000a6060000b30300007c090000890800001f0100004d00000046060000480800000b0300000e0400007b0300003b03000088030000b40600005a03000083080000f9050000,1492,1,7,0
17,950900006f070000a7020000830200002f030000b90c00001f0000008b0000001a0a000020050000b30a00000b0200001a0c0000420b00006b010000930900002b020000920600009c080000200a0000310800004a010000ad090000c20b0000a3000000c60700006f0000009605000015030000b5000000cf030000580c0000,1153,0,0,-2
18,1e01000013080000ff0b0000de030000660200009f040000d00a0000d2010000e80c0000c3060000b00700007a0c0000d308000057030000e50a0000900800001a0b0000ab01000022040000cd080000ff0a000044000000f3010000f0040000670b0000cf0300007b0b0000b10a00008400000079030000130700002e0c0000,3188,0,5,1
19,d5080000a8040000690c0000a0020000e4080000b7010000180400009e0500008a040000b2070000ad020000b90c0000c5030000b9070000bf0200007d0a000053030000e50c000007070000c50b000045010000c10b0000b6050000f3020000510900003d08000075030000ab0900009f0800002e0900008b0400007c020000,1892,0,6,0
20,a30b00007c04000095000000c6060000f1070000fa030000450a00000f0a0000ad000000790b00002d0b0000d70500009c09000042070000b9060000c40300008b0400009f090000f80900000d0200003c0700005d020000150c0000010c00004b05000077070000670b00009a0800005e0b0000b70200007609000015000000,681,0,2,1
21,71080000630800003f010000be0500006f070000260700001d000000bc03000060020000d30b00009b070000520b0000e8060000190b0000e1080000f3050000da000000500a0000f00600003b01000083020000290600001f070000c60c0000250c000087040000080300006d010000da0100005d010000da010000df0b0000,1621,0,7,0
22,71020000e2050000ad0700006c0c0000ce0900003b030000830000003a060000990800007e0400003603000010050000b3050000590c0000980000002d0a0000840b000093080000f40c0000150b00006e0700007b030000b60b00005e030000c60500003f0c0000d30600005601000085080000d9080000ea00000079070000,1766,0,0,0
23,4f020000aa0a0000e6030000ef060000e8000000090a0000900300000e0a000079000000d8030000a802000035030000870000001801000079060000560400009f0a00008a08000091060000e80600004b02000065070000a70c000049070000860000000c0000000d03000090050000d406000071070000e10c0000d4070000,216,1,0,-1
24,02010000a9040000740b0000550600004d0c00005c070000b10b0000860c000047030000ea050000e3070000a9010000b9010000bf060000bf0500001e030000070b00008405000071040000c4050000fe0b000026080000100000007f0400003e000000540300007d0700000e0400003f0a0000c90100009105000006060000,1037,1,1,-1
25,91070000bd030000fe090000150b0000a5000000a60c00009e010000ad08000021010000a00a0000bf060000800a0000610600002f0100008c0800009a060000dc040000a2010000d4010000d405000081070000df030000090a00009602000079030000c40000005b000000170500006106000026040000080a00007c0b0000,2430,1,6,-1
26,39020000c3050000ec0a00003e06000092010000e209000066040000ba0b00004708000041010000a80400004e0500005702000003040000a30a00000306000010060000e701000094030000de090000f30c0000ea0700004b0c000010010000200600006b0300000d000000190c0000990300003d0c00003e040000ba0b0000,1936,0,6,1
