trial,a_hex,b,m,alpha,e
0,ef0c0000a40500009407000010080000960000001b000000c0090000eb090000bf0a0000f3090000450900003c0900001103000009020000280c00000e090000ed0200005a0100003501000006000000d8030000ed090000ec010000670400004a0700007b09000048000000e2070000780400000b0200009b000000e209000014040000de060000060b00008c040000860600008b000000dc020000ca050000250900000502000047030000bf0900004c0500008d0200006b0b00009502000014060000a8080000e4060000910800001b0a0000ff0100006b0300004f0c0000f90800002b020000ba080000db0900001102000000090000e504000093020000,547,1,6,0
1,6d00000065000000340200003f040000110a0000820b000070080000db090000330800009a0b00001b0600005a0000000600000044060000780c0000140c000097000000c1030000800300002200000000000000560b0000f10000008c0700009600000057000000270c00000400000077080000bb0b000056010000fa0900003c03000064010000770700008501000097060000ca0500009a01000074010000cc0b0000ea0a00007c0200001a0b0000a8040000a801000041010000d2080000a9080000bf01000067070000ad090000d4080000f90300006f0100001b040000b10000003d0c0000ee030000340c00000c0100000b0a0000740100003d050000,158,0,2,2
2,96070000530300002708000097020000f10a0000af080000ae0000004d040000f9080000a60200001b0200009b040000b80300000f0b000048070000400600002a0b0000a60400007d04000027050000a90100000e03000044090000d00600000900000041060000980900004a020000db0c00000d010000dc0a0000cc0b00005a0500006f0c0000f70900002a0a0000f6050000e9070000ad0a000095030000ae0800001308000012000000d20a0000990c0000040700004101000024070000fc040000f20a0000ae070000a60100000b0800003d070000ca0000002208000029030000490a0000c206000005050000800800008e060000b4090000fd000000,1314,1,6,-3
3,e7020000e10100000006000072040000640300001b060000850a0000cd0b0000cf090000b20800007d09000091040000e0000000ae0300001e0700000a040000e0050000f10a0000dc070000710c00006e0b0000510300001f0500000902000085060000380c00001a07000066070000e70b0000d00c00006e0300007c0b00008c0b0000ed040000d90200009e040000490000001b07000088000000670700000f04000015020000fa0c0000a300000014070000670b0000c300000070060000ce01000074030000f10100005f0b0000ed05000074010000720b00001e0c0000520c0000df0c000001080000c30800009004000047040000040c000022010000,1751,0,5,0
4,1e080000d8090000f0090000a205000046010000500b0000180c0000e8080000430800001602000025080000a80700002c0b0000df0600009f01000002070000de09000037050000260a00004a0a00003e0100001f0c00002007000085000000fa0600007103000032080000f2050000fa090000c2010000a4060000f3070000520300006a060000fa0300001001000006060000d8030000b70200003800000097010000530000000f0a00008c0a0000980a0000fb000000640100006a0b000034090000ff050000dd040000b006000095020000910400008d09000042090000c30600007a0c0000c60c00002e000000770b0000390b00005d030000430b0000,1128,1,4,0
5,d70700008905000064080000a60600007505000089000000370c0000540a0000180500007b0b000075090000640900009c0b0000440c0000ca0000003e0100001c0b0000a70500002a080000f0090000510200005d0000004d0a00006c02000090020000e1060000fe0900007e0800002f0000008102000093030000050c0000f6070000a10000002406000094030000470a00005805000073000000230c0000df02000020060000600400004c010000eb0c0000ed0000006c070000600700000304000075010000ca0a0000d30c0000ef0100004f040000eb030000030c0000af0c00003a040000630a00008e00000025030000a2000000050c00001e050000,3209,0,7,-2
6,0a00000035020000b8000000c3030000a60500002a0000005a0100009304000075070000a607000073020000bc0800009e080000eb0c0000150b0000970b00009a0100002105000002050000f5010000890200008f0800001202000047060000f40c0000dc080000dd0900001a060000da000000850500000a000000e1050000d80200005f0200000e00000041020000fe0c0000b7060000cb0b00003305000070030000740a0000f8050000ab0a0000580b0000be070000480b00008d0b0000a20900000d06000030020000bd040000e7040000030a000046080000730700007c090000150700006d0a00000f0c0000b90500001c0200003e070000f5000000,2253,1,7,0
7,930200009006000040010000ae0700005e0500008606000019060000a804000000020000ef030000fc0b00002e000000290a00001c010000fc0800007b010000b101000006080000730600000c0200004a090000c5010000b002000032090000be010000c50300004e030000c7090000960300000d0400003f0300002f030000480400005c050000470a0000b2090000d90a0000c5080000f40600006b0c0000860a0000e60300004f06000037070000b0090000b10b0000f100000018090000900200008904000076020000ae0700007e090000d8070000290100009a0900007101000031000000ce0b00004a0200002e010000b707000013060000af060000,1448,0,6,-2
8,47050000b40800007103000050090000e60c00002d020000410000006c060000fd08000081050000b9080000aa0300009908000085000000560800004e070000f7000000c2070000f4090000a5020000fa04000072040000fc030000b2050000630900001f090000f8000000f707000091090000d0060000410400002e08000019090000370300005f0c0000df040000cb040000b10a0000ce020000f9000000c0040000f30c0000d90c0000420400007a04000075000000db040000bb060000c30300000b000000e80c0000cf070000ab0600006c0a0000fa090000540700008a080000e8030000c70c00000601000094040000cc090000890c0000af050000,2997,1,0,-2
9,f608000035000000b501000087050000aa0a00000a0400005d030000600300009a010000f20c0000000c00007e020000cc0200006e0900005303000092000000ba0800002702000053010000fb0100005f03000017010000290900005009000052070000920100000f02000006000000880400007d050000080400006001000023010000780800009d0b0000db0b00004d050000440900004d0c0000660b0000d00500007a05000063050000bc080000180a000041060000a9070000370700001a060000ad02000009070000ee000000fe0a000080040000f9000000f9000000d50a00005c020000380700008c030000ae090000000b00003a040000fc0b0000,3313,1,3,0
