trial,a_hex,b,m,alpha,e
0,c6070000060c00005a05000006050000370100007c090000d30b000010060000e400000092010000b10c000076030000e600000089000000cb0600008504000044090000d20200007a0b00003f030000940c0000b50200007b000000030a00002b0300008e060000550000000c0a000036080000720200007e0a0000ed0b0000be0900007300000033050000d80300006403000014010000660b0000bd080000830b0000f30b00009e0400009d06000000000000e6040000eb070000d30b0000cf0c0000e001000073020000f007000032050000f00b0000aa0600008f070000c4070000ba0800003b0b00009b0600006a090000860500002106000004070000,1497,0,6,1
1,a8020000b307000048020000180600006e0100003b00000072020000b8060000f3040000ff000000c00100001401000007050000aa0600006f0c0000ce060000400c0000e20600002d05000019010000a4010000980a0000e3060000db020000460900000a0a00002c060000220a0000420c0000d208000002020000df0a00008b000000370400001d0b0000db060000080000006d0900005e0900002f0b00005d07000022090000b00800007b020000b40300004b050000d70c0000a60100003b070000d4010000be0300004d0100006b020000360100003700000040010000e10100001e00000022020000820b0000d50900003a0a0000a605000082000000,3211,1,2,-1
2,e0020000ed060000500a0000bd0600006a0900000b020000100800001b0900003f0600001e02000088050000f806000003010000570700001a010000430a0000b807000089080000b60400004c090000ca080000e40b00002a04000041000000940c0000600800000005000008060000b702000086070000270c0000f8070000fa060000040800001c0100001b0c0000fc0400006f0a0000ab0800007a050000e3040000bf000000ae01000022060000390b00005c040000f5050000710b00004d090000d70500003d090000110900005502000047090000950c00000f080000c1010000360b00000b010000f90200006b0a0000370c0000b30500003e020000,982,0,6,1
3,dc00000013090000460900003500000044070000b1040000b0080000d60900007c010000d50c00009d000000e30100000507000055030000a6030000960100006b040000ea010000760700001a0900009c0b0000f705000017070000110100002301000063090000f00100005f0a0000c4080000470c00006f06000091020000470b000057000000ea0c000050040000f80900005808000060070000eb070000db0900001e0600003d0a0000fc0b00004d040000a4000000020c0000c80900005c0600008a0800007a0a000093050000e20a0000a3050000f50b0000720000006e0000009c010000860a0000a4050000e30c0000d6090000f20a000082060000,2850,0,5,-2
4,5c0a0000dc050000f70b0000f403000078080000930c0000100500000e07000013060000e706000027080000e90400002e050000280a0000c60c000095050000e7020000640c0000f1020000a50b00005c0b00007105000054010000c7090000570c00003a02000007060000070500001400000000060000c7020000450a0000b90900006b070000b1060000fb0a00002b080000c20c000099060000ec0a0000b70c0000dc05000054040000040400008e0900008f0200004f010000fc0a0000080a0000a2090000cf0c000009020000a90a0000d3080000430700001c050000d2070000cc0100008b0200009b010000f00600007f040000c70500007b010000,1752,1,4,-3
5,be04000097020000c2080000a60a0000a00a0000930400008d0c00004808000093000000230200003a0100009109000097080000150600008f000000a50900003e080000fd030000d6030000600b0000c0050000310c0000dd090000f405000072030000fb0a00002c020000c008000060020000d00c0000db080000360000003d0b0000cf030000f5000000b30400004d060000fb0800001c0b0000fe0800003b0c00005901000049030000fe08000062010000550b0000a80c00000c040000a7050000730000009e0500002d060000d7070000ba0a000099050000360c0000f707000026020000080300005f00000061050000f60800005809000063010000,2353,1,7,-1
6,310b00008b0c00008b0900009104000070000000b70b00002a070000650400004505000092050000980300001b080000fd050000310a0000c7010000fa0b0000d7040000910100003004000044010000ce010000550300007c060000140800001d07000028030000130400006701000012010000e50600001b0900004404000024090000820900000c09000022090000fb06000050070000c70a00008b0c0000de050000570000006e0b000060030000fe060000b2040000ae070000e7000000ac0c0000fa0a0000e6030000810600005e020000eb0c0000cc0c0000a00c0000b20300005a080000c30500008907000082060000290c00001b040000050c0000,1202,0,7,3
7,c106000077050000bf0b0000f80c00003a0900008f0300005c080000e303000001080000490400000f040000890600007b0500000900000037020000c8060000d3050000950a0000b2040000790200003f030000d90800004e080000280a00003e0900001c0800003a040000b005000032070000c3030000b906000020080000b10c0000a70700007d0200006207000024090000e3080000840900004502000081000000fa0900001f07000007030000e6050000a2000000c80c0000630000009d05000060000000dc000000f70b00002e0700003b0c00003103000043060000200c0000490b000074050000a70c000066040000ab080000160c0000a0030000,1409,0,6,-1
8,50090000d80400003505000078070000830100008308000040080000f9090000cb030000f5050000ae0c00003e0000007109000093080000b3020000490a00009204000019040000320a0000100100008a070000240800007d0100009b0800008106000035070000b4030000a302000017070000e6070000a3040000f70c00006c0a0000880b000019050000aa020000e80c0000f0090000ea0900004f030000510400006e0b00004d040000690000005d0800005e0900006a020000f2010000ca090000c6030000e10400004905000004050000050a00007a020000a60200001e000000bd04000003090000690200003d07000072010000a5080000c4000000,1697,1,0,3
9,9803000038060000cb010000c0060000a20b0000e40000008b0200002f00000079010000c0040000e90c0000b9080000f6060000bc0c00007d08000081080000e8020000a60100006c020000b6000000c30c0000ad0600002e0c000020040000e204000005040000730a0000710100004208000019060000330700009009000090020000c00000002003000041080000ed0c0000a9000000ab080000480b00002803000017050000c50b00003a050000ea0800003f070000d90700003f000000620a0000060b000022020000240c0000960b0000870500001f090000b60900004700000095080000eb000000390a00006b07000018010000180a00005e040000,773,1,3,3
