trial,a_hex,b,m,alpha,e
0,24020000a2000000ba0b00005809000034060000170700007d06000076010000ce090000d8080000f905000034080000740700009b0c0000590b000054070000,2687,0,6,0
1,d2040000200b000029080000ec070000d00c00008b08000033050000b70b0000d0060000f50800006e0c00001c0400007001000009040000f904000090040000,2215,0,2,2
2,42020000f10a00008a020000d4010000a30a00007705000075020000b603000077050000d40b00003a0c0000300300000a0500004e0c0000e901000080030000,944,1,6,0
3,050a0000df020000f501000082020000d90a0000890800005e060000c4010000200b00005503000049030000f60800001b080000360900009c07000030020000,2143,0,5,-1
4,ec0000006e0a00000e050000190b00003a020000d0080000630400001a010000680500004e0c0000280c0000fe070000b70400003e04000090080000ac070000,748,1,4,0
5,1c090000290a0000630b0000260c0000ec0c0000b60300005e0c00005b0a00003d010000df030000510000006b020000200c0000a00400008f040000d8060000,923,1,7,0
6,a5020000ec0500009507000062060000b20500001606000089040000120900002f030000650700006d05000012080000530b000025010000ea09000030030000,1656,1,7,-2
7,4f0b0000700300003c0c0000e6040000b90100005b0100000d06000085060000830500007b080000ec0900004d0200004f0900007d030000b1060000d00b0000,1047,0,6,0
8,75080000c3070000ef0b00007805000081030000a2020000c00b0000750100006507000081060000890b00008407000078070000ee050000b205000001020000,1667,0,0,1
9,000d00009f040000620400000c0700001c0b0000b0010000060c000024020000b3010000f90500006c0900001f01000032060000ea0700000801000095030000,1876,1,3,2
10,46070000e407000045010000f50b0000250b0000e10300002b0100006209000094030000ca0a0000410a00005f000000090b000077050000de02000020020000,2470,1,5,1
11,c20300003d0100000f0a00002b020000fe0400005e00000032020000ab040000de05000058030000ba0c00001b0800005101000006070000d204000089010000,2487,0,1,1
12,92010000ad040000540b0000640500008b0c00007d02000083000000bb0800002300000042010000f8080000a3000000b402000034040000270c000058050000,2089,0,5,1
13,0c060000760500007c04000003050000a30700006c0b0000e1000000cb0b0000930a0000c8000000dc0b00006f040000900c0000320b0000270700000b080000,1528,0,0,0
14,43080000c8050000130800000c08000066060000e1000000d9070000810100009e0200009b05000072040000f808000036080000380a00003d00000099090000,2576,0,2,-2
15,5002000095020000e10000003403000082050000cc0300008b0b0000ba000000dc000000a7040000a40700008e080000e9000000240000008c05000033010000,3245,0,6,-4
16,e2060000cf000000fc000000f302000082010000350900006f000000ff010000c1050000660600005d010000fd060000870c00008e020000ee080000070b0000,2278,0,7,-1
17,24050000c5090000dc01000004050000ff0b00003a06000012050000c1050000ef08000043050000790400001d0800009f060000ac060000ab030000bb0a0000,2046,0,0,-1
18,d3020000570400008a0a00006c0800009c030000d50a0000ee010000610800002f0600009a0a0000a7040000ab0800001d060000b5080000df0b0000de010000,3162,1,5,0
19,720a0000b104000025090000e60b0000b608000093010000680b0000b40b0000d305000013050000910a0000d1000000000200000801000082000000c3030000,348,0,6,-1
20,7b0100008c0800006c0c00004b0b000077010000fd020000ab0000002e050000f002000043020000cb040000b0010000b7020000ce020000bb0800006f0a0000,1794,1,2,0
21,1b0300000a000000ab0100005e0100005d0a0000b90000001806000084010000040900000d0b00009f0000000c09000023010000be02000041030000ff060000,2865,0,7,0
22,040b0000b40a0000460200009f080000f8000000cf0b00006e040000110c0000df0700000201000059080000ab02000044030000920000002f04000044010000,3052,1,0,1
23,e80700006b0700001f0900001606000008060000230c00000b0500002b0200007b010000ea0a0000be030000e60a0000fa0c00005d0700005b0b0000bc0c0000,985,0,0,0
24,610700008b06000056020000080a0000bc0900003f0200005d040000ec0b0000210000008a0300007a060000cb050000b509000050090000d00b0000570c0000,631,1,1,-2
25,bf0a0000f6020000260b000048040000530700002402000069010000a50c0000a8000000ce0900007f0b000024000000ad01000066000000e0050000370a0000,125,0,6,1
26,41030000a7050000ef020000a7000000160b0000ed030000380200003b06000074020000df0b0000dd0400008a080000c90b00001c09000021030000df0b0000,2156,0,6,-1
27,0f0a00000504000093000000290c0000190300005104000001020000650c00001c030000d90c00007e070000fe0c0000c6080000540c0000a6080000a4030000,1485,0,6,2
28,2e010000020200003d000000cd010000fd070000d90100008105000082010000b1060000500c0000f109000072010000cf07000091090000db040000e3060000,1277,0,7,1
29,6708000085030000e50a00008207000037080000b10200008c090000100b0000e6090000420000000e0000009d0b000087000000ba0500002301000088010000,352,0,3,-1
30,d3060000f20000000e060000320700002509000023080000810700005e0500000d070000d40500006d03000018060000730900004b0a0000ac0700002f0c0000,2791,1,5,0
31,520400005c0c0000e9050000f304000044010000040c0000ce0400008a030000950a0000680c000006070000080300008c010000140500009f070000ba0c0000,1612,1,3,0
32,930700005204000025040000a50200005205000095050000cc06000086060000190600007502000048090000230a0000530c000058050000d80b00002e090000,1841,0,2,1
33,3f06000044050000da010000c4030000fe0c0000b3080000c20c0000f70b000080040000ce0800007b070000250200006405000031090000a90b0000cb040000,2042,0,1,0
34,650500008301000052080000f8010000ec060000d20c0000000a00007d01000020050000d90500006c0c0000a30b00004f0c0000470500009e090000880a0000,2558,0,5,1
35,5707000024030000fd0c000049090000e3000000c70700008901000030090000320500004d060000330200008f010000bb050000d90000004e06000035050000,693,1,3,-1
