trial,a_hex,b,m,alpha,e
0,77020000e80500009c020000e70a000025010000e2000000bf060000fa05000078010000070b0000c906000067020000000800004f02000064030000f50600009c050000690200001e07000050000000b0050000b4000000220a0000d70200002d05000050020000ec020000060500000a0c00007b0c00002805000007010000,1596,0,6,-3
1,650400002c0100003307000017050000330100002608000074040000e50c00000a010000b20900003703000055010000c10b00008007000085020000430500007f0b00005101000084010000770900003c070000300600009603000040040000970400007f0c0000a70b0000d90b00000005000050050000970a00008a0b0000,1227,1,2,5
2,fc040000a3080000410b0000410300002a030000a805000023060000d6030000ee0a0000bd0700006906000056080000360200004c0b000003000000a50c00004d0100008c0400007c080000350a0000bf0600002006000068080000c20a000026080000f90c00006d040000c40b0000b90300009e020000520a0000c3020000,2178,1,6,0
3,53000000c1070000b6040000690900007d090000f6050000950b0000ee090000cc030000d40800000f050000c7000000ac0a00001b0300007e06000052000000410a0000d8040000bc0600003e0b000070080000e6040000d2070000f10c000093060000f9020000420900005c060000130700008e0c0000c10c0000d00b0000,1748,1,5,4
4,c8020000ba090000ce0a000018050000f4030000c103000085060000f9000000470a0000e80600005d02000093020000bf030000f4010000ea0100000d090000c5030000bb0200006f0800008b030000b7020000f10b0000f206000083060000dd0c00004b06000075070000620700009f030000300b000046060000cb070000,1750,1,4,-2
5,d0090000d202000003090000380b000077010000f3070000e9050000280b0000f90600000b040000d3060000c80b0000a0060000d107000011030000550c000082040000d00c000013050000320a0000e50a000067030000390600007d060000b1010000ab0a0000d1010000f70700008d00000012070000e50000004e030000,1797,1,7,7
6,c6010000a3090000b40200008e02000004070000630b00009f02000036000000d6090000b2010000a4000000740500000706000000080000bd02000065070000d206000042060000550200009c0700006900000026010000f1010000c90100001800000059010000c10800005e0b0000df0400005a0b0000f802000028060000,1397,1,7,-3
7,0f030000cb0000002b05000037060000b905000048020000af050000890a0000870b0000b000000053060000c60a00000e090000ea030000420c0000b70600001204000031000000430200009805000032060000c50b00002b0c0000490000002b0a0000e9080000e8010000480800007b030000e6070000520b0000bc0c0000,1760,1,6,-4
8,f608000054000000e10400008c0a00005b030000c0020000de050000850000004307000081030000bb0b00007c090000770c00004e010000bf080000e40500003e040000370c0000180c0000f50200003f080000b30000003a000000910700007a0b00003b0500004b010000e5090000a70b0000d0050000d30300000a010000,1985,1,0,0
9,c703000048010000560b00003e0a0000a9030000220300000809000037090000420700001f060000370c0000be0500009b000000290b000007060000640900003301000098020000130a00000d030000a3080000bc0c000005090000d90b000020000000bb0100008b0c0000a9050000940200005f08000042040000b5070000,2223,0,3,-4
