trial,a_hex,b,m,alpha,e
0,840a0000da04000093000000100a0000370200005a0400007d04000003040000f4030000350100007908000002020000b8020000290100007e0a000030060000cf0600003e0100001d0c0000ae0b0000030700006009000062040000ca0300005b010000d0070000b30000001b09000098030000800600001a060000610700003b0c00009e040000aa0a00002500000010030000f40700000a0b0000bd070000f70b0000a6070000710b0000620c0000350500005803000091060000770800007108000037010000c3090000300b0000d30b0000920500008b0100009f020000ea080000f5040000ef070000ef0800009704000003040000420700006f080000,519,1,6,-1
1,87030000a30c0000e50c000022060000180300002e0200006500000084010000ee0200004a03000019010000ba040000640a000035070000b000000030090000150b0000a1060000aa020000a9000000390c000016000000120c0000d60a00005f0b00004f0000001e0c000045040000a20000007f000000ef080000610b0000b2090000d2080000b70b0000ba040000ed050000dc010000ec0a0000e00c00003f070000470200009d000000000d0000190600000e050000a4030000900600005908000010020000d10700003f020000bb0c00005b00000046050000a4010000050900002e010000fa0000002b090000b30300007a080000fc0c0000a8090000,1717,0,2,2
2,81070000e80a000061020000860b0000d50400009602000081030000210500005d000000240200005b060000a0050000dd000000700c0000d10c0000a5010000ff03000077090000fd060000050100000f000000db06000000070000050a00004a0000006501000056020000cb040000a40500006302000011090000be050000b304000046060000b0040000e80c0000b20a00004a00000065090000de0b00004d060000520500007701000044010000c00300009509000041060000120a0000b5040000fe010000cd000000ad080000280c00008106000081080000960b0000230c0000f20000006a040000010b00005d060000d90c0000d606000059010000,2914,1,6,1
3,e20000006e0700009c0000009b0c0000900400008c090000be0a0000720700001d030000ec0a0000740c000012050000580700004d03000091030000970c00008c010000f5030000a5080000470a00002c05000034020000e3050000f4080000eb0600008a09000054070000e6000000d70900004e060000170c00001b050000b80800008d00000017050000a5030000b909000061080000420c000088040000230b0000830a0000a10a0000290c0000070a00001a090000960800005a050000b20500008e080000720c0000050c00007303000051090000c7000000e70c0000060b00005b070000220600005f07000025030000f2060000f50400000a0c0000,2926,1,5,-4
4,e4010000c4050000a8050000e3050000fd050000320b0000d20c000080050000cd05000083090000b4080000cf030000980300007f0400002505000070070000b5030000030600000c070000ee09000011090000210900001a080000d30200007803000099050000430c00008b080000c9080000cd07000055070000620500006c0200001a0200000105000058000000580c00002d070000c40b0000ed0900000500000078010000da0c00003a0a000050050000470800000d040000500b00001501000065040000630c000016080000440200005308000078000000e50000001c0a00001e06000080070000b106000001000000be070000ea040000560c0000,1125,0,4,-1
5,260900003e060000bf030000e30a000025060000020c0000cb0500009d000000f3080000a4080000b9000000a3010000ae0a0000a9010000350000004b060000e1020000e3040000bb060000bb020000860b0000930400008c0c0000a906000014030000840b0000b40a0000190c00007b0700007f0500002e0a0000de060000330b00001b010000110300000f090000a2020000cd040000ea0100002f010000da0c0000180600000c0300000e0a0000f20a0000eb0a000088060000650900008b09000042040000720b000068080000c5090000260300004d020000630a0000fb020000f4070000e10600000a05000008040000fe0200000b0c0000c6030000,281,1,7,0
6,a600000005020000ac000000b30100001c0c00005d070000030c0000d6070000590300008e090000b202000051060000cc010000b809000083060000a30800006a0b0000c2080000470b00003e03000073020000110400007808000062010000f9030000e50a0000bf020000bb000000eb050000980a00009d000000c7080000620c0000800c0000e10800007b0300009d0a0000a5050000fd080000090c0000210500008b050000ca0100005c090000e30100006f0700000a03000095060000dd0200009a060000a30a0000dc040000830c0000b8000000d80b0000080500009701000079050000dd0500001f0500004509000094090000630300004b050000,2726,0,7,-2
7,410800009e010000a6050000a20c0000c707000022050000f8040000a500000080080000c60400009d010000490c0000f4070000620200001c0a0000710b00009a0900003f03000002080000490a0000ea03000030080000f30000006b08000029070000dc030000130600003509000028060000f0040000d6070000db010000d804000028090000a70c000028050000a00100007f0800007806000002090000f1080000f90a0000610200002d0800002c07000081030000ff02000084060000f9000000d4080000d8070000870700001b0000002a02000093080000e6070000d20500001a0100009a04000039040000420a000075070000980300000c080000,1658,0,6,4
8,f10c0000040800002e020000b40700001c08000018050000310000008c010000e30c00001f08000056010000230500007b0200000e0b00005103000002000000a2010000b8090000100c0000100b0000af0c00004604000058050000650a0000ac06000059050000f7090000b70500006d040000b206000096030000200800007b000000cf0c000049080000190a00000b030000220700003d0b00000c080000bb020000f7060000a0050000a801000084010000b30a0000a10c00007f060000b60b00008d070000ef0c00008a09000067060000990b0000d301000088070000150000006f020000cf060000a000000081030000570a00008102000028010000,1702,0,0,0
9,ca090000260500004d0a0000f20b0000a0070000c6040000fc07000032000000b5020000a8000000ed030000b40c0000d60b0000b70500006809000067070000d9030000ce0c00005b0b0000b40b00001e0400001f0c00003e030000120c0000b10000006f0c000017030000e30b00006b040000890a0000770600000c0000008b0b00007d050000440b00001d0a0000c50300002c0c0000bd0c00007c0c0000e2030000b901000088010000b30400008608000073010000be0c0000d3030000690c0000dc0c0000c60c0000610300004705000013080000ac020000b103000009010000a20c000011020000b80a0000dd090000a0090000d1040000ed060000,1373,0,3,7
10,450300002b010000bc0c00007b030000160a0000dd00000018010000eb030000e704000080090000ce050000cb0b00005f070000350100008d0900003b0b00003a0100002101000098040000a80500008600000000010000e305000030000000f6080000c0060000bb080000e30c0000540300003f00000000060000b307000008020000bb03000090030000270a0000de0900006c020000600a00009e0a0000060a0000b00400008d09000045050000b0040000aa080000ed050000d801000013040000f0070000ed070000cf0100009b080000b6030000a10a0000c40b0000d0020000310300009d060000530400009d0b0000900b0000380a0000bd040000,773,1,5,-2
