trial,a_hex,b,m,alpha,e
0,fc0a000060090000d00b0000b30b00001a0000005f02000041060000c809000095090000a50700001a04000055070000a10900003b0c0000ca010000a30400009409000091040000810b00006a0b00009c020000280c00004f000000eb0000009d060000b5030000a80c000015070000f80c0000240600003f0600005b030000c409000082010000c8090000110a00000c030000130a0000b7050000c6070000f80b0000420c0000000600003f000000c9060000d70000002f0a0000f60b0000cc0b0000bb0c0000490c00001106000067060000020b0000f60100000a080000d30400007b040000da080000c80b0000710c000008030000c0040000940b0000,2018,1,6,-2
1,670a00001b00000073030000bd0900005e040000880b00002607000028060000df0b0000ff0500007b0b0000eb080000ee040000bb0c0000b0020000900600005d0000004a0700009d010000c5070000600a0000c00a00005a0100005705000058010000ec0b0000000a000088010000120a0000df090000310a0000de0700007505000036030000ed060000ce090000a20900000505000072020000090b00002c0a0000e80600006c0a00000409000095020000b8000000570800008d02000031030000fd00000068070000b4050000350b0000030a00007e0a0000740100007d020000ed0600005a060000540c000098030000b008000079070000980a0000,1386,1,2,0
2,510800008b090000a30c0000ce060000990b00003d050000c104000059080000b90c00007e000000dd020000bc060000450700007107000025060000e6070000d7030000c00100008d0600000a060000970000001d030000050900007f000000e2000000410a000025080000100300009101000090060000ea05000096060000640c0000140800000702000046030000b0010000bf090000e00700002809000058090000fb0700009b0a000068070000060000003e0000007404000031040000c6090000130b0000c20b0000be07000027030000d10500005a040000720500007f05000062040000ce0a000012080000030900000d0200005a0a000033060000,1444,1,6,1
3,7b0a0000eb050000b70a0000b00600009708000064020000fd000000ca070000f60500001b040000fd0800006a0c00002d0400002a090000ca060000b70b0000720700005f0b00002b040000810b0000c003000057070000fd06000029010000c7050000a6000000490a0000f4020000a6070000ad0500007f0c000079050000d7020000d2030000740c0000b50c00009d040000a3090000410c0000c2010000d60200000b090000fd05000082080000f7060000b10b0000320b0000550b0000de040000d0040000dd020000e405000038030000ac0a0000ec05000015090000880c0000410500003404000060040000a6010000d409000023070000e3070000,261,0,5,0
4,3e0100005d000000cd050000df080000fe01000006050000880c0000f60c00002e090000330c0000890800009f080000b60700003205000024020000c4020000da0a000011010000990b000056090000180300009508000049000000ff0b0000e3070000f1060000d006000007090000e7080000010c00004b080000ea0a0000cc010000dc09000062090000dc0800009004000087030000840a00003b000000c80c00008b090000ff0c00007d0100003e0b0000e10000006d010000ef07000003030000970000005f0500009c030000a305000037040000aa060000590500004d0700007d060000040b0000e5000000a80600005a040000b30800003e020000,1584,1,4,0
5,7a0500002601000016060000b70500007a0300007c0000004c020000ec050000460700003f030000f20400008f0500007f050000bc0100007d030000df04000077090000a9080000e70400006f080000ae040000a007000083010000b60700000f0500005c0b0000f5020000620500001b0200007f0000003b030000c6090000b7020000a80900007d050000d40b0000940100008d0b0000a200000064010000d303000012060000eb070000bf07000004060000a10c0000b8090000440b0000aa000000260600000d01000070060000380a0000bb02000021010000ab0000005207000057070000c90200009f0400005e0700008509000045050000f2080000,1428,0,7,2
6,88080000cd0a0000a4050000f30400003b0b00004d030000ba00000048080000170100003c070000110c000047090000a508000088030000910a0000c30500000a0600003b040000860c0000260300007507000075080000a0090000c1060000bc010000920200006d05000017040000d7040000bd010000550a0000e4070000f706000032020000f10700004a050000e3010000280b0000880900004300000050060000b7020000ed0c0000de0100005a00000013080000f2070000fd0c0000ef06000064010000840100007f010000c10200005608000020060000e907000015060000e9040000910c0000fd0000004d070000900c000005080000610a0000,1275,1,7,0
7,320a0000d70700009a0300006c080000090100008a0300001c05000059000000f00b0000ce0c000001090000d8060000690b0000e606000099050000590900000a090000ba070000db0b0000490a0000960000008b030000fa0900000b010000fa010000e30600001a01000080090000eb0b00008a040000360300009809000079010000dc0800000103000041050000f10a0000d6020000d40a00007a03000055030000d30c0000080400008d0b0000600a00005c06000084020000a4050000db0100004e00000025040000900700001e0800009e030000400600006f0200004508000016080000fb0900008b0b000081060000de050000230900003e000000,469,1,6,-1
8,230400007c040000d90b00008f010000640a00001a0b0000c409000031070000af050000110a00009304000035020000c5090000dc080000ca0000006c05000053080000a50a000014070000bd0b0000f30800004f000000270300007509000054020000d90300006c0600002f06000071030000ac010000230300006e070000d7010000ec070000f5060000f809000020070000360c0000c400000038070000dc070000ae0a0000720a000089060000b20200008b090000f60100009a0a00008e000000ac0b0000500100008e010000ec060000d10100002d010000a608000025040000a703000045040000b00b0000fb080000b6010000ac070000870b0000,2719,0,0,1
9,d6030000de030000410800005d0b000022040000ec070000c30b000083060000d905000041030000c20800000c0c00007c040000a00c000079060000ad09000038060000320600007a060000d8030000340800000d010000a8030000b7010000d7080000490200000c010000e1010000520b00004e07000054090000b504000073040000bc0b0000bc0700005a0b0000e70a000059060000b306000034050000510100005b020000d5050000ef020000070400007d0c000048090000f20b000056020000370800009505000039080000690b0000910600002b040000a902000046030000370b0000770c00003b030000d8020000960800008d0300008f0c0000,944,0,3,0
