trial,a_hex,b,m,alpha,e
0,64050000bf08000033060000b305000038020000750a00005d09000074040000f40b0000f70800004f010000bd0800009a030000ea0b0000d60400008d0900008409000010020000ad0000004d060000ef070000820c000053000000920a000082050000890800003c0a00005a0b0000dd030000f9070000260400004d000000,1330,0,6,2
1,55080000ff0b0000ff0700009e0a0000a1030000df040000f6060000a40100009c060000bc000000550300005f02000039000000a90c0000e90000009b010000ee0b0000b803000085080000310a0000fd04000042080000890b00005e0400005c060000610100001807000077010000fd0700004f0c00008309000049020000,2455,0,2,-3
2,7909000083090000d9020000750300006f020000df02000036060000d50b0000b10100003c090000de060000760000002c060000d20600002d0800003d010000750b0000c70700002a02000028050000770b0000590700006407000049050000090a00006e0500009509000012000000eb0a0000da020000ff090000a0050000,2386,1,6,-6
3,d9060000c40b0000d301000080040000ac0b0000bf0c00007f0c00000d000000fb0a0000ab090000e70500009303000030010000310c0000b3010000e30b0000ca07000013050000c801000024070000fb04000061030000450500008705000097060000910800003e0700003b050000f4040000780b0000ea040000ba010000,1276,0,5,1
4,c4000000e4030000760b0000180600005d0b0000fd000000b90a00000d0c000069050000060400008e0000003a090000f70c0000370b0000680800006a0c0000f009000017030000ec0b0000e5090000110c0000b9050000640800006f0b0000350a00007b0c0000ec0c0000f20600002b0b000002060000bc0800004f000000,1011,0,4,2
5,93070000e70a00008e040000dc0c000076020000f1030000c60300004c060000e9000000600500008e0700003f0a00002c0800007c0b0000a9010000a7040000ef060000870c000071080000ed060000fe000000b8040000180c000018060000610a0000c70a0000420800003a0300002c0a0000530400004507000004010000,3326,0,7,-2
6,410b0000a2050000c5050000a20500008e0500007809000059030000150800006509000064060000650c00008c000000950c00009b000000b50b00000609000092030000d6050000b50c0000f30c000070020000a0090000c3060000660a0000ce0b0000ab0700008d0b00000a0100009f010000c50c0000d40b0000fd080000,3058,0,7,-7
7,4e04000016090000660c0000a60800004c0400001f080000950b0000d90c00005f070000640200009e020000c80c0000c00a00006908000007030000fb000000f20a00004006000024010000a406000011070000fc0a0000a5080000e90c0000cb0900002f0800003009000047000000c4030000bc080000490b0000a10c0000,1531,1,6,1
8,68000000a103000010000000c60100003a0c0000c7070000ab070000700c000033010000ed0c00005b0b0000e5050000c10c00002f0300002c0a0000ef0c000067010000c80000009a070000a5020000070600000408000033090000ed06000083070000f8010000800200005a0600009c0400000c040000930100001c000000,1929,1,0,2
9,57020000300700003e070000a6050000500400003506000003090000280b0000970900003c090000090800002e050000440900007e0b00007f020000e5090000770b0000e6050000720400003b0400001b0a0000c4090000f403000088070000540c0000a108000001030000fb07000055090000cf010000e40c000086030000,1052,1,3,4
10,84070000210800005908000039060000490a000068070000fe030000cc050000d9040000e902000082090000290a0000e7040000760100005608000077080000430200001c060000b702000015070000770b0000230a0000cc000000170700008b030000f803000014080000c90100000f0800002e010000640700001c090000,789,0,5,2
11,e2000000aa0b00001a0000005a0a00000f030000e2010000cc0200004703000090050000490300005b070000c403000088080000b70900007a0900006b0900005907000065000000e9030000cf0400006d0400006d02000054090000d60a00003b0c0000b50c000017010000b60b0000280700003e09000072050000db0b0000,52,1,1,-1
12,9b0400005c090000ff050000cd05000091010000bb060000ba010000e503000040020000db050000ec000000120600003e0000004d080000bc0a00004d000000f0060000de0c00008f050000830200002d030000cf090000b505000072010000bd0a0000710300008b0a000003080000500300000e0b0000d60a0000f3050000,1232,1,5,-1
13,55030000970c0000c0040000950a0000b60b0000bc090000a70500001f050000890a000076090000f6070000f40800003c000000a50200005509000042090000f2080000e409000065050000c90a00002e090000760b000074090000d7090000160400002e0900009e000000960b000023070000390a00003200000033080000,2371,0,0,3
14,900a0000e4020000920900001b020000400400001c090000e4000000740700009f0b0000a4060000380c0000310300003a0b000001060000d609000007050000b60200003a0700005d0600003b0200000c09000096030000d10b0000fb0600001c0100005e04000045050000fb070000040900006a0a000037080000b9010000,855,1,2,5
15,d302000012000000060500003b0800004f0a0000f20800007b060000050b000017050000e007000055050000aa010000260c0000850100003d0200001f030000fa02000078030000d60c00003f0400004f040000070300001c03000053080000f40a00007d050000f40c00008c0a00006e02000098040000250100008a000000,1751,1,6,0
16,0c0900003701000050010000bf040000f70c0000a00c0000950a00004b07000032020000a2080000e0010000cf030000180600002a0a0000da04000057010000920b000098020000ce02000054080000c40300000003000043050000500a0000f00b00009c080000f3030000640900002e0b0000710200001e0b0000c4000000,1145,1,7,-1
17,b7050000a10600000a0400003a080000470b0000d40b000091010000300b000014050000130b0000d204000019000000350200003e070000cd000000970300007903000043010000ab0400009b0c00008c0b00005b0600007c020000b9020000df00000041080000900300000c050000fe08000045040000330a0000da0b0000,2700,1,0,2
18,75030000e405000083090000b402000069000000530b00009a050000d20600006104000074050000e40500007d080000d2040000b6020000ce0000006e050000ff020000dd06000082070000db020000300c0000390b0000860a0000560c00000c070000030c0000370700007f0a000095030000c1030000dd0c0000970c0000,1309,1,5,3
19,a3090000d50a0000db010000d203000031000000a1060000f6000000d2090000ea0400009303000015060000d903000071090000e30a0000c30400004e030000f8090000e50c00001209000010050000be0c000075050000be0a0000720b0000e508000072010000590c0000c2080000e1080000e20300001f03000028040000,1458,0,6,2
20,c805000093030000e1030000f7020000e3050000e8010000e40c000044070000040b0000e0030000a8030000570a00005e020000e0030000e7000000510b000095090000300a0000cc0a0000040400009f0c0000d80a00004e0b0000bf020000ea010000880000007f010000a7030000e5010000a60a00002b0c0000ed050000,488,0,2,-3
21,f7000000560c0000fd0b00008b050000780a0000e20600009c0a00005f0800003d000000b30000001a010000930a0000f20600004f030000730400007a040000200700007a060000c3020000ae0100008e010000df0a0000cf0b00007d06000096030000be010000c50b000047090000000700005f0b0000660200004f020000,2014,0,7,4
22,4a0300005e0100008c000000a8080000a30700003a0a0000520b00001b030000190000003f010000b1090000e20a0000cf07000097060000020800007b050000e7050000f80800006506000032070000a0000000db0200005c070000fd08000013030000510c000021000000a1070000d900000092040000e8050000f4060000,756,0,0,2
23,a8020000840c0000b1060000d00a0000dd01000069010000e0040000e60300001509000019020000850a00003e040000aa0600004b070000f3080000060100001607000063040000ac0700001e0c00008b080000a90b0000f8090000cc0b000072050000920000004f07000075010000be0200004b090000a1060000ad000000,1054,1,0,-1
24,f2010000dc080000dc0200006e0b0000030b00004b0400008e0900005a0000008a0b000049080000e7080000b9020000b4070000c8050000e10400003006000060060000770700002b000000de0a00001c030000f20300007a030000560c00007608000028050000c1080000b5030000fe000000c5040000210b0000a2090000,664,0,1,2
25,40010000a302000002070000a40a0000040c0000df040000890900001c08000047010000160400005e0500001e03000053060000b00800008d040000020c0000a809000012030000af0100008f03000017020000d70c0000f901000084020000db040000bf020000dd010000ac00000089020000580b00007703000040020000,3284,0,6,8
26,380200002301000077090000500800008a040000d1060000ed0700006b010000510700000f0800002f0300008e050000860b0000e3000000ae0900004d050000c6000000c503000061000000820500003a08000064080000e1030000ae0400005b00000065040000a80c000037000000c701000092030000a00000001a030000,1026,0,6,-3
27,fe0400000e00000043040000b8000000c0090000a7030000cf020000060b0000bb0a00005d090000430000002f0a00003e0500007d0a0000b9020000c5020000430c0000cc08000072070000860500002c01000087000000c7080000070b0000ab0a000011040000b907000007030000a10c0000c20200007c0700001a030000,627,1,6,8
28,590c00000f000000d508000055050000fa0b0000e2020000270a0000b4080000c9000000180300007d000000c90b00009d0c000065030000db080000f3070000460000007f0b0000fc060000e50600006f040000ef0a0000b3070000df0a000093070000d106000047000000ca0c0000cc0b000007030000ed00000008080000,1101,0,7,4
29,e40a00000a02000096090000f80b00000a02000060050000d7040000c10900007f010000b6040000350a00003d0000006a0000004c080000cd090000310b0000a80c000021060000e9000000b206000018060000af090000f203000094030000a6010000a10b0000ce080000410300006e0b0000e204000040060000f7090000,1448,0,3,-5
30,95000000ed0a0000970400002702000028090000f10100003d080000a60900005f04000008050000840500009a0600004b06000087070000010c00008c010000c3090000b60700006d0b0000f9070000c80200007504000078010000050000009b090000ed0600007b0800003c0b0000190000005104000042080000c60a0000,2704,1,5,1
