trial,a_hex,b,m,alpha,e
0,83060000300000003d06000041070000ba0a0000b0010000a4040000c0080000eb0900002f0c000079060000da010000100900008c0000009a010000a60b0000f50c0000150b00004e050000140900009c0800008d070000d6030000c9090000c8000000a5080000ea010000ed0900003303000023020000f5010000b7090000,1428,0,6,0
1,9b070000aa0b0000580b0000c808000067050000a6020000d5040000dd020000f7020000f20100009b0c00001f030000fa0a00009c070000f20600001606000098010000e0090000500a0000b7010000ea0a0000790c00004d030000730400007e09000018010000cb030000100b0000000b0000390a00009500000061090000,85,1,2,-1
2,e3090000bd05000028060000ea000000220b0000b3010000510c0000bf0200009f04000085020000910100000d000000ec0a0000610900004e0700008b0a0000b40100009a0b00000a0a0000730100005a0500008b00000075040000f90b0000b5040000c80a0000da0400007e070000500100001f0b000007090000000c0000,395,0,6,2
3,230000001d060000c7010000930c000063000000e1070000da090000290800006c000000880500002d0a0000fb080000cd050000db0000002f03000071050000f50b0000fe0a00001a0000006a0500003a0600001a000000ed0c000062040000800c0000470a0000300400002f0c0000fd030000b70000006a01000060030000,935,0,5,-2
4,84080000d3060000f308000038060000b80000009e09000044040000c10300000a060000ab0900001a040000f5020000ab090000420a0000d90000000e080000eb0000003b0c0000c1050000bf030000de0a00007a000000d20b0000ff0900007f0b0000ba0c000050050000e20800003a0100007f0100000b090000fb070000,3158,0,4,-3
5,88080000d5010000670b00006809000090000000a2070000f40c0000b50c000018060000230c0000ec01000025090000890b00005603000083000000220b0000310400004f0000008f08000079030000ad0400001b0000004b000000a3030000c4020000490800006c0b0000d40100008a0400007b0000008b060000ca080000,2537,1,7,0
6,920c0000100c0000ca060000d3070000ab0a0000ce00000017030000b1030000ca0a0000be0c0000580100006b010000da07000093050000c705000095000000b2080000010a0000a4050000f205000028090000e4050000410b00008f0c0000b10300001c0a0000e9070000d50c0000c7080000a50300009d0700009e000000,2379,1,7,1
7,2505000043040000c50a00005c0c0000b10700001c0200007b0900007c0700001f080000270c0000a90b0000bf06000026080000190c00000c0400002d0a0000ca050000610b0000bd060000f30600006f0b000036090000930600006e0200005d07000036050000d00600007b010000ae020000a30c0000aa0500008a030000,1980,0,6,2
8,e3030000b80b0000e60800001e0b0000d10c0000770b000000000000b9020000910100007d090000410200001a040000f300000034000000fd06000050000000580a0000320000000d070000580a0000c80200004f030000c20b000074010000890a00003f050000b1000000ab010000d5000000ab0c0000230a0000a2010000,3280,0,0,-1
9,0d080000ef0b00000f060000db010000b00b0000f3060000bb050000180800007902000085080000a208000061090000660500000e0a00003203000066050000e5000000de08000036010000bc0a0000af040000c00800008a0b00001d020000ea06000081060000850500005a03000082020000d1060000e902000001080000,815,0,3,1
10,010a0000090800004c0200007e0300004b0c0000a40100009e050000b0010000750a0000ea000000e3020000d9020000ff0a0000850100000f000000030100006f0b0000e40c000021000000f5080000930500006f0c0000eb070000d50c000011000000160b0000f4060000bc0100000e000000b3080000770700007b060000,800,0,5,0
11,cb0a0000f5050000ae00000019030000f00600002a00000027030000ff000000f30800007001000095050000680c0000b10300003206000022030000970800009f0b0000e706000073090000a40300008e000000db080000f4020000020300001004000044010000c60c0000e705000083080000050900008e0a0000dc000000,1184,1,1,-1
12,38040000710a0000840800001d0500006d0300008402000047020000dd010000dd08000036050000310900003300000035020000af0c000079070000330b0000830c0000fd090000cf05000055020000af030000110800001a0a000023090000cf000000b104000009030000ff000000ee0b0000b1060000da000000a9050000,1042,0,5,0
13,4e000000640a000006090000fe03000001020000520a00003b010000510c000002080000e40b0000e3040000df0c0000f00100000f000000c2000000b904000013040000b905000018080000ea0600000e0500000f0800005e070000360900000b0c00001602000066060000140100004e0000006c0800007800000060030000,2508,0,0,-1
14,fe020000e60a00006903000021080000520c00000f0c0000d4090000c90600009a01000030070000af0a0000db0000000d0a0000ac09000027070000a8010000370a0000ef010000be030000150c0000a00b0000c109000019010000160b00000101000076020000b6020000950300000809000060060000f7040000e5050000,3080,1,2,0
15,100900002e040000920b0000530900007407000034070000a40a00004b020000ba0c0000500200008e070000f803000092050000cd010000050900002a070000c30a0000b60800001f0300003f0b0000fa0900007c020000d3040000d9070000bb0500009f0200006e0200001a060000390200007b010000720700008b010000,2634,0,6,-1
16,25010000d6040000f60600002f070000b0090000a20a00007209000018080000c1020000280500003a040000b208000035080000a801000022040000810a0000a900000016000000bb0100003a00000095060000090a0000ca0b00001003000040080000640c0000340700009b0a0000ee02000062020000c50c0000b40a0000,2672,0,7,0
17,6008000080050000fd09000000050000e70800004902000025070000ab090000ae08000036050000dc0b0000030c0000a30800005806000039040000bf080000240c000032070000cf01000067070000d90700008d0900003d0b000050030000340b00000c0c000029080000f60b0000ba080000270000002f0b00009d060000,2334,0,0,1
18,3b0100009505000070010000a2030000bc030000620600003f0c00002a0a000003040000cb0b000009040000b8060000cf0b0000ac080000110c00006b020000090c000032010000bd0800003904000039060000fe09000075020000ab0c00009c0300000f090000e40a0000a0010000a00000002a010000140300008a020000,1055,1,5,0
