trial,a_hex,b,m,alpha,e
0,b20000005c050000070800005c090000030b0000870b0000230800007e0a0000970b00001d04000036090000c40200007c03000037080000f0000000040600005b0800002b050000160700006c0a0000730800003e0a00005e070000a5010000ea0b0000ae000000fa0400000a0700000b010000e3020000380c0000ac0c0000,2748,1,6,4
1,120400004f00000006050000550300003802000007030000640100001202000057010000560000002d0500001e0600003c0c0000940c0000f70600002c00000094020000cd050000f60a000057000000930b0000a6000000150c0000690000002a0c000076040000fb070000a80800002106000015000000b10b000017090000,1456,0,2,0
2,f40a0000c00700007d010000c3030000260b00002b0100008c040000950b000071050000a60900002400000057010000520c0000410700004c0a0000040000001b050000d20500000e06000098020000740300001d06000022040000b40a00009e0300009d07000012000000ac0900005f0300005b0100007c0b00007a090000,644,1,6,0
3,130a00002c030000c00b000008040000c10100009f080000b70a00003d0b00008d0c0000dd000000070b00003c070000ab050000b7050000d0060000820300001d0c000004000000fc000000ee0700000e040000f5020000820c000065080000690a000031010000810b0000500900005e030000460600006f020000cf070000,2391,1,5,3
4,b6020000e60000007d040000c4070000a10b0000cb04000036090000bb0a0000370a00007c090000ff0a00004e010000e80100005d070000a90b00002d030000650a0000760a000026010000c80500000c0c0000850200007a0300001505000040020000af090000680b0000d0060000c90200007d02000000060000d20b0000,1181,0,4,0
5,9c0600005f0800003e030000790a0000850b0000340000008d04000000090000620800008d0b0000180a0000a6040000ac000000f90a00002105000030070000a30b0000920600004800000063020000490c00000d0b00007d0200000a0200002702000007010000990c0000070400005f06000030040000e201000007070000,1610,0,7,2
6,54000000aa0100001f030000ac03000097060000130800004f040000ed040000dd040000250100003e0c00001f0b0000940500004e0900008006000027070000940b0000de00000021020000c3020000e90800006b010000b3090000d001000011080000490200008d0100001d06000056080000f90900007101000023040000,212,1,7,0
7,75020000c30000006f0b0000790b000026090000cd000000b30600003b050000a0090000980a0000b50700002e0c0000ef0900000c000000530100008a0900006b030000b7040000040b0000df0900008002000028030000b10a0000aa080000700b0000ae070000eb090000d40a000029090000c1080000f0010000e6060000,676,0,6,-1
8,25000000b60400008b0a00004e0b0000a7020000e90c00002c00000001010000fd070000c10200002d0b00007e0600009a030000870900003a0c00008f0800005f090000fe0800001f020000760b000008090000b706000063030000f70b0000df080000a7060000e400000006040000d30b0000060000000507000062010000,2275,1,0,3
9,8c0600001e0000007a0700005e0900008505000007000000930c000009010000dd0700008205000042080000c6050000530000003c0b000029040000f406000037010000f00000002d010000c5040000160500004d07000031070000230500002d0800005d06000050050000e905000045070000730900000005000057020000,1749,0,3,3
10,d70c0000750a0000ff070000310b0000950b00008a0400006b0700009608000020050000d6080000e002000092060000d6020000b4050000b40a000018070000170700001d040000760b0000dc0700005a020000f0010000500c000077080000170b00002e03000078060000070a000008020000af0800003403000006000000,2639,0,5,4
11,b9010000560c000027000000cf0200000b0400004b0000005b090000d40300005c0000008d070000ec090000330c0000090a00001e030000ac0600000e010000210a000029050000970c00005b020000680400007d05000092030000410b0000120200005c0a000065070000c40000006f010000370400004e01000067020000,656,1,1,-1
12,15090000e406000020030000d40a000057040000a4010000fd030000e00500007e0b000028000000d4010000bb0800007b0a0000580a0000a40600003b0c0000460c0000750300003f020000260c000062090000a7090000c6030000b20a00006d0c0000a90a0000730c000019000000910b0000b3070000f0000000dc060000,2263,1,5,0
