trial,a_hex,b,m,alpha,e
0,7c01000069070000160500004a0400005d030000890c0000510a0000fd060000620200004b060000f80700000d0600004008000023070000ee00000055020000cd050000e70600006b0600005b0c0000f1050000f2060000d408000082060000160c000078050000ec04000042000000b0010000c5090000ce0b0000b4080000aa000000ec040000b8080000a004000034030000810b00003b000000670c00006d0a0000de03000096010000e60500003a06000026040000050100004400000077080000f9070000d60b00009e0a00003c0c000021090000fc0600007b0b0000cc060000680c0000ee0400004f0a000075040000e80700007d070000b90a0000,1664,0,6,-4
1,f10800004c0800008b030000500200000a0b0000b50700008b03000063000000ae05000066000000820200009c02000020070000d40b0000b1060000d50200000b040000e3080000990900008e0b0000210900007e02000052090000e3030000a80100008c0b000039000000b70200002d01000080000000020b000056020000ff060000c1080000b9060000f80a00008a0000006e020000d90a00003a0c0000db0c000042070000de000000b30c00008701000007090000740300006b0b0000ea0c00001e0100005b0700009d0800009507000035060000bf020000cf0400002c070000a205000014000000df010000f00300009b090000010000002e010000,504,0,2,-2
2,bc0300002a02000081080000bc0b00004e0a0000a1030000600300008804000018000000000800004e050000c3070000740c0000410c000088060000aa030000d90c0000ce080000bb0a0000f90a0000d9000000a30a0000230400008206000093010000f70400005a080000ed0800004604000073050000cc010000360a0000e60a0000c00500003301000091090000380600009706000025060000b3070000f5060000eb030000930100000a080000250a0000080100007b010000d20700002e010000aa0a00004b080000780400001d050000ff03000094040000340000009c0000005a05000045000000a80b000053070000990700007a0500003e050000,211,0,6,4
3,a8090000870300009d0200009a0a00006a090000aa06000085080000820300000c000000a10a0000bc060000180900003e050000610300003f0c000005090000ae0c0000b4080000a80a0000d0000000230700003b070000d609000005060000120b00008e000000370c0000c10100008a0c000046010000a505000002060000ef000000170900000a06000093030000a60b0000dc0100009b02000000060000cd040000fa03000055040000550b00006a030000f80100009a0800001b060000c601000018090000470b0000140a000047000000ce020000bc030000a2030000d9010000720c0000a0000000e100000015010000fd09000012060000dc0b0000,931,0,5,3
4,100500004a0200004908000001010000be0500006003000080050000f90400005d0400008b0300001a04000031000000540a0000ac080000900b000028080000bd0c000014090000c0060000230a0000e5010000a60900000a0000008c0b0000380c0000a40600000b0700009b090000a40a0000ef080000d40600004700000000080000ff0800001a010000e30000004a000000bd0000007c0100002609000089020000cb0800009304000071020000850b0000af030000ec060000310b000008050000aa0a00004a010000480b00002d0300004d0600003a090000b4010000750200006a0700002103000059040000f9080000bf06000003040000c0060000,2624,0,4,-3
5,190c0000150c000065060000030300003d0a00006b030000870500007c090000bc0b0000620c00000a020000b70a0000b40000008b0c0000d80700003c0b00005803000094090000f1000000af010000c0020000e20c000057090000fe0000001b0b0000900200004507000035010000e7080000db0c000011050000a0010000f00700001b0a0000f00b0000470400009e0500004a040000930000007409000013000000be000000d7010000970300006f050000b90800003d000000a2030000360900000904000032000000c3020000f50c0000df0a000006000000c908000020030000aa0600007907000096090000a308000045080000150a0000b40b0000,1937,0,7,2
6,500a000047040000b204000069070000650200003b080000ac050000080b00001e0c00007109000026030000a00500006a08000033070000ff080000850c0000020500003001000067060000bd090000d6030000450b00000202000082090000a5070000960b00009d0c0000d00a00001c0b000090060000ea0a0000ff010000d10600007b040000cf040000a503000056070000b00b00003c020000a900000039040000470b0000b00b0000d208000018090000fe05000095090000560b0000f4030000e5080000350a0000cd040000ff050000fb0a0000a8090000ea080000bb070000cf070000cf04000081050000e4070000da040000980c00005e060000,181,1,7,0
7,e2050000b802000026070000950400007d0200001a0b0000550c0000740a0000b702000034010000b3010000e008000055090000cb0100001104000093090000f30c000023010000a806000016010000c8030000bb0300002504000048010000bb0100001a030000d6080000ad010000a20a0000f109000026090000cb0b00000e060000420a00001b07000056040000da090000a3010000d10c0000940a0000d6050000e10a0000610100005b0100001304000015040000f8080000020c0000a00a0000bb0500004b020000b7080000b10700002e020000d40900004e080000fb01000079060000980b0000ce090000090600008c0b0000cb0800006e0b0000,1590,0,6,0
8,490b00002903000006000000fe010000b90c00002d000000b60c0000d4070000a6060000cb090000340600005b0a00004e080000d3090000540c0000a9080000b9030000aa060000f005000032070000220500002a020000d8010000ad060000180700002d070000ca010000f6020000ba0400004c0900000b080000b60a0000910b0000e6000000260900003e060000310600002103000088040000ac00000080090000ad0c00007c010000e505000073060000c40700006200000073040000580b0000d109000004080000c90300003a090000ad040000e70c000005090000d0030000620b00002e0200003c0500008f0a0000120c0000f50b0000c6070000,1376,0,0,-3
9,0b070000950c0000b00600001f0b0000c4010000a5070000c00b00003e00000085070000e10b0000510400009504000051070000500b0000c2040000130c00008f090000a50600008d010000d30b0000820a00003a020000560200008f020000a80c000078030000860500000b030000be010000d90500002806000076020000f002000013050000fd03000075070000e20800003b0b0000a80200006502000033040000c1000000600700005d0a0000d30000009c090000a9010000620500003b08000094050000c00500009d0c0000b7010000d9030000050100002302000047060000230a0000c405000087050000690000006a070000dc05000054080000,622,0,3,-1
10,4f0a00003f000000f90400007309000044040000d80a00004d0c00002d020000090c00009d0b0000690c00000a0b0000380c0000330500004b050000e5080000e80100007c040000f7050000ae040000ac05000037050000c20a00005903000010070000ef0b00004e050000230200009604000026050000400800004f0100008b00000073040000a00b000097060000280300000f0900001c0a0000820100003e040000fc080000e20300003706000084080000ac08000062050000840b0000d8000000f40b0000d3030000cb08000053050000ad06000012060000aa010000ed040000e5010000eb000000910000004109000010020000150200004e070000,329,1,5,-5
11,6a090000ce0b00000c090000b30c00002c0c0000f20b0000fb0c0000880a0000b4010000e90c00005702000008020000fb0000003802000016090000580c0000500700004f000000aa040000e6020000cf0b00001e0700001e0c00002b000000cb070000e20800002e08000091020000a6040000e60000003e09000094010000c5040000a6020000ff0500001c050000e3010000d306000058030000de090000da010000970a0000f40a00005a0800002b0b0000650800008e060000e30a0000da0300008f0100002c08000057060000ff0c00007c08000011090000130900000a0000006b040000da0800008e080000810b00008a0b0000100c00009c060000,980,0,1,0
12,810a000094090000550200007c0100009e0c00001d080000540300006f040000f10c0000710a00002803000020080000710b0000bf0c00007d030000ab02000034050000580700004000000066010000c40b0000f2070000b20a0000120b00000b0900006e080000e60b0000030b00000300000034080000e20b0000b60500007e050000bf060000a3050000ad020000ca090000c1090000fa09000039010000690a0000910b0000be0900005409000072030000f80200004a07000022090000690000006d0c0000d60700009e0b00008b020000aa0a000010050000650c0000d70b0000cf0c000059070000070900000a0100006f060000d0040000f90b0000,2948,0,5,3
13,54060000d007000010020000a107000076080000710500007504000025000000ae0b0000be0b000037060000a80800006d000000bc0b0000c60500002c0c000040000000df010000fb0100001c0a0000a40c00000302000039030000da000000ae090000ca0c00003e0000008e0b0000a509000079010000a3070000fa000000c60a0000210800007d0b0000a6020000b30a0000f8020000f10c0000c00900005f020000a4010000d5010000a30c00004b0400003f070000d1040000770b0000f1000000540b000066030000a00200003100000077090000a40800001d0c000059010000390a0000f90b0000b0030000800300000f0100006008000097020000,995,1,0,-1
14,38010000aa0900009b080000950b0000a8030000fa040000580c00002f080000110b0000ef00000075040000fc0900006c000000b20b0000a70a00002c030000e5070000e60800008701000055060000250400007e0600002004000095010000b8050000ef070000d8050000940900003a030000fd0c0000f8050000d80800006909000005090000ad030000f1090000240000000906000053080000c407000052070000f10000007c05000030070000f203000038060000aa0a000021040000560300001b0c00000f000000d90b0000610c00009e0100001203000076030000e10500009609000021080000c5090000e70900004e0800005b000000dc010000,938,1,2,-2
