trial,a_hex,b,m,alpha,e
0,5f090000840600004c070000b60a000007080000bd0500000e03000069070000460800009e090000e101000003060000db0500003d0300007f0400009200000046020000ff0a0000900c00008b0c000083060000fc020000b4090000b4050000ca090000eb0200000c04000047040000540000001d020000b503000087070000,300,0,6,9
1,07040000c005000076000000a00a00006c0000000f04000048080000330300004d060000720b000068010000c20c0000d20c0000a8040000b6080000c1070000ac0500001201000096000000a601000070070000c6080000c10b00004c060000660800001d0900009504000062020000930b0000be030000400300006f000000,1558,1,2,2
2,b7010000330400002c050000d5070000d9050000c6060000a0060000d1070000cd030000910600004d07000056020000d803000040070000c50c0000c6040000c5090000b50700007f030000f10000008908000090030000540400000e040000b5010000a70300000804000042090000070a00007005000081040000930a0000,2321,1,6,0
3,3c010000920100001c040000c80c000001060000440c0000300a000033010000080a0000c00a00003d0900000e0b000083090000df0800008c020000190300005603000010080000e0040000d10900005a050000ba0b000072040000480500005d0c000053080000be0400004e020000460200007d0300004d05000046020000,1394,1,5,2
4,08080000a00500004a030000220b0000720800003602000004000000fe0b0000600c00004b0100004d000000840100003c060000b3000000f9090000e50c0000a20100004d0800003e0c000017090000d701000091030000b9000000910c000017000000a0030000f5010000dd0c00008f0300003d0500002b0700002a090000,2453,0,4,3
5,e10a0000520b0000d1050000e803000021040000a2020000020900006e0800001d0b000014030000060200000c000000990a000088000000800c00008e0b0000280b0000520000004400000029090000db0500006b0200000b0000003d0100001f090000e30c0000a904000009030000d3080000be000000470100000d010000,1617,1,7,1
6,9d0300006a0900008f0400009f00000045040000cb0400000c0c0000ca0b0000fc040000a0080000020700005000000062010000340b000018050000a6090000d1050000820c00000100000034010000eb0400000d0000005209000079030000a4090000570b00006f0600003e060000e00000009c0000004c0a0000fd0a0000,1309,0,7,2
7,160000001a0800008206000036000000150800003a070000cf05000044010000d40200003a030000d507000046020000c10c0000b60000000a0a00000c030000e7060000c6000000690c0000d8010000e00700007c090000580a0000e1090000c3080000640900001c070000a90c0000210400006e04000033010000ef060000,905,1,6,5
8,680200000e090000a3050000f70c0000970900002a0700006a0200008d0700006e040000d8060000f00900009c0a00009a040000450a0000f0090000910900008f0c00000306000058050000e9060000bf0300004b0100008200000052060000260500001b0500001d0a0000270c000062080000f1070000a308000061000000,3129,1,0,1
9,3b07000037040000ae0c0000ac0600007501000011010000600b000099030000f0080000a7000000af0300007204000016010000a50b0000f70000004008000004090000690c00007e02000078020000800300004a09000099090000350b0000840b00009a04000062040000b004000099070000bd0300001602000031010000,2456,1,3,-2
10,150900007c090000130500008e020000870600003e0800008f0c0000c6000000f6060000b906000029080000000d0000ae080000770700009b09000049070000ab0000006d0a00009f0c00006a000000db0a0000ba0b00004a0200004f0a0000ec0b0000aa0600001f090000bc070000740b0000140b00006e03000028050000,2030,0,5,0
11,620a00004407000014060000c6060000480c00009b0a0000a203000041030000cd0600001c0600002d0c00007c040000f805000089010000390100003703000027060000cb020000810a0000f3080000880100000e0a00000d04000008090000490c00007b0000004b040000d4090000b90c00006d020000850900006e040000,2182,1,1,2
12,cb01000011080000850b000076000000310a000016070000ea0a0000d601000081090000680400002f030000790000003f0a00004b060000050000002e0500008207000008090000480200002807000036030000f3000000df000000870b000016080000680500009201000038060000b5070000750600004407000034000000,457,0,5,1
13,3b030000510c000052090000ad03000093030000390c0000a50a0000b1080000540c0000fd08000007010000f80200009e030000460a000003080000620c0000aa0b0000f5070000c2080000420400007001000073070000c404000002070000ea0500006406000010070000690100006106000064050000d10900004b090000,3111,0,0,0
14,6501000016080000190c000034000000aa040000b708000066000000a40b0000d30600007f0900000b0c00008e0a0000220c00004c0500005908000068010000360b00005d060000f801000078050000e20000009d080000c00000007d0a0000930a0000a8050000510a0000d302000097070000340900002606000060070000,666,0,2,0
15,17000000950800005c0100001e0900003c010000890700002304000043010000be0500002e00000033050000330a00008401000047010000b90200003605000097010000770b0000f2040000d70c00009e040000770a0000c4030000d30c0000c9040000f5010000f60900005b090000d60b0000460300008f0c00001f010000,1805,1,6,4
16,1a090000d7020000610b0000a2010000e9090000de03000063020000bf030000a20400008907000072000000300300005305000040040000230a0000db0900000c08000008060000e80600009f080000d40b0000640800009e040000210c00005c07000030060000ac070000f5000000a9040000210b00001f060000dc030000,2890,1,7,-3
17,ac0b000057040000840c0000250600002b0600008c030000d9050000ea020000e90400004d020000c70c0000f50a0000c20c0000c1060000de00000061010000560100003b0c000023070000f1000000b80000002c090000fe030000d30600003300000021000000da090000bb04000026060000bb0200006d050000ee0c0000,674,1,0,1
18,e8090000440b0000080900001b0300007f0600005c080000a20a0000f500000032040000b20b0000d60600004007000091040000fa08000015030000d7020000a10c000086060000520700004a0500004703000058010000f7010000000b0000300b0000bf090000210a00001d0a000022070000ac0c00004b0900005d010000,954,1,5,2
19,b0080000a60100008b0c000072020000470500006e090000c1090000db080000c80900008c0c00003f020000cc0200007f050000f4040000b00100006a000000e40a000073080000220c00004a0a000016000000e4040000280800005f070000a20c0000e60b0000cb0900001f0a000003000000dc08000088020000880b0000,1518,1,6,0
20,3b0b0000540c0000e4030000a80600008000000027010000b906000028020000dd0b000018050000250a0000d8040000b90800008104000083020000a6030000d90800009d0000003f0800001a0200004f0500001f0c0000eb040000e8030000ed0000001e0100006d0c0000b7060000c9090000240900007a00000022090000,567,0,2,-3
21,eb050000a4070000e8050000d9090000d7000000fa010000a8020000b10900001c000000930500005a0700007f0a000024040000840a00008104000079060000bf050000b10400007c000000fb0c0000bd010000da03000037090000d00b00001b050000fa0a00009c080000bb0b00004c0b0000d20b00001e09000040030000,3049,1,7,-3
22,ea070000120300002f030000ad030000aa04000035070000580c00009204000015070000a30900007a0900000e0500006a040000400b0000e30700000202000079080000e80b00003509000059000000b20400003f0100000e0a00004a0a000059050000d3040000e20100007f0a0000050a0000300500005c050000d9070000,3124,1,0,2
23,370500002b070000530c0000a00000005e0b0000c8010000f60a000036080000fc020000b906000097030000750100001d0000001a010000040b00009800000033010000990700000a05000080040000b9020000dc0000004c050000220b000039020000d10c000030050000c20a0000f2000000ec060000e00b00009a0b0000,1715,1,0,3
24,9905000053070000df0a000061090000770800007c07000067070000130300003b070000dc070000720b00007e060000af0500008608000097090000bd0a00001a0c00004d030000eb000000540900007f0100007f06000023070000af0c0000ee0600009e040000dd040000d60c0000eb02000032060000720b0000a0050000,811,0,1,-8
25,bd010000890c00006c0200001d05000010070000410b0000850b000074060000780800005709000045060000b30400008b0100005f0400004a020000c60a0000480700009b000000500b0000450300002f0100006000000072040000bf07000053020000b90700004e0000004802000047040000ef030000060100004d080000,2768,1,6,-1
26,a3080000de020000c1060000b30100008004000045020000fb0a00000a070000200000008b050000cf0a00005d0300009a0700004d0c000093000000ac030000a0070000b8090000f40c00008c0c00000b0b0000bc000000b40800003602000080010000660c00001404000084000000dc0a00001b0100008b0600006b070000,1594,1,6,0
27,0e030000310300007a0c0000d7040000110400009c06000058060000a407000055040000ac080000ea070000970300004d070000800a00001d0b0000570300009b000000e0020000750a00003b0300006e0900003f090000e00a00009c0700006703000008000000e9080000a10700009608000052040000a3020000780c0000,1948,1,6,-4
28,b60b0000a40a0000c10700006d0b0000e10c00003e060000020c0000c9050000120700003e0100008603000061000000b90500005209000091020000b90800009b08000068030000330200007a0200005e070000470800004a000000a70000002c0400003c0100000d0b00008d0a00003707000039000000740c00005f070000,947,0,7,4
29,9c090000df0b00000d070000d9010000a50100008e060000f7030000630300007b090000b002000078000000480100009d06000089030000cd0400002b03000000080000df0a0000320600006c0b0000c40b00003a0100009c06000074040000340500004f000000500a00005e0400004a0900002f060000330b0000c3060000,352,0,3,2
30,91070000a60400005300000058050000b6000000af020000900900000109000063050000b6080000a40a0000cb010000ce070000c7060000bc090000aa0a000035020000ee0b0000470a0000e503000042070000c0020000140700004707000091070000140700009d060000f50c00005e0a00004e080000c108000084030000,2138,0,5,0
31,670b0000c4070000ef0600009b0700003d040000180b00008b090000f00b000052080000a8090000560400007c0600000b070000950000003504000091030000110700007d0c00007e020000060c00008902000007030000d9080000a408000018040000520900008b000000d3010000df0300002208000061010000fc040000,1103,1,3,9
32,81010000d2030000c10900005b0b00006e0500006e0c0000680000008a040000eb030000be0a000017090000540b0000f10a0000ee070000b80a0000440c000032030000670b0000e80a0000810400007d0b0000b607000012060000ff0900001d0200008b070000e90800002c02000046000000ea00000002020000240c0000,1585,1,2,2
33,b2060000310c0000c1080000a003000098010000ec010000880a0000870a000042080000b6090000000a0000a60c0000dd0b00007d060000110100009a0b0000d3050000290c0000400400008a070000ae080000800c0000c40500006b0b0000fb0c00003b0c0000c005000018070000810c0000e3020000560b000029080000,2664,1,1,-2
34,2e0b0000be070000150000004f0a0000680a0000c60a0000aa010000580600006b0500009d0500003f0000004c040000370c0000420100003d05000079000000b40a000058030000e10600007f0500002509000006030000b105000076050000d80400008f08000034060000ad000000e00b0000ee0c00005f0a0000e80b0000,1902,1,5,1
35,ce020000f8050000e6050000840a0000e101000056070000790c000084010000390400006e050000fb010000900400000d000000a4090000e707000026050000d6030000830800008c080000b6090000620c0000e5030000cf0a0000af0800009d0b0000250000009c0c0000c30700000e070000cf0200002803000052020000,3072,0,3,3
36,990b00006c0800000d07000018060000030c0000d70c0000aa0700009c07000097090000ae060000a6060000de0200000c090000200a0000a60400005f0300001f010000b1010000520c0000720000001c060000690600000c080000da070000f4070000ce050000bd07000056010000940b00004e0c0000a80a000025020000,1516,1,3,-3
37,b70100004f080000740c0000b70500000b000000b50a0000bd0b0000620900002b0700001b0a0000d9090000be040000fe01000019050000100100006e050000dc02000031070000a1080000da0900000d060000c000000070070000b70a0000260a00007b070000420b00006d070000d8080000d7090000c5020000ce020000,2292,0,4,-2
38,73070000020700001007000009020000330300006f0b0000710000006b0900004f0b0000dc06000064070000eb0c000077040000b5070000410b0000580700000d040000cc060000860500007403000000080000e6000000ec050000570a000032030000b40000000a010000510500001307000079030000e40300007f050000,1679,1,7,-3
39,be000000450b0000820a0000a20b0000a1060000350400000f040000e2090000b6040000720400003b0a0000050b0000a102000059060000a101000089030000200b00007c06000012030000970b0000400b0000b4060000de080000cf060000370700006f08000016070000f5040000b8050000b2010000c00300000b090000,1252,1,3,-1
40,0e070000f5030000be020000c3010000c20800009807000089030000f9030000320100001a0a0000a302000094040000980a000026050000d10400009d0c0000b307000009010000dd030000a00a0000dc010000e0010000da060000670800003e080000ae020000c2080000dd030000870000007b070000b4040000f7010000,1561,0,6,-4
41,72050000930c0000660b000086060000470c000052090000b3030000f9060000df030000e802000025020000e6050000c70700009205000050000000a60c00003a06000066080000750500006a060000f00a0000e2090000920a0000190b00003007000085020000f30500003d0700001c050000d1040000170c0000fe090000,1979,0,3,1
42,560500008c0b00002c050000e00700000e080000e4050000af0c0000470b0000ac0300000b000000fb0b00003e030000630b00006f000000cd0200003e000000b106000051070000a5090000ca0b0000ba070000c803000013090000630400009e030000660200009c0300007c0c0000c30700001e04000060030000620c0000,3112,1,7,-4
43,bb090000bb040000e8030000030c00005e010000e5010000d80300009f0a00005b000000800a00003e0000008f060000ae0c00002f0c00001a090000bc0100004e060000f906000084050000fc050000e6070000fc000000f90200000d030000740a000008080000590c0000c3060000730000002d0b0000570b00008d070000,1239,1,4,-2
44,cc05000030020000d40200000b030000870900000e000000d60a000022070000d20b000030000000d00900007108000018080000bd060000390c0000bc0c0000d8010000ac030000bf030000fd0900003b060000d205000052030000010b0000430900003f070000e4060000eb0900002a030000750100008b0500000f0c0000,3195,0,0,-6
45,9b0b000009010000b10b0000d1080000910000005c070000ed030000ab050000330100005c0b00002b050000460c000007070000ab0000002c000000c10c000047080000dc0c00008d00000011070000840300008a0b00003900000079050000aa05000017070000770100007a00000077060000fc0800001f050000e0070000,301,0,2,0
46,4e0600007b070000e0080000bf070000a6000000d50b00000d080000420700008f090000c1080000240900008f050000130c0000d602000028010000ed000000e20a0000790c0000900c0000040c000042070000c40200004a0000002a0000006f070000780a00005d010000c20000008c0600005a0100009b010000e9010000,2602,1,3,0
47,fa0300004b0b0000210a0000bf010000bc0600000c0a00001605000031010000d80b0000d30100005e00000005090000f10c000010070000f7090000c7030000560700008a00000072010000c607000098030000b00200003d060000b10b00005e030000f8030000ba0800002009000014050000710a000068080000bc090000,1179,0,3,-4
