trial,a_hex,b,m,alpha,e
0,d404000040060000380a0000430500001c070000c10b0000780b0000ea060000d3000000b5030000bc0500008c060000cb03000078070000c70400001d07000053060000920000008a0c0000e703000019020000300400000f080000520800006e0a0000630900005a0b0000be0c0000c1010000130c000060040000450c0000,570,0,6,-1
1,ab050000ca060000420c0000d00800007b05000045070000820a0000c20b00001b0b0000230600007e0a00002b0a00003800000021040000bc090000340c000065050000c2090000e30300008d070000e50a00001a0b0000bc0300001d04000032050000b10b0000330200000b0200008b050000f9040000db08000013000000,351,0,2,0
2,97040000c60a0000c80300007a0400002600000024020000ee06000045060000790b00008200000070020000cb000000cd0b00005c04000071060000550b0000950300005e0a0000ad030000fb03000008070000c20400000a030000080500008208000088040000020600002a020000ae0b000038000000990a0000b40a0000,3011,0,6,1
3,b80800006f090000670b0000910a000024060000240a0000a00000009d0800004e080000fd010000480c0000ca0300000e0900001d090000be0100001508000017090000be09000045010000cb050000a703000014030000c500000027040000750200000e09000030070000d4060000040c000090040000870a000013020000,637,1,5,1
4,f30700001c030000e6030000c1070000000c0000710600006600000099080000f80a0000280700005a000000b301000027040000de090000910a00008d0000002d0c00000802000031060000800a0000430c000013050000290400002c0600003a0b00002e0100001b050000f9060000830b0000d20b0000dc0c00003e040000,2176,1,4,1
5,b80a0000f40c00009008000025090000fe05000058010000e50200003b0300002408000073040000460c0000930a000044060000920200002f040000de050000d60800007b0700006b0b00008b0a0000d80000004e080000a607000069070000d4090000ac090000390c00000f0600002101000040090000b50c000097090000,486,1,7,-1
6,5a0a0000af0300000f06000000020000f40b0000310300006b060000f0030000b4020000a40a0000960300000d0b0000bf020000170a00000201000088020000a80a000079030000bf0a00006d0b0000880300003009000042080000540b0000510a00003e0c0000ba050000190200000902000059070000610900004c020000,740,0,7,-1
7,3b0300001e0000001708000073080000fb0c0000c10c0000ed090000520a0000b10900000a050000df060000410a0000010100005a0a00006f0b000090040000e2040000e1020000cb050000bb000000fc070000bb01000082020000d4060000bf0700002b09000080010000e6000000590a0000270300004b000000010c0000,982,1,6,0
8,6305000046060000e2080000fc040000910c000081090000cb0900004607000053050000630400007c060000540c0000770100009c0300002b0900000a080000890500006a0300000d010000aa0100005a040000c6080000d60c0000b10100000b04000078070000200900007903000040080000f60000001c05000030020000,801,1,0,0
9,e904000085090000580c000040070000a1090000a20a0000350a0000aa010000790c0000220400009f0300000a030000160a0000ab0700000f0c000072090000d60400001b040000bf06000014040000730800006a010000a00300009e080000f409000042090000c1030000bf050000af0c000026040000710a000072060000,1388,1,3,1
10,ae0b00001f0a0000be0c000094020000ad0100005c0a0000bd0300008f0700001d020000fe0b00000409000013080000440200000306000039070000c5060000370200002a080000f20a0000950c000028040000b10b00005f080000ee0b0000ee080000b20b0000a30a00002e0700006a090000260000003503000058040000,2625,1,5,-1
11,2e020000cc030000ef030000840100006705000012000000d7020000040a0000bf0800004a0c0000c90c00003f090000ca030000ba05000085080000e5070000f409000098090000b207000020060000440300007c0b000029060000fa030000b40400003f000000f30b000074080000f1090000fa060000bc08000067080000,1285,1,1,0
