trial,a_hex,b,m,alpha,e
0,00030000af0a0000270b000004030000e6020000ef0600000c09000028030000880500003a020000af0400005b060000410a00007d010000db0c00008f010000c7020000b1070000b6050000bc01000035040000f1080000d40100004a050000b30b0000c507000061040000fc0c000070000000350000006e0c0000b10000001a020000830c0000ab070000870900008c01000086060000c40200001d060000ac0a00003e020000cf0600008d0c00002b040000610b0000a60b0000fb0100005e010000190a000005020000930a0000d60900009403000021020000b90a0000b90b00009008000000040000c5040000e70600009801000000010000250c0000,383,0,6,0
1,f0010000580900009905000021010000c6010000d402000056030000960700004d030000580200001a0300001405000064010000c2000000f60c0000cd0a000084090000d70c0000b40a00009e01000079040000f70400007e0700001604000088040000e1020000dc0100005d0400002a020000ba0c0000bd020000340b0000eb000000cd080000b304000041020000e00c00009b0a0000a00c0000d90b00001903000010080000f00a0000cf0a0000db0000007c09000024070000d4030000c403000073070000bb090000900a0000070900002d050000060c0000ab0300009b070000ca000000a3090000bc0800000f0b000017090000340400007c030000,3173,1,2,0
2,710500003b0c0000d7080000c60700007c0a0000490400001c0a00002d030000930700003100000012070000e70100001d03000068000000b50c0000c3030000a70700008f08000015030000b20000008e0100002b0300006b0b0000310600005009000022050000a805000033030000ce06000047040000f0000000a401000020090000830300002a000000db090000bf000000db090000b1000000820200005a05000038060000ab07000075000000c90a0000720c0000bd060000a70a0000490000004709000056070000a502000092070000630200001e0100007e03000017020000d50b0000b400000007060000c60c0000cf020000b4070000eb020000,2864,1,6,3
3,09080000450a00007e060000be04000039050000a7060000ce0300000d03000064080000ce0c00009a0900005c020000ac0a00001c080000c209000032060000ed030000ba050000fe090000df0000001b0200007707000033040000b7030000db02000080030000f3000000040700001b0c00009e060000040400009e0a00001f0700003e0300009e0b00004a0400001f010000d90300007d00000037020000c40100009b0700009f09000046090000690500003b0c0000e80200009407000055080000ed0b0000b903000016020000ec0300002503000091060000790300004606000009060000aa0b00006a060000a20b0000d00000000e0c0000ea010000,1849,0,5,-6
4,88050000ec010000e1070000f50800003f03000042010000310b00000c0200003707000015020000cf070000c3000000540000008e0c0000a2000000990b0000c70500007c0c0000fc080000ce040000c209000037010000d40c00008f010000660c000010020000250c0000020c0000fe070000150a0000c1090000dd060000ad0600002001000048090000c1070000ff050000e70b0000d0000000750a0000c00c0000b00a0000f00300001207000000030000400b00005a0800001d0b0000680000001806000018020000bf030000300c00003106000062020000b8030000230b00006d0200009806000035050000bd0c0000ac0c0000d0000000f3030000,2955,0,4,-1
5,27020000cd020000a70c0000d90100003905000050000000eb0200000b010000240a00008b0200002d0100009901000070020000d7010000b30c0000ec000000a50700005f08000010070000f2010000d3090000d7080000cf000000ec0a0000950b0000220c00004a0300005d07000078020000ca0300004505000084080000360a0000fb040000db060000cb010000a00100001c0b00003d0700008b03000066040000f20800000c080000a0030000a4020000a700000097080000300200009f07000096030000a70900007c0500003f0900000504000035070000590c0000f60a0000dd0c0000060400004c0500008e0200001b050000bf020000df090000,2690,0,7,2
6,cf020000770b0000a0020000eb000000de0900003d030000690b000022050000d80a0000db0800005d000000db0c000066040000be0b00003d0a0000ae0300006a030000ad090000fe0b00004d0400000c000000ea0b0000f80b0000f00c00005e020000c30100004100000044090000360000005c0200006c090000a20c0000ba0b0000310300006f000000d20900007c010000ce050000eb0c00000c080000380a0000cb0b00005f040000e90800007a0b0000570c0000f6010000dd0b0000850b0000a8050000e6080000be040000100300004d070000350500001a09000084050000090a00006d00000002040000430100008e0500005907000082000000,962,1,7,1
7,480b00006c0500006d070000a60c0000ca0a0000930200003b010000860800002a030000ba090000b902000008000000af080000c70a000045020000f90000003c0600004f0900000a080000670c00002501000064040000f10a000007000000000600008607000007000000fb0c0000ff000000d8090000d804000088090000230800009504000036050000c7090000a300000091060000070300009c040000af0b0000420a000020030000be0c00005d0c00005f03000004070000a2020000450200001f060000720400000a040000720c00002005000016000000f8040000440a0000ee0a00003304000040070000ef060000260500005106000096030000,2206,1,6,-2
8,780c000086010000e506000057020000140700007c0300000c010000720b00005a000000120b00003c020000fb0400004d010000000c0000b30c00009d0700001e0000005f04000041040000930300002a0b000065010000390b00002608000004070000480700007b0300009b02000014080000b10c00006800000046030000430b00003a0a000007030000de0c0000f00c0000e1000000ff05000025050000e40800000b0b0000490c0000030700001a020000e505000067060000cd090000000600003d040000e90a00003100000084070000880c00007b090000050900007300000098020000e50a000026070000c3060000da050000550200000f0a0000,702,0,0,6
9,ea0000003f06000037090000eb0b000065000000f30c00006c0900007201000027050000880600003f0a00009f050000a00a000064050000f101000095060000410000005107000059000000af0200003600000008050000150b000097090000f8010000340c0000280a0000da01000085050000e60c00001a0a0000a5010000b5020000e9090000d30c0000e10c000066030000e307000091010000500c00002403000006050000410c0000710500005d07000077070000f2090000600900006307000074080000a30b0000a202000097070000e70b0000eb060000490c0000f30200002d0a0000f4040000c00c0000ff080000f2020000800a0000d9060000,593,0,3,-1
