trial,a_hex,b,m,alpha,e
0,0f090000350700009b040000aa020000f90b0000970c0000030a0000c0090000940b0000bc070000df070000f5070000bd00000083080000d00600006e0b0000c4030000ba080000630100001a03000078070000e4050000bb0400003d0500005806000049080000580b000040020000880b0000f70a00004a040000d10b0000340800002f070000e9040000790a0000c30300002c080000c5080000180a0000e80b000040040000bf000000220a0000fb040000cf0300009c070000a30c0000c50a0000250000005f040000aa030000960c000042010000b4020000a0010000b6080000cf0000005c020000cd060000350c0000b604000047080000f10b0000,1479,0,6,0
1,990200008d03000069030000900c00002e070000ed0b00009c0b000086060000bf0c0000bd0000007d0200002c0300008b0b0000ab020000210100000a010000280a0000210c0000330a00004307000067000000960c000020070000ad0100007f0b00002b090000a8020000fc0300004b0c0000e5010000190c0000260200007b020000cb01000023010000da020000a1040000640c0000fb02000074000000e3080000140a0000da0500004c0100002e020000bd03000033020000540c000010070000b8060000f5040000d50900003c0a0000a701000008040000f3060000f3080000de0900002205000024070000c6000000f90b00008f08000052050000,1346,1,2,-2
2,5a060000e00b0000370b0000400800006f080000b10900005f0b00009f0400002e0000006f030000f404000057010000a5060000240600009500000062090000d9040000fb08000062070000e708000070070000b7090000a40c0000330c0000230900001a06000068090000f10a0000a7030000d80000003a09000052080000a10900008e0600005e000000af09000091070000190400004f0b0000db00000008030000c1040000bc010000e60800008b0a0000310200002d0c0000bd01000071030000c70200000b000000c50900009402000091060000c10800004e0700000e010000ef020000a30400003e0800004f0200007c0c0000510600001b090000,1393,0,6,4
3,f105000036050000ef00000047070000390a00002e0800003c0300005500000014040000df0100008b090000f60c0000fe0500001e0600007b060000bf00000055080000c90a00007f0a0000a20c00000802000032020000fa020000770500008002000012060000360a0000ae030000fb0a000078060000b90600002c030000cb060000c7060000c50c000039000000540b00003f07000017030000230400005608000096060000350400002e0a0000a907000087010000e00500008a0a00004c050000f80a000087090000ad0c0000b8010000b80700003f0400002f03000017040000dd0b0000e10500000c030000f70c0000850300001c0b0000ba0a0000,1462,0,5,4
4,ed030000f3000000bc03000081060000fc050000ae020000250a0000e50b0000560200002c0b00000b000000ea0a0000b90b000057080000620c00005f0000002e0000002d000000cb07000030080000380100000a040000e90800003b000000680500007b030000b7070000d706000026010000080a0000e502000049000000100b000055000000420c00008403000042070000db03000097010000ce020000db0100009d0100006f040000ac090000720c0000d00400007e0b0000c40900005d060000b6060000df04000019060000f8090000820900000d0100007c000000520500004e0900003b0800001a0a0000f2090000870c00007e04000056000000,3275,1,4,-2
5,e907000050030000a0080000dd070000790500000b070000ec040000290c000009010000ba0c00007e040000eb010000190a00009d070000130c0000e3080000b2060000d600000092030000320b00009e03000076080000b8000000ca0c0000e803000067070000120c0000d400000074000000160c00000b030000bb0000006d040000c30700000504000099060000180700006f0a00008702000027060000df0200004609000078070000a7050000f4080000d00400003d060000470700005c090000e506000013030000090000005e020000910a0000840000008f020000c70c00006303000082080000c50a0000dd0c00003e0c0000a9030000e10c0000,1322,0,7,1
6,d60800005200000007020000c70900000803000081060000d6030000a70700001b0a0000220500000d0300003208000074060000540a0000e4080000f40c000080020000870a000005020000db0800003a0800003a090000650a00001b090000d5030000e50c00009e0200001b0c0000de020000e0060000f005000078030000990c0000c50b00005702000020070000b1020000be09000092020000cb0b00006d0a000015090000e40b00005e090000250a00008d050000ce050000aa030000a4060000c1020000d902000032000000190c00005a050000d90b0000e2030000cf090000ef0300001a030000ab060000a0010000eb0200009c040000e9080000,2512,0,7,0
7,b30900000b050000190c0000b7030000e6060000e40b00004c050000e90800008e030000cb030000ca0500008409000018070000f1030000070b00004708000015030000030200003c02000011010000b90700006e060000af010000c80a000015010000d0080000500300005b030000a20c0000d60c000087050000bc010000fd020000730500000a0500006c030000e7000000d60a00003d0c0000ff0500002b030000f90800009a090000b80c0000b3060000b9020000320500007e04000087010000890b00000f0b000020010000260c000079010000ee0800003a02000035060000ad0a000048000000d70a0000480b0000450200004f040000c7010000,74,0,6,-1
8,9c060000dd040000560500006b0b00007a0900002a0000006e0900007600000082020000d00400007d0900006807000030020000fb0000005d0b00008c0900005b07000037060000870700003e06000051020000300b000045050000f90500001a0a00005e070000b50a0000490100007b080000e2080000bc0400006a080000d503000073000000cb040000ab010000b70000002a02000005000000ae0a0000c407000032080000b00400008d0c00001a0b0000630b00003407000022070000f5030000f5000000a20000005f000000280a0000da0b00001204000046090000e7050000000900002a04000016070000f8060000870200003e02000085060000,1394,1,0,3
9,93070000da090000440500007e0c0000700400004108000023070000c10c00001e06000059090000af000000d00a0000db0900006e0a0000f1080000f703000053070000fa0600005f000000920900001d060000fd080000bf06000005090000580b00007b050000970a0000c70400007b070000a6090000880200004e0c0000070000008e070000e003000000000000c40c0000e30500001d050000a9090000e40300002a010000bb0800001b01000038050000400900003b020000d60800004c040000730200000c08000091010000bb020000f7070000e6070000f2060000e10c000041040000ad080000fe0800007f0b000077060000310c00008c000000,1218,0,3,0
10,f102000066010000a602000026040000060400005802000051000000c10c0000f60100005c010000560300008b0200007d0c0000260b000042020000400a0000cf050000a2030000380100000b0a0000be0200002308000007020000f60200002c050000a3070000a00b00004f0200001e080000f60b0000a8070000af0300007c080000ca080000d709000024020000260c000080060000570000000a0a0000530500004c05000021020000460600002b060000fe06000037080000930c0000e5010000f3010000920200007b02000064010000df030000c7050000e9020000c2080000320b0000f30000006d0300005d03000008040000a3070000ef0b0000,1884,1,5,-1
11,360200004d070000680000002103000051010000370700005a0b000044070000a702000012050000b30500008c0a00002b080000760700000f050000240b0000520a0000b7030000cb000000fe030000590c0000080900002e090000170b00006108000003010000fe0b000054080000380000000b04000081000000840a00002b0b0000890600001b080000350c000060080000800800002d0a0000de0800001d080000a807000090050000eb0600008d02000053000000e50100009d0600002e060000250800005f000000d10000000105000019020000d80b0000620700000a0600002a0b0000ec0500006b080000d20b0000d00b00003a08000011000000,3084,1,1,2
12,ec08000070020000ff060000e8000000bd09000078060000b70100003e040000c1000000a305000060040000d80300006d0000004d05000098020000a5090000d2080000ac070000e50300000a060000f70800008c0b0000bc0a0000160800002d0b0000950a0000a70b0000cb06000068070000d10900009b010000e2040000010c00005e0300007e02000059030000d0090000ab040000d80c000024020000410c000045040000a9090000640200002d050000ac0900000a09000012090000130900002b0a00005a03000096070000b608000067060000da0800002c020000400100003509000049080000790100001505000065000000c0020000a3060000,628,1,5,0
13,d0060000a90c0000860a0000cf0700000a080000e20300008e020000df010000c3070000670a0000340c0000a2090000660c00009a05000013070000e400000037000000ff0a00009b0c0000b3090000f20c000079070000b50300004c070000c7060000b80900008a0b0000c10c000098010000c4050000bc0c000082040000160b000095020000980400006c0900003d0a0000eb0c0000f9040000a5030000520c0000da05000073030000af060000e60300003d07000042090000a80b0000770400006207000012040000f90000004b0a0000270800005b06000034050000ac0600009a0100006e0c0000d708000001090000e2040000d9070000ca050000,1726,1,0,-1
14,34010000160500004a07000018080000fa040000ad0c0000330900002d00000018050000300900005a020000ae080000e808000087080000470900009b0c00000d010000260b00006c0a0000b007000067000000d20200001c000000380500009b0200009a0b0000aa05000093060000fe0c00009e0500005306000089030000a30800006b0900000c080000880c00000d030000690600008a0600004b0b000060090000bd0000009a0300004e050000a9000000f40200003e040000ad0b00000d0100008e0a000007040000a5050000200000003b0400002b0b0000b2050000110500002a0800001b070000170a000059010000f20900000002000071070000,2068,1,2,-3
15,630a0000e90700008909000015070000a70b00005d050000fd0800007c060000e2030000d50c00002a00000039030000b1050000be0b00007a030000b70a0000450c00008b0b00003e020000a708000045050000500b00006d040000e7030000b3050000a20b000080050000b207000007030000080a0000cc0a0000230000005e080000c3050000870100002805000071020000f8030000f70500008200000066020000760b0000a7080000c001000076090000120c00006c0b0000bf0800002107000070020000f708000087090000f1050000af0c000004050000b6030000d4040000c40400009c010000350300001804000072000000650b000081080000,1304,0,6,3
