trial,a_hex,b,m,alpha,e
0,870900000c030000630c0000fd0100002f090000830000000d090000a5080000de0c0000e60c000039050000230a0000850c0000ee050000a2070000d9050000400c000067020000a2050000dd070000f909000066080000e5010000750a0000fa060000740300003d0a0000e30c0000e10a000021030000a406000016070000,3164,1,6,0
1,5e010000e9030000a0070000350300006b08000087030000ab000000800c0000bd010000f50c0000130a0000870a00001a02000038030000f701000068020000480000008b0a0000400b0000c60600002c0b0000a909000017020000b70200005b0600001e0900001c0900000d0500000607000025060000ea020000580c0000,1098,0,2,2
2,1508000093090000b4040000540800002c0a0000460300009c03000064010000e6000000bb000000b708000031090000fe060000fa090000fa080000d7080000ea0a0000ae000000d30100009a0b0000320a0000c80a0000d00a000097060000f20300005602000074030000eb06000079080000da050000fe0000009e090000,1256,0,6,0
3,0e0c00007b0a00006a07000053060000e60700002e080000510b000013010000780c000035060000620400000e010000b80a0000eb060000ce0c0000b2090000d40200000b07000099080000440c0000a2040000a70300007f0a00004f0100001a090000c30a00000b0a00007e040000340600002c06000046070000a80a0000,2604,0,5,1
4,53080000e00c0000aa0c0000a9070000b70300008f030000370100007a020000740a0000ca0b000092000000d10a0000ae0c000014040000d80700008c010000ee0b0000f309000042090000f501000049030000530c0000000700004203000012070000490b0000f2040000fc0800001a010000ea050000460b000037040000,2520,1,4,1
5,0b0c00006d0a00000c040000c0030000d4070000da05000032000000850a00002e000000aa020000a50b000007030000140400005506000099060000d70b0000d7030000a70000004f0a00001d0500007e0b00001c050000af050000c0040000240c0000650c00000e070000cb0a00000e0400000c0400009501000088090000,2147,0,7,1
6,96090000d306000038020000f00a0000130c000091060000a70000007908000059010000b6060000a6020000f00800003e0800002b0800003e0700003701000062090000730500004e090000e4000000ac070000ca080000e50c0000990b0000f10c0000ef050000a6020000020a0000160a0000c0020000ca070000da030000,3299,1,7,2
7,a8010000a90300001f070000420100007704000096010000ee070000a9020000400c0000530400008a0c0000320b0000f4090000e1000000ae03000003070000ec0400004002000045080000c40b0000310a000071080000ff01000081010000a9060000220b0000490100006b0200001f0a0000bd000000110700000a0a0000,425,0,6,-1
8,1b0c0000900600001b0b0000f7010000910700002e070000c20900006e050000fc0400007d020000e601000043060000cb040000dd000000eb020000d80a000039010000c50c00004d000000220c0000d80c00008d0a00009a040000710c0000eb0000000d090000ee040000fd0600009f0c000081080000e10b0000900a0000,213,0,0,-2
9,28080000e1040000f4080000fd0b00008a0300000c01000016080000e308000011080000ab030000680c000036020000300600006a0100005e08000020020000f50b00008f000000b70400008b0800007a030000b4030000f4040000a70a0000cc0600006705000034020000ff070000b10000006b000000c40b00002f070000,3260,0,3,1
10,ee050000b4070000ff05000060000000760200001c030000ae0b000030030000c3060000bb060000f10a0000150300002208000013050000bb080000270400005d060000fa000000d10800007a020000ce010000b10b000032050000970a0000a9070000fc0c0000ca0b00004a0900001a0300002a0200004901000009010000,3211,1,5,0
