trial,a_hex,b,m,alpha,e
0,1e0c0000d9090000770b0000520a000092050000d709000095070000f4040000ed090000060c0000da040000e4040000060a00001f00000084030000b30c0000,1582,1,6,0
1,9200000080020000d9010000780300002b0a000025060000f703000040000000de020000450c0000a3050000b4060000b10b0000de0a0000ea090000b6090000,385,0,2,-5
2,f309000072000000f60300000c0000002509000062050000b70b0000890400004c080000a00500000f0900008a06000011060000e90a00002e06000057080000,2534,1,6,1
3,f9020000780a000023090000fa010000b9030000160800000b090000460b0000510700007c060000ff0400009904000021040000860b000062020000d40a0000,661,1,5,2
4,c506000059010000fb040000d3020000890a0000230c000014060000a1090000d6000000d60300009d090000c7030000a0030000ea0200005c09000074030000,1176,0,4,3
5,4700000012040000ff0300007f080000bf000000e50a000063030000830a000051010000c7040000cf03000067070000b9000000cd010000d00c0000b2050000,1169,1,7,-1
6,16040000b40c00003a0900001101000067040000fb030000260c0000340400008c0b0000fc06000044070000bd050000a4000000940a0000dc0a00001a030000,911,0,7,-1
7,910b0000b9070000e00600001c0c0000cf0c00003401000006010000560900005c0a0000ee070000f30b00009d0b0000b90500005f0100009e050000190a0000,2692,0,6,-1
8,5f040000080c0000ae0900009e08000017000000070a00007305000059040000050700008203000033010000cf060000020800005f020000f4020000f70c0000,1547,1,0,0
9,df07000046080000ce0700007f040000ce0100001c09000022060000ec050000a7050000fc040000260b00003d090000eb010000440000008b030000ec010000,3266,0,3,1
10,650100006e07000012020000f4040000520b0000080700005c010000b5050000040900009d000000510b0000110400007c0b0000330c0000730000001e090000,1313,1,5,1
11,800c0000b4030000e306000052040000700100009f000000fc0300005f00000092030000f7080000940a000002080000100a0000c90c00004905000041010000,2495,1,1,1
12,040a0000ec0000003d090000b9060000200b00001403000045000000db020000ea09000052090000a20a0000c1080000e9090000890b00008b03000055090000,3036,1,5,2
13,2e0200006f050000d50a000053080000e20800002e0b0000d500000023030000660500004a0b000008050000190500000307000034010000be0100001f050000,525,1,0,0
14,83040000eb000000b903000011060000ab090000540700002a03000018050000270c000037040000980400001d0b0000f0060000400c0000d008000082060000,1048,1,2,0
15,640300008e0200009d0b0000a90a00006a0c0000820500003b01000047040000e6090000770b0000890c0000720800007d0c00008c040000d60c0000ce050000,1050,0,6,-5
16,be040000dd0000001106000048090000b5060000410a0000e4020000970100007a090000380c00005a0700006f020000b00600009c0b00005c040000460c0000,2055,1,7,-3
17,160a0000ca090000ab0b00001b020000ff040000ef0a0000fb010000c60c0000bd080000990800001104000060030000b005000064080000d30100003d0c0000,1657,0,0,-3
18,260c0000450700003e0500009d04000084010000ca0a0000860a00006006000008000000a5020000c5060000d3000000bb0900004d020000650c000054090000,1496,1,5,-2
19,a30b0000c107000001060000ef060000af050000a1020000920b0000f2090000270c0000b803000013000000a3030000cf070000890600009c0a00004b050000,475,1,6,-1
20,e70500007b08000053070000010a0000f60c00003f0c0000810800001003000014040000e608000045040000890c00008d0b00004d060000ab0a00008c070000,2554,1,2,2
21,880a0000360700002d04000000040000b30c00007d0a00004a020000e700000008010000a0010000c9050000610b0000fd0500005e060000ea04000070050000,3072,0,7,1
22,62030000c80900008f010000110a00007c0600009f07000014080000a2040000d40800004e0800001002000029080000440300003e0a000000060000d5030000,2861,0,0,-2
23,760200002d040000890c00006d0000004003000084030000b8060000970c0000ea01000046020000e50c0000320000007e08000021060000520a00009d0b0000,2371,1,0,0
24,52000000c20b0000d30400009a0c00006d02000085020000e4000000a60b0000e20600006d0c0000c50700009b010000870c0000e60700005f0b00008c010000,3105,1,1,-4
25,6c0c0000390600003e0100006f050000fa0b00003f0c0000e80c00001d0100003a0500009f0000008f060000b707000031000000e30c0000220b0000b3080000,2743,0,6,0
26,850c00001b0300008c04000056030000c40800009f030000b7000000850300002308000062060000ca070000f7040000a7060000f00c0000b8090000c3090000,3147,0,6,4
27,340600007e0300003f0c0000ad030000d2040000780c0000df0c0000a10300000e080000700300005c0c000000040000be080000330c0000550700009b030000,144,0,6,3
28,4d0700006605000003060000d8090000c70400000504000025030000bb010000080000000f0300008d09000053020000c5030000be0c0000500b0000d3030000,207,1,7,3
29,6d020000660100002c060000d3020000fb010000e20c0000e803000062070000c20600001d0000003e0c00002e0400006b0300003700000086080000b2030000,1906,1,3,0
30,180a00005d070000b705000066040000630700006101000063070000c7020000990500005d060000510800000e050000580c00005c070000c90b00002c060000,672,0,5,5
31,ed09000060020000e70900003b09000014080000430a0000910000007e0100000e010000c30b00002e05000071020000e5090000120a0000b5020000bc020000,1337,0,3,-4
