trial,a_hex,b,m,alpha,e
0,96040000cd0800009b0c000078040000b6040000a8040000980c000081060000880b0000f10c00009d050000680c0000350400007a010000cf060000890c0000,1548,0,6,4
1,51060000f4060000d3020000860b00003a020000480700009e0600003f030000430100004c08000051010000ad04000049030000be060000e60a0000840c0000,47,1,2,-2
2,c20c0000fd0300002a0c00009a05000030050000c8020000a703000098030000610a0000920700003703000069040000c70c00002703000040030000390a0000,2471,1,6,-3
3,f60b0000d40a00005f0b00005505000042000000ed030000d4030000310c00000d020000760400006106000009070000ee030000d60500008804000015030000,2603,1,5,2
4,c70900007c080000a604000053070000af0300001d060000a109000078030000340800005c0b0000c30a000045080000dd07000043040000e1070000fe0c0000,2484,0,4,0
5,6d0a000090010000110300000807000016090000180b0000110a0000250b0000cf020000820800002e0100007a05000050020000e10800008a060000840c0000,1775,1,7,4
6,92000000300300009a050000cd020000d50200006b0b0000b3050000190400000e070000300b00000408000078010000e1080000970100000008000049050000,688,1,7,2
7,04010000d3010000ea0b00009201000064080000ba060000440700000a0a000009010000cd050000e7040000c50200000f010000ad0700001a0a000085030000,1021,0,6,1
8,10040000000700004e020000840300009b0c0000a90c0000a40b00000a05000070050000d9030000420a0000900100000a010000a7090000e5000000d4060000,1002,0,0,-3
9,940a0000ce040000cf0500007f0a0000160500000e0b0000d00600000e0b0000bb0c000089020000d6010000d606000058070000660600009f0300005b0c0000,1194,0,3,4
10,250a0000660200001b0c0000260000002b07000007080000020300007103000046000000c5020000280500000b020000060100002e0b00000204000017090000,3293,1,5,-3
11,f40800003a090000f2010000130100000907000076060000f30b0000aa0c00009b0000006a030000c2000000850300006a090000d90b0000d4040000ef040000,216,1,1,-1
12,a30c0000de00000020060000920a00007d0300009d040000760b0000b7010000cf0900006c0900002100000071080000c80100002c000000d4010000bf040000,1936,0,5,-7
13,e00c00006a0800006a020000dc0c0000530b0000c0060000870b000063070000be040000a40400007604000016040000410100003c0b0000d10700006f090000,1111,1,0,0
14,45040000b105000053040000e305000005010000be0b00004a050000940800001c070000ca0800007d02000095080000420c000028050000040b000037020000,1071,0,2,1
15,c4050000f6010000cc0000001e080000cf0b0000600000000d0a000007050000d80100001b0600009f030000690b0000bb0500005f0400009004000075080000,1400,0,6,1
16,370000000f0c0000260900005d0a0000ae0c0000780300007c0500005a0b0000b203000011050000b30500001d0a000002060000760b00003d0b0000a0060000,2854,0,7,-1
17,580a0000690300005e0b00009b0c000092000000370c0000d80b0000b3080000140000003c0c00001e0800001f0c0000dc0c0000a803000050050000150a0000,2075,1,0,-1
18,4901000071060000310b0000740b00008f0b000046060000c40a0000490b0000f20b000063000000790500003d070000ff0800008c0100002c0b00000c050000,1962,0,5,1
19,5b030000f00100001d0a00002800000083050000c9020000ea080000dd070000ad030000da02000087060000d9090000570b00003e01000008000000ce060000,2228,1,6,7
20,680400006d060000be01000049040000f1080000e8040000e3000000920700006f0000009a030000f10300006f0a0000330600000d060000870000002d070000,372,1,2,-1
21,310a0000080b0000c5030000140a0000cc03000028060000550300002d000000d30c000027020000df0b0000a3010000f7090000560000003a05000066020000,2602,0,7,5
22,ea0000006a05000013020000b0070000b700000016080000190300001a000000020a000040060000fc080000ae070000b1030000eb0200009e08000099080000,1683,1,0,4
23,7a0b0000c8040000420b00006606000029080000410100004a000000e0080000f4020000900c0000dd0300006d0100000b0900006f0000002102000008020000,3039,1,0,-4
24,0107000027050000150a00008f020000170c0000e705000067090000c7090000840500009d0700001a0c0000f7090000170000001a0b000092090000660b0000,912,1,1,4
25,50060000030a0000a10200000c070000280600002e0a000068050000e40c0000b40100004d0c0000e30000004a0c000040020000560100001004000084020000,2660,1,6,2
26,ab0c00004a05000013060000e90b0000b506000028060000d10300008f0c0000d70b000011060000cf070000e60100007600000038050000250c0000e9020000,2610,1,6,-4
27,7f090000b3090000f9050000e3010000c20300002b0c00006708000053030000e80400000d0500009000000043080000b70800000f0c00000f080000e4060000,704,1,6,-2
28,c80b0000a40b000043040000d1020000d5060000840100005d020000fd030000aa00000018090000db040000aa060000690c0000610500006f00000005070000,1357,1,7,-5
29,1203000038040000580800005f0100005101000049000000290000000a000000940000008e020000f3040000c701000055040000180700003e0c0000b2000000,2249,0,3,-1
30,c3080000a9040000470b00009203000062070000fb0b00005a0c0000fc0c0000360300002b040000e3010000e0030000d9070000a50200001a0a000071040000,2573,1,5,-6
31,b604000079080000de060000910b0000ad04000010060000540a000096080000b40500004a000000eb060000c5010000b4000000f80600007e09000093070000,583,0,3,-2
32,ae06000099010000100600008b0100008d0100006c0c000094070000fc0500004c000000030100004b010000c8090000e4020000510600008d00000012020000,2873,1,2,1
33,5b020000030100009404000004070000b3060000f7090000e60b00004c0b0000a1040000c5090000f1050000ea0a00002d010000e20300006d000000d3030000,709,1,1,-3
34,5d0000004104000059090000010b0000b20c000040060000e1040000dd0c00003700000051050000bd0c0000010300000f080000800b00007d070000c2070000,2005,0,5,2
35,78020000310b000066080000e90c00008e010000ab0200000c010000fb08000014060000ac0a000002080000bd070000510c0000f90000005805000079080000,2012,1,3,-1
36,be0400009d050000f4060000c9040000770700006b0b00002a09000090020000940800007000000070050000b2030000180300006d0c0000d20a00008a0b0000,184,1,3,-4
37,700a000058040000c908000083000000140b00006b0800008c0a00004f0c0000d70c0000670b0000e30600002104000060060000a90000004101000072070000,1407,1,4,-3
38,f10c0000c10200001205000033080000bc0c000036020000950300001e05000065090000b80a0000f00b0000f20b000031000000fb0900004a0c0000e9020000,820,1,7,-1
39,c308000062060000ad08000014050000b30000004e0400008503000076070000360400005f0700002e0300000c0b0000440a0000630800005403000044060000,1415,0,3,1
40,9201000035060000f9070000d90400008e050000ae050000a80600000e0b000015000000020b0000760b0000730700005a000000190b00002d010000ac080000,2290,1,6,2
41,bb0b00000a0c00003a0300004b070000f700000042020000480300002e010000e6080000cd0700006603000032060000a40800006c0300002e050000c0000000,2491,1,3,-3
42,62040000ac0600009c040000340900002a02000055090000ab04000053010000b803000063080000c0070000180700003c0200008f020000c9020000ee010000,2601,0,7,-7
43,c90a0000110100000207000060080000c70a0000ca020000ce000000ba030000880b00006e060000850b0000e40a0000cc020000db0b0000990b000090040000,1689,0,4,1
44,b3010000ab040000bf0800004a010000250200007200000044050000af010000370100002b0100001505000061030000fb0400002a080000ab060000b2070000,746,1,0,1
45,5d050000790000002909000062090000b1020000eb040000770b000012010000830c0000f302000062050000d30b0000690900001d0500009e010000dd010000,322,0,2,-1
46,240200006f0b0000320b0000500c00001b02000069040000410a00006c060000bc080000f302000052070000240c0000a5030000dc0a00000e010000d0080000,463,0,3,-1
47,cb080000920c000038090000080c0000f80c0000d9010000fe0c00009e00000090090000bb030000a7010000e005000024000000500b00009a03000074040000,3294,0,3,-1
48,510300003c0000005b010000d90b0000da010000a40b0000380900003f040000840800006209000016030000500a0000f0070000030600001b0700004e0c0000,2662,1,1,0
49,f10600001208000032060000e0060000b70a0000b00a0000180c0000d70c000058060000070300006004000026030000ca080000220b0000140a0000800c0000,3228,1,4,5
50,530800007c0a00004d040000910300000e020000b10400000d0c00000e0a00009a040000be0100003801000026060000ce090000c3080000dc050000780a0000,1438,0,1,7
51,02060000ae0b0000be000000520500000c050000aa0b00001b02000025070000870b0000df060000cf0500008404000032050000100a0000aa0c0000b0020000,1688,1,7,1
52,0d0a0000020a000057020000880700007301000015010000b405000072020000110800001506000083030000c90a00001b0c0000f408000048080000ce090000,2183,0,6,1
53,d8060000e7000000c9020000b00b0000ae0a0000180200002d080000f40c0000910300000a020000fd0c0000c4040000a3090000cd0100000f0b0000e0000000,438,0,0,-6
