trial,a_hex,b,m,alpha,e
0,c7030000490300003107000083080000f60b00005b0b00005b040000660100003c010000f70700004600000049040000a50200005d09000060010000d30b0000d9080000ca02000023030000ab0b0000920b0000c40a000091040000bd090000d4010000a30500002d0b00009d030000ba080000f205000010040000aa0300001c080000a902000080020000eb040000d50b0000b1020000b3070000f406000013020000d6090000280700008b030000b50700009405000081070000560c0000b4020000120b00002c0100002404000092040000c7090000e3050000250b0000930700000709000075020000df0400001f0a0000410500004c04000097040000,2641,1,6,4
1,ca0c00003b0900002d080000020100007d0400001e050000680500001705000002020000820400006d010000eb07000083060000e70a00003b0700000b0c00007b0700005c050000ef0b000018090000ea05000052020000140800001a030000b00000006000000096070000640700003c020000ef060000f00b0000fe000000f5010000e6030000d309000000000000c0090000e50100006b020000160c0000a5070000290000003c080000270a00008e0b0000f00a0000e0020000f20b00008c04000066080000ed0200008404000023030000f90a0000610500000a0c0000870900001c0900008102000090070000150b00002506000095020000e6080000,122,0,2,3
2,51080000ea0300008f0500003109000021090000a50a0000e8070000ba0a0000020800006a0800009808000008060000140100000a090000ec060000a2010000670100008b09000031050000f7020000f40b0000ce000000b10b0000d20c0000f9050000ae020000f5020000500300008709000092010000b4060000900b0000c1050000a90b0000050c00001a0b0000ce030000c10800001309000026090000d90c00003d0800006a030000620a0000ae06000060030000b40c00004a040000090a0000810400004f07000054000000750b0000300800005a0800009b000000b50a0000c50c00002b0800005c05000054040000b4090000fa0500004a090000,1713,0,6,-3
3,56020000ae090000ad0c00002f0300008a08000056020000d20100002e050000e909000064070000710200008e020000170b0000ab0c00002d070000250a000024070000b9060000dc030000fa060000980a00004f01000071090000970a0000b4040000430500003100000009040000f50200005c0a0000280b0000a300000061000000820500002a0200007e020000250400007401000043090000f4020000ce0500004c080000cf03000008030000ca0c00003d0300004a000000c2050000860c000045000000bf0200001b0800002b0c0000730200007d0b0000270c00006b050000090600004a0c0000d8030000210b0000290700004a040000430b0000,722,1,5,2
4,4b060000190500006d0100001009000079020000ad0500009d090000600100004b070000c7030000d9020000f8020000d30b00000c010000f207000070010000f8090000f80000001107000006000000d7070000f1000000cc0200005b000000b0050000a604000098020000b905000061050000610000009e070000160c0000100400003c0300006b0200004b0a0000320a0000d90b0000720b000082090000d4020000d5070000de060000c60900005208000038070000d20800000f080000db0100001f0500001d0b0000320800006d0c0000700b0000e6040000ed050000a30a00008b080000d9030000950100008b0800002a010000fe0a0000cd050000,880,0,4,1
5,b20800006309000017010000e90c0000a10c00002f010000d7030000b9060000850800001d07000090010000d4030000a90b000089070000600500003e040000eb0100004c030000ef0100007b080000ea0600002a07000036080000e5030000ae0c0000990000003d020000320a00005b070000f2070000e3070000460300000b020000e0000000f80000000d0b00007e090000a3000000c204000065030000f8040000bb060000ac0a00006c040000b30a00008b080000720c0000e904000027050000d30c0000640900000809000016070000640a000036090000e90300002109000013080000b7090000f406000071010000550c00000504000093080000,2298,0,7,5
6,550b0000d70a0000ac050000ba06000092020000c6090000d7010000dd0c0000730800007e0400003705000018060000c803000030060000b7060000eb0300000704000060040000c303000029080000fa0c0000290900001a000000180c0000b60c0000a80b00003f0b000071060000e50a000032090000d5030000d80c00001c0200001d0b00001d0b0000ec090000f6080000950400005004000066020000e9050000ca01000071090000dc040000350c0000f50c0000260900009f060000630700000f0b00008b090000bd060000a5040000d3060000e9090000c90c000073090000f5060000db0b0000950600007f0c0000b3070000820900004d0c0000,1471,1,7,2
7,170100007e09000022070000ee080000de08000000040000a40b00008d090000d70b0000a2030000b4000000fd080000a6040000db0c0000a5040000c4010000d7030000f8020000f7010000dd070000e90b0000c60300009d000000780a0000530a0000a80600008a0a00003b0200007c00000049070000ac010000a605000023090000160a00003a040000cb02000071000000ae0b000078060000310b000082090000e5030000d4040000d70000007d090000a40500007e070000fb03000078030000a60100002e050000dd03000065030000ed0a000090070000d40300005c030000050a0000ca000000620300004e050000960200001f010000ba000000,1364,1,6,-1
8,4b0900003b090000cf030000b00b000006010000cd0c000009080000cc0b0000d60400004a060000480300001a030000e407000066030000480c00000801000057060000100b00002f01000057010000030800004c0c0000bd050000e207000099030000bb0600002f040000e0090000df09000007040000b4010000f20a0000c2070000ec030000f50000008e06000015000000d2000000c8010000600c0000590c00006704000039030000f0040000a30c0000ac0600002f0b0000a3090000f408000017090000090100008d0c00002c0c0000c00a0000b10100006c020000360800008d050000b1000000f500000064090000c20100004b070000f7020000,988,1,0,3
9,c3000000170c0000fc0c0000330a0000fb040000500b00004a020000940300004b0500000b0c0000c8070000340a000004030000e0010000d80600004f09000070080000250700005b0300008b0a0000b10c000066070000bd0400000c0100004e020000310b0000bd0000004f03000040030000f20b000065020000630a000028080000c10800000f000000bd0a0000e3090000dc0300008e0c00009f010000500300009e020000c40b0000180400007108000013070000e90c0000f90300007906000016040000db020000030b00002a01000068000000b80b0000110a0000f60400000d030000a10c0000b3020000940a0000340c0000a604000080070000,2156,0,3,4
