trial,a_hex,b,m,alpha,e
0,d90600008d0b0000e5080000fe000000e90100002d0b0000d40100001303000058040000520c000014010000e10a0000a70700001300000091010000fe080000a90400003d000000e6020000d60100001f0b00007b0500003b0700009a00000088010000fb0a0000c90a000031000000d60800009b0a0000ea050000b1000000,588,1,6,5
1,000a0000830a0000de0500001208000085050000370b000046030000b7080000c0050000da0a0000c9000000e80300000b05000011080000350200001c070000720900003c05000003070000500b000074060000490300009a020000cd0100009200000073000000190c0000dc080000ae070000450b0000ad05000045060000,461,0,2,0
2,2f0c00002a0700003e0400004a060000ed020000b6050000a5000000cc030000e801000092000000370200001b070000cf0200003a070000240900009b0900000a07000085070000a10400008c0300001006000053030000bf080000d3000000ef020000140700008e000000f5090000fe080000c5050000f00200007e090000,21,0,6,1
3,2604000031090000b3050000800100006c050000410a0000b30800008e0000002a050000d90900005a040000260a00008a000000b8080000590100003b0c000053010000cf0400005106000068070000d4000000aa0300006102000011030000d00b0000e90a0000610800006c08000000050000fd0b00005e020000d80c0000,833,0,5,-1
4,a30c0000e10c0000e70000002007000087010000d305000047040000050b0000860700009901000003040000dc0c00002e0a000054090000d60500002d080000b60200007e08000022090000ce0b0000300500004c02000025080000fb0600004e0c0000fa0500007d0a0000c00100004a0800009d060000fc0c000097060000,2049,1,4,-3
5,710400001e070000740b000083060000590c0000f90100003d0c00004802000051030000cb060000680a00009d08000043010000ca0400007d0000001f01000005080000aa0b0000e4080000ad000000d30000009b0900000c0000003f0c0000e4000000b90600008a0a0000850c000096020000e40800005a010000a1040000,122,0,7,-2
6,71050000c8050000f30400006c020000f5060000350c0000f8050000880b0000f10a00008f050000900800005a090000f3040000fd060000220b000051040000320900009b090000ca07000088030000e50b00006c090000a502000092050000cd0700005f04000071030000f500000093080000d0090000d90c00000f0c0000,1343,0,7,2
7,680c0000200700006f090000ec070000e501000018010000d6080000be0a0000f2050000a8080000ab0b00004d0800000e040000c40500003301000035030000410c0000e8050000a6060000c70900009e03000097020000c5010000340c00001f090000770c0000c506000022040000df09000045010000d70700004a010000,2279,0,6,-1
8,9c0b0000de040000fa0000009007000065060000de080000570900009c0a000047030000680c000052010000750c00004b080000ef000000e80500005d0800008603000015030000a206000063010000f20000005a020000c2070000d2080000260000002c01000091060000a1050000a1090000820b00003503000055030000,2229,0,0,-3
9,ae0000009b0c000007010000dc0800006900000020080000d20c000030060000030200000b0800001b080000d60600003f0400009d0900009d040000a3080000590800007b0a0000100c00000a0a0000ea050000130800001c0c00006d090000e7020000ea00000059040000cf0a0000c70400000e06000071020000840c0000,3052,1,3,-2
10,e1070000b8020000550a000054060000b30000003804000038050000b90800002d060000160400002b0800004d0400008006000088000000a50b0000f70c00003c0b0000ea090000510c000035050000420300008a030000b50400005b080000000200009804000056080000050c0000b30400007d00000090050000160a0000,29,1,5,-5
11,460000004f090000d7090000e20100001b070000da050000d403000068020000330a000096000000570b0000b80900005c0a00005a0800007a0900006e0b0000b9090000b306000060020000a40400008b060000b8000000d602000070080000950100005d0500001b060000a40c00008d06000014080000e104000051070000,2494,1,1,-1
12,3c0b0000c304000018020000b90c000043090000780a0000e9060000eb06000011090000bc0000005f0200008b030000110100003309000090060000af0c00000a03000027040000520900003a0c00002e0000007a0c0000d90a00005a07000026070000380b00008a0b00003c00000020000000fe0700009008000056050000,2518,1,5,1
