trial,a_hex,b,m,alpha,e
0,e3060000270400002d05000042040000810a0000b10c0000690800005b0a00003e0b0000b4050000e908000002050000570100002a0600008d08000048030000,1419,1,6,-1
1,060b000016040000ce0b000034060000cd040000ef0100003b0400003000000016070000bc0a000052030000310700004f040000ba0700002b08000089020000,913,0,2,2
2,81050000970c00005e00000086040000ca020000090500001700000093070000d50a000017030000c0030000be0a0000ae0200007409000082070000b3080000,2664,1,6,1
3,f40200007e0300008c08000026030000dc0600005f040000c3070000a30500004a03000094000000ea0c0000b1040000330900004e0700005a0000004f030000,2777,0,5,-2
4,8b0a000003010000060000000d060000420b00008509000068010000f20300006009000093060000df07000084090000f502000061020000d30a00003a050000,1253,1,4,-6
5,7b0a0000c50800003f080000b104000055010000bd0300004e020000970a00005609000084070000a2070000dc0c00003e00000053010000f70a0000f1040000,1467,1,7,-1
6,7e010000420600004a080000c0070000960500000e06000088010000c00b0000800100002a020000160200006c030000f6030000220a00001c0c000045030000,2219,0,7,0
7,f207000066020000910a000002090000d00600004e070000bb09000006000000190a0000290a0000b1020000d8070000cc0a000020090000f1090000650a0000,2244,1,6,0
8,de0b00002d0100007d050000520b000031010000cc0b00007f050000910300002406000064000000db08000087030000f5030000030100009704000018060000,756,1,0,3
9,c80200006b080000f001000092090000150c00003803000070020000fa020000fb080000220c0000960600008c060000840c0000e5060000770c0000890c0000,1119,1,3,1
10,8b010000f30a0000ac0b000018080000590700000e0000004d0100005a0b000099060000cd09000038060000350a000024010000af000000d90200009d0c0000,2533,0,5,2
11,cd060000030300006b030000ec0a0000ea09000006010000d10000004c0c0000fc020000260000008407000069000000bf0b00005a08000051050000ee000000,932,1,1,-2
12,7e0500006d0600005c0a0000c2050000b309000010080000fe0a00007a04000098090000af030000210b000022020000af0000002d0b0000ff0000005b040000,1417,1,5,-2
13,e301000020060000fb06000094020000720c0000ec0100002d040000b6080000380c0000450c0000e7090000fe0c00000c030000d9030000b60400005d080000,2122,0,0,2
14,310b000005040000bf0400005d030000720b00000a040000ff07000063020000100c0000e30800000f060000340b000088010000d8010000980400002e0a0000,2484,0,2,0
