trial,a_hex,b,m,alpha,e
0,a60b0000cb0900001c030000e80300006d0b00006f0c000054030000c60b0000220c0000760600001a060000440500009304000025000000db0b0000e9040000,445,0,6,0
1,b6090000a4050000720400007b040000cc0b00004b020000ac0700000e000000a00700005b0b00002f02000045020000310000003702000078010000cf060000,825,0,2,1
2,c30100003d0b00001300000033080000a60c0000430000002a0800000504000048060000b6010000af06000046050000950c0000de0a00000e0000007b0c0000,2954,0,6,0
3,53090000ed09000056040000920a0000b7010000970100008e000000d805000042080000820c0000850a00009b050000f9010000d10a000017060000ca010000,2989,1,5,-2
4,f30300008705000077080000e501000096010000cd0600009a0000002302000045040000a5090000d00c000089060000360700004c09000040030000e1080000,302,0,4,-1
5,fe040000160a00001406000067000000650800002a04000033020000c4030000c90a0000ba010000b20500000e020000ed070000e80b0000a908000035070000,2334,0,7,-2
6,c5090000f10000004e05000077010000b406000024080000180800007c0000007a0a0000ca0500005f040000a0090000440b0000ce0100003a0c00003f070000,1883,0,7,-2
7,330b0000120900001308000047040000ff020000dd03000091060000a6030000d4030000de0b0000af070000c00c0000c7080000cb0600001e0c000099010000,3326,1,6,-1
8,3c06000079000000d60500001a030000d70900001a06000031060000e000000012070000e70c00007a080000d801000089000000ef0400002a090000ff0b0000,696,1,0,-1
9,fa0400001a090000af0a00000b0700002a020000360700003008000051030000ea0000008607000093050000a90a0000b8080000f4020000210b000001030000,1085,1,3,0
10,c4050000ba060000bd0900007808000022020000d702000091050000b7080000f30600001c090000530c0000bd080000030500005f0600006e01000056040000,3019,0,5,1
11,990b00004902000055050000390800008f0000004b060000d1030000fb05000006010000cd0100001905000074050000f90a00006f030000520600008b000000,227,1,1,-2
12,140c00004a000000080800007201000010050000aa0b0000270000001f0b0000af020000ba010000eb0800000c0a000073080000b20600003a04000086060000,3176,1,5,1
13,520300002a0c0000c5010000ca0a000099080000b10800006a030000900500001009000052040000480500002f060000050400009f0b0000db06000016050000,852,0,0,0
14,f1060000b000000076030000350b0000c8010000d0040000b4090000700c00005803000055060000800400009d0b000087020000760c000026000000a7090000,396,1,2,-2
15,c8020000cf070000e90a0000260600000a0b0000fa0300004e030000a9090000c9030000db000000f6060000a60c0000f50300006e040000450a00002f010000,2591,0,6,-2
16,9b090000ee0000008c020000f0000000900a0000a60800006a0500006e0800003e0000004e09000079030000ac0200001e0100007d000000e306000082040000,2401,0,7,-1
17,e303000035060000fe030000b3060000d50200000d0900002e000000dc090000270300009b0b0000a208000073040000720b0000660b00007c010000370c0000,2217,1,0,0
18,4f0000008a0a0000470c0000460000000800000077030000db0c0000df0c000039070000ff08000002060000130800000a040000aa080000300900005e060000,1663,0,5,1
19,cf0900004f0c0000440100002e0b000052040000d304000097020000cd020000f3000000f60800002f0b0000d10700003b070000890a0000ec0c000058060000,212,1,6,-1
20,a80c00002d040000a1050000ec01000079040000ac030000ba090000d70400005701000067030000d0040000eb0c0000830400005f0500002f090000bd090000,1760,1,2,0
21,990b0000aa0c0000a00300002f04000067090000ce0300001f070000cf0b00008706000029060000b40c0000f0010000580b00007f0800003709000014060000,452,1,7,0
22,980a0000d00b000065020000100a0000ff080000f4020000f1040000400b0000e4040000840a0000a50700000909000065000000b7040000aa0200005e070000,500,0,0,1
23,d706000023070000ba090000360c0000dd020000520c0000f20c0000eb0900003b0300001c0900004d0200003f0700004a0a000089000000bf020000fc070000,1363,0,0,1
24,670c0000e4090000a30a00008a0200007b040000400800002e0c0000e3080000c2020000a2000000330c0000370600006c0700009d0b00007400000058080000,3039,1,1,0
25,13010000b40c000062070000670a000011050000f10400000e0900006100000022000000790a0000c00b0000fa0300009a0a0000ca06000017050000460b0000,448,0,6,-1
26,d809000057090000b0010000ab0b0000db0100007b0000006d020000a20600009a090000bc0400008d02000071000000cb0700006a0b0000460700002e010000,841,0,6,1
27,29060000040900000f0c0000260500000f0a0000fd000000f8060000580b0000d8090000420100004d080000500c0000fe0800004c0300002d010000b80a0000,3222,0,6,1
28,000500009502000074040000460900003100000044050000ac010000ff06000033090000c40a00004b0c00008b0a0000b0050000ec07000066080000b30c0000,806,0,7,0
29,31050000dd0a0000de03000010090000cf080000f3020000d5070000fa0c00008003000042000000b0030000560b00009f0a0000c90a0000080a0000a40b0000,1265,0,3,-2
30,fa0b00006a0600009d0600000c090000bf060000ff0b000036040000ee0200007f010000410200006504000073050000220c0000320700001d000000f50c0000,743,1,5,1
31,0b000000550c00006f04000025060000500800003f0c000030030000180b00006a0c00004a00000017010000420b0000e20a00009d050000b00a0000d6060000,1044,1,3,-1
