trial,a_hex,b,m,alpha,e
0,c70c0000980b0000760a000044060000d40c000017050000cb0700003c030000a30c0000cc0b000085040000910c00008405000078040000ba0b0000e70c0000,421,1,6,-2
1,5d04000088070000af0200004c090000b9090000c20b0000ce060000570a00005d06000017070000780c000084090000de0c0000920500003d0100008a050000,3085,0,2,0
2,de030000f805000069060000430000003f0100001f040000b7050000ae040000a1000000f00a000029080000ae0c000047040000bf0500002e03000075060000,2397,1,6,3
3,21000000530500002802000066030000fe010000c8010000f5000000690b0000a10c0000100500009307000012060000610b0000440b00001b010000460b0000,218,0,5,0
4,46080000ae0500005d080000cd0400009e010000f5050000230300004907000017030000110900007b090000d40c00003b0b00008103000045040000d3070000,3139,1,4,1
5,470a00005501000071000000a80b0000c5000000b20300004e0c0000820b00002a0500005b0800002b050000dd080000fc070000dd040000050000008e080000,2528,1,7,-2
6,6103000098030000b90a0000a40000003c01000055060000e704000022030000ac0c0000b4000000a10c0000eb060000d2070000990000001b040000c2050000,2970,0,7,-1
7,aa0000000f03000076070000040c0000780b0000b7010000ae020000fc0300009d0000008208000035070000c20100000d060000610500002e0c000051070000,216,1,6,-1
8,6d090000ef0b0000bb020000410300008f06000096080000f00b0000190700007701000039090000af0a00002c060000cb000000aa0a00007e030000c80b0000,394,0,0,-2
9,5c0800007b03000096040000480500008109000084010000970800003b0100001a080000e3010000780b0000cd09000033060000a403000027090000e2090000,726,1,3,1
10,ca0b0000ce090000be030000bd08000089010000d9050000100b00001e050000c9060000f300000025040000390b0000a70a0000bd01000089050000e1070000,2241,1,5,1
11,340900003708000075030000ac020000dc020000cf0b00006a030000f80a00004c04000082040000c9010000350b000061080000bf030000800b000005070000,2471,1,1,0
12,eb070000510100006f08000003090000f70b00003d020000b7010000700c0000d705000027010000a60c000070010000dd030000ab0200007c040000a9030000,1139,0,5,1
13,270700002d050000240200002a05000041000000fc08000024030000500800003a040000f70b0000ec0300009a0500004809000038010000790900000f090000,851,1,0,0
14,430c0000ae030000a20500005c0700004d080000380c00000e090000c60b0000d00b0000930600005f0a000072030000000c000072090000da0c0000c8020000,1724,0,2,-4
15,70080000030b0000400000002b07000069050000910a0000f20b0000d20400003f0a000047040000ea090000ca010000ae0100006901000067050000d0070000,2295,0,6,-1
16,ec0b0000190b00002a0b00002f0500005f090000850600004b020000930c0000d1090000f0050000250a0000f50600007b060000de0800006c01000059090000,2969,0,7,-1
17,1f06000005050000a2090000ea0c000033010000e90b000011080000b60200003e040000c4070000260a00001600000086010000240b0000d2040000d7070000,2100,0,0,2
18,33000000f70c0000750700009e050000270b000090040000ad070000530b000086000000bb010000060a0000ee070000d6010000cc05000092080000b8030000,2118,0,5,1
19,8c0900008e04000085070000420100006c050000c1000000d3050000e2050000420200001c0200001a0a0000670b0000a0070000a2080000970500002a040000,1511,0,6,-1
20,2d0800002e050000fa0500004b000000450500003c020000de090000f704000047030000d7090000d10000001b040000b60b0000950500001d05000004050000,1187,1,2,3
21,a7050000b8070000600a0000620800008f010000e7050000fa0a00003c09000059060000d30100005b000000c8000000710500002b0200001e0c000016000000,1118,0,7,-1
22,1a0700004e0100005e020000d40700000804000008020000410800002f060000bb00000043020000250c0000990100001d000000310c0000d20900006d050000,1529,1,0,4
23,01040000670400004b020000c1000000d90400007d0600001b0000000b010000bc0c0000800900005c0a0000440400005b0100009f070000270a00006c0c0000,1695,0,0,1
24,48090000820c00000d0b00008c03000006010000ea0c0000c20900000d0600005c020000480c0000150300001f050000b1000000e60c0000b1090000e4000000,2948,1,1,-3
25,e60800008f0100002b0500001604000055020000fe0500001e0700002a080000e00b00004f0b0000da080000d7060000cc0400008202000062080000460b0000,2960,1,6,1
26,490100005d020000340a0000100a00006d060000e1010000bc020000f004000048070000dd040000c4020000b2050000de060000d30100003b030000d1030000,2514,0,6,-1
27,bd010000c20300008e010000cd0200009c09000061000000a6000000ae0500003d0a00000900000075070000cc010000f602000042010000e600000092030000,1698,0,6,-2
28,a3070000fd040000e1090000bb0200002f000000ac0c000095090000bd030000b9000000d20b000024030000ea080000b3050000870a0000fa030000eb020000,3106,0,7,2
29,130c00008a0300006a0a0000b2050000cd070000de0400000b040000930c00007a02000049070000840b0000520500002d000000030a000081020000390a0000,829,0,3,-2
30,f0070000150100002d0a000032060000110c00001c0700008b0b0000d706000031030000f4060000af0b0000a9050000010400007c04000026080000e0070000,3209,0,5,-4
31,b4010000ce0500000f000000ef060000ef0700003f020000810a00006b0c00001e0400000906000052020000840500003d020000040c0000dd0900001c020000,1906,1,3,2
32,ac030000470c0000db00000091080000eb0c00009b010000e80a00000903000009060000df050000950900004f0500006f0800002e0c00001002000061090000,1527,1,2,0
33,dd090000ee020000dd020000e3080000fc04000088000000aa0200006e060000f406000007020000d20800003e0600009d0600001d0b0000d5000000b5020000,2085,1,1,-1
34,5b080000f70c0000aa070000d009000045020000c60a0000db0600004700000021080000c7090000a802000023060000be0000009a0200006d0a0000270a0000,435,0,5,-2
35,5b010000ee0b00003804000091060000fa060000a90a0000c80500001e010000a9080000d2080000050500002e090000ca0400009f020000ef04000003000000,1448,1,3,0
36,34090000a9010000e3050000610900004e080000670a000021070000360500002c0a00003e05000066000000310100003a080000be000000040400003b010000,2687,1,3,-1
37,5b02000039010000770a000071090000ea0b0000590a0000d30c00009702000013050000d0080000960300000a0c0000a30800004b050000c50600001b040000,408,0,4,0
38,07080000dc010000ee0b00009c0c0000a90a0000b20a00006b06000075050000760300003f060000230b000067070000e1060000150a0000f00b0000f8000000,2058,0,7,0
39,8e0a0000d4060000a60a00008a010000ca05000062020000960a0000de080000f301000034080000e20c00005c0300003c030000e3080000e004000031010000,3309,1,3,1
40,f5070000a6040000880000002f09000056040000fb080000f1030000720b0000c90900006f040000bf0b000031060000ce090000dc0a0000db030000cd0a0000,584,0,6,-2
41,13090000e90000009b090000ee0b0000440700000b07000039070000020000001d01000069020000e804000018070000dd0a00000d020000c106000080010000,1977,1,3,0
42,c50b0000dd0b00005d02000063070000a5040000fa0b0000ea03000020080000a9060000460a0000c00400004b0800003b0800001d070000880000000e040000,900,1,7,-3
43,2f0c00003c000000ee010000810a0000b1030000500a0000c00700008b0000002d060000290a0000540c0000a9000000370a00006e000000170c000046060000,589,0,4,1
44,76030000990100009f070000370b0000ae0100009f0000000d030000e6050000b008000015030000f3030000520b0000d507000022050000790100004c080000,821,1,0,-3
45,e00600008f03000033080000100c0000a80a0000940400005a0a0000920a0000b2070000a609000077010000df060000e80600008e0a0000e3000000660c0000,55,1,2,-2
46,d0000000ac0800001c0500001b080000fa0600007f070000140b00001402000006020000280c00004a04000011090000f50100000209000048010000710a0000,62,0,3,-2
47,91030000b00200004d00000023080000d10a00006b0a0000da0a000037060000400c00001b000000ad070000c5070000390a0000a1070000930700001f040000,1500,0,3,4
48,610b0000130600007c010000e9040000b102000008070000710600005f0c0000fc030000660a00003601000045020000c3070000d00000009702000011090000,816,1,1,-3
49,de0c00009e00000019020000a409000063040000700c00003c040000c0030000fc0b00002007000004070000f5030000bc0c000033040000e406000034070000,614,0,4,1
50,4e02000068070000390c00006b07000030030000270900007e030000130b0000da030000d6080000c4090000360400007f040000ac0400001d0b0000be080000,1164,1,1,-4
51,12070000fc070000080400001d080000e80500001e0700000a070000270b00002f080000c5080000e00a0000bb080000780b00001b0200001b0b0000de000000,2942,0,7,0
52,38080000de0400002a0000006f0b0000700900008f010000bf03000068030000b2030000a80500003a030000220c000033080000b9080000af0a00007b080000,663,1,6,1
53,f9040000720c0000660a000019070000f7050000ba0a0000c40900001d030000500b00001608000080040000be0700008b00000076070000f2020000c6070000,1607,1,0,1
54,e8060000c8070000be0c0000d3030000dc020000f9080000e6070000ed090000e4040000240b0000e2020000c60800001b05000077040000de0600002e060000,2665,0,6,-2
55,560800009c010000950c0000f50600008207000093040000bd070000e2080000180500007f0a000049050000f709000099060000090400007f0a000024000000,1676,1,4,-2
56,2b0b00005b0300002f09000008090000870500005d0a000011030000170200007309000050090000880a000041010000180300001d0a00009306000009060000,425,1,7,0
57,5f080000970300000602000026050000ab0800008b000000fa0c0000430400006a0a0000100a0000540b00005d0100005e07000047060000e703000044010000,1554,1,6,0
58,aa0b0000f20900006a0600004705000093060000640900003b060000be030000a2080000710b000034000000b8000000d90300008a0a00003f0c000085020000,1689,0,6,-2
59,2c0a00008c080000d50b0000040a0000770b0000c00100009b010000a70a0000750400005e050000570500008600000010070000c80600005c0700006c0a0000,2326,1,6,2
60,aa010000cd0c0000770500000702000050070000b0090000ee040000b1010000000d0000d7090000a1080000f80900001e0c0000a3040000060a00003e010000,607,1,5,2
61,00070000740900005e020000d7090000740300002e0100009a040000a50b0000020a0000580a0000b9080000e702000058050000180c00003b090000d1030000,1094,0,7,-1
62,17080000020100006e0000005c060000050100007e0a0000c80b00003a0b00008b020000940300003c070000d90c0000b80b0000570500004e000000c6060000,2998,1,7,1
