trial,a_hex,b,m,alpha,e
0,c109000047000000ea0b00008d090000100200001c0600000a00000084040000350c000060040000840b000003060000490c0000bb030000a00200004a0500000a0000001e0100007b04000091050000110b00003a090000e6010000a4050000260800001d0c00000c040000820400008c0b0000370100007d090000510c0000930900008e080000ac0c0000850c00005c0b00006f090000d70a0000db030000a8030000b90c00007a030000560b0000c3050000a709000049030000c3090000810000006c070000bf030000910c0000b00b000023020000520400006c00000028090000110000004a0600009002000060080000a5090000b107000001080000,2796,1,6,0
1,e1020000660b00001e0a00008a0b00003806000027060000d8050000f6020000800a0000f30b00005104000066010000c8020000310a000083070000c9030000f6080000180b00006406000096020000f30800000f0600007e0400004c020000380400005b070000ba00000018030000b70a0000fd000000d20b0000680b0000730700001e040000b2030000360600009803000036030000a80600005e0a0000fc030000d90500004f080000f60100008c0a0000f8080000cb0000004a050000e1050000f10c00002b080000af0b000041080000390200005c070000e802000011010000a10700006408000040090000f20900008a070000c802000042010000,201,1,2,-1
2,87030000780400000d0200008e0c0000520600003c03000021020000670c0000250600003b070000140a00006d0900005b0700001d080000a2020000370b0000bb030000370c0000750600006a0500003a000000d1000000e80300006707000081030000c40000000301000082080000700200009707000083000000e70a0000d904000054010000c50a0000fe06000046050000980200008a0300003b0900003d0200007b040000fb02000049040000fd0b00009b0b0000430100001c090000070400006f0300001d0b00004c0a0000d3070000100500008402000026050000c7080000d7080000780a0000f8030000f10300008c090000f70900007d020000,2967,1,6,1
3,600c0000a605000021010000530500000b0c000035050000af01000050080000e90c0000ad0900006c0800004f050000b201000032060000480a0000bf0200005c0600002d020000810a0000e7000000cb07000028010000070400003003000011010000800c00001a040000820b00003900000056000000750500006d010000d70b00009e0b000099090000310b0000d006000067020000280900006a0700004b000000be090000720100005e0b00004b040000730a0000d90000001e0a0000d1050000ca04000048080000570900005e0a0000dd070000310900004e080000f1000000790b0000020b00005e0500009f01000087040000b9050000220b0000,2016,0,5,1
4,300b00009404000014070000db020000bb040000bc040000e0030000a9050000670c0000b20b000015010000ce09000039060000000b0000070c00005b0b0000bb010000df0a0000a2020000810a000059030000de0600000c040000000a0000c903000042000000af0a000027070000630800000f0a000039020000dd060000dc050000f60a0000e20b0000840700001e050000b60a0000a4080000e1040000410a00008e020000e8050000d1040000e7070000a100000017090000040b0000560c00003a0000003d0b00005f0a0000340c0000d20b000030040000560700001105000067060000a1080000590700001d0200004503000076070000ac040000,1967,1,4,0
5,f20b0000560b0000fe000000eb0b00003d090000870a0000bd02000000030000e00300005d0300001106000037020000bf0800002c0b00001c0000009002000062030000660b0000de030000ed020000450b00005a010000c207000005000000520300001c060000750500004e000000aa000000cb0c0000880600007c030000f8010000de010000f7050000d1050000a70700001d0b000026070000ba0a0000ee08000066090000030c0000900c000076020000f9070000040300004306000040010000550100003106000072040000380800007304000062080000320c000053050000680200007d0a0000b1030000330800004f0900005d06000094000000,1117,0,7,0
6,270c0000ee0300007b08000064090000e20300000e080000f502000047020000e6020000d80a00002f0a00006a03000097030000f90800002d0300000f0a0000a9000000bc000000360b000087070000660b00003d060000f1030000b6050000d70c00003f0b0000dc0400002d050000980a0000380700006d06000052030000070a0000d00c0000fc0300001b0b0000bb0200005b0c00006b0a00009303000042030000ab02000052080000e5060000ae050000170a00004a09000066050000860300008109000041050000770c0000000600009d080000e00600000a020000350300001c0900005d0c0000a20200003d0900001b0000004e000000b2080000,1309,0,7,0
7,d50300005d0b00002c070000bd060000f10a00000007000074090000e806000016060000f40100008300000045090000a10b00008b040000310200009c060000f10400003d060000b9070000a2060000c3000000da0000003800000062070000cb0200006a03000079010000cc0c000013060000ad09000064070000e0000000fb00000073020000bd070000990500008f0b00009c0a0000640b0000e7080000ec050000c706000032010000170100000e01000086010000680c0000220600003b080000ac05000073040000f2080000010000002104000060080000390200001f01000088000000900b0000920b000095020000e90900008f0a000016050000,2250,0,6,-1
8,2f0b0000bb0800009705000073010000ce000000ec08000089010000bf080000df090000a3070000050b00002c080000a20c0000ff05000080000000f2070000820a0000a40000008e090000d30600008f090000660c00000e060000c60c000094060000390a000098090000ba04000082060000090200000a060000370c0000fa0700000b0b0000d90800006f0a000030080000d0010000b10b0000190c0000c00400000806000067080000d0060000df0900006e0000003c0a00007e0300003f0c00001d000000a60900007f0b0000550900005807000046050000a10900009206000022070000df080000d40700007c060000cd0100009f0b00009c0b0000,902,1,0,1
9,a90300003c040000b70a000001060000480c00006f07000089040000b10a0000cc0c0000c1080000140c0000370b0000de0a0000830b0000400500006f060000a60300002707000059090000210700009a00000062000000890c00008b040000d30a0000d301000041090000cb0100004f0500006f0b0000f1070000b3030000b3010000d9050000640b00001c000000e00c0000650200006d0200002a000000fd0000000f090000a808000025060000e70600004107000028060000ea060000030800002a080000c90400008a030000de030000a20900007905000080080000f5030000a0030000760800002a050000b50b0000af0100009e0500006f020000,2646,0,3,0
10,ff0800006a0c0000f1020000f00000005c050000710b0000a8070000b80500008a030000f6000000dc0a0000b20b00001c0c0000030b00007c04000024090000330c000000020000df0600006700000036080000d4030000800b0000f0040000db030000f801000047090000960500003e010000f70600001b08000052060000e0040000d5030000d50900001d000000c309000065080000c70500007f0000005f070000320a0000bd010000380c00009d010000660200001704000095040000c1010000650a00000a050000860300006b01000043090000c303000017040000da030000d6030000060c00004c090000a10800001f0500003e02000087080000,2642,1,5,1
